sourceId	targetId	needGoodsId	needGoodsCount	needPoint	needMoney	needHonor
1051000026	1051001026	1045011002	10	0	0	0
1051000009	1051001009	1045011002	20	0	0	0
1051000040	1051001032	1045011002	20	0	0	0
1051000019	1051001019	1045011002	40	0	0	0
1051000028	1051001028	1045011002	40	0	0	0
1051000020	1051001020	1045011002	80	0	0	0
1051000030	1051001030	1045011002	80	0	0	0
1051000025	1051001025	1045011002	120	0	0	0
1051000029	1051001029	1045011002	120	0	0	0
1051000027	1051001027	1045011002	160	0	0	0
1051000031	1051001031	1045011002	160	0	0	0
1051001009	1051020004	1045011002:1042200201:1042200301:1042200401	40:10:5:1	0	0	0
1051001032	1051020010	1045011002:1042200201:1042200301:1042200401	40:10:5:1	0	0	0
1051001019	1051020005	1045011002:1042200201:1042200301:1042200401	80:15:10:1	0	0	0
1051001028	1051020009	1045011002:1042200201:1042200301:1042200401	80:15:10:1	0	0	0
1051001020	1051020006	1045011002:1042200201:1042200301:1042200401	160:30:15:2	0	0	0
1051001030	1051020003	1045011002:1042200201:1042200301:1042200401	160:30:15:2	0	0	0
1051001025	1051020002	1045011002:1042200201:1042200301:1042200401	240:40:20:3	0	0	0
1051001029	1051020007	1045011002:1042200201:1042200301:1042200401	240:40:20:3	0	0	0
1051001027	1051020001	1045011002:1042200201:1042200301:1042200401	320:50:30:4	0	0	0
1051001031	1051020008	1045011002:1042200201:1042200301:1042200401	320:50:30:4	0	0	0
1051001011	1051000008	1045010407	88	100000	0	0
1051001013	1051000004	1045010407	88	100000	0	0
1051001015	1051000005	1045010407	88	100000	0	0
1051001002	1051000005	1045010407	88	100000	0	0
1051001017	1051000010	1045010407	88	100000	0	0
1051001012	1051000006	1045010407	88	100000	0	0
1051001016	1051000007	1045010407	88	100000	0	0
1051001014	1051000006	1045010407	88	100000	0	0
1051001001	1051000007	1045010407	88	100000	0	0
1051001018	1051000003	1045010407	88	100000	0	0
1051001008	1051000023	1045011003:1042010102:1045000229:1045011002	1:10:10:10	3000000	0	0
1051001004	1051000022	1045011003:1042010102:1045000229:1045011002	1:10:10:10	3000000	0	0
1051001005	1051000021	1045011003:1042010102:1045000229:1045011002	1:10:10:10	3000000	0	0
1051001010	1051000023	1045011003:1042010102:1045000229:1045011002	1:10:10:10	3000000	0	0
1051001006	1051000024	1045011003:1042010102:1045000229:1045011002	1:10:10:10	3000000	0	0
1051001007	1051000026	1045011003:1042010102:1045000229:1045011002	1:10:10:10	3000000	0	0
1051001003	1051000024	1045011003:1042010102:1045000229:1045011002	1:10:10:10	3000000	0	0
1051001023	1051000040	1045011003:1042010102:1050000001:1045011002	1:20:1:20	6000000	0	0
1051001022	1051000040	1045011003:1042010102:1050000001:1045011002	1:20:1:20	6000000	0	0
1051001021	1051000040	1045011003:1042010102:1050000001:1045011002	1:20:1:20	6000000	0	0
1051001024	1051000009	1045011003:1042010102:1050000001:1045011002	1:20:1:20	6000000	0	0
1051001026	1051000009	1045011003:1042010102:1050000001:1045011002	1:20:1:20	6000000	0	0
1051020004	1051000019	1045011003:1042010102:1050000001	7:10:2	20000000	0	0
1051020010	1051000028	1045011003:1042010102:1050000001	7:10:2	20000000	0	0
1051020005	1051000020	1045011003:1042010102:1050000001	14:20:4	20000000	0	0
1051020009	1051000030	1045011003:1042010102:1050000001	14:20:4	20000000	0	0
1051020006	1051000025	1045011003:1042010102:1050000001	12:20:4	40000000	0	0
1051020003	1051000029	1045011003:1042010102:1050000001	12:20:4	40000000	0	0
1051020002	1051000032	1051020001:1045011003	1:50	0	0	0
1051020001	1051000032	1051020002:1045011003	1:50	0	0	0
1051020007	1051000033	1051020008:1045011003	1:50	0	0	0
1051020008	1051000033	1051020007:1045011003	1:50	0	0	0
1051000032	1051000041	1042200403:1050000001:1042010102	5:10:50	500000000	0	0
1051000033	1051000042	1042200403:1050000001:1042010102	5:10:50	500000000	0	0
1050607133	1050007103	1045011001	2	0	0	0
1050607134	1050007104	1045011001	4	0	0	0
1050607135	1050007105	1045011001	4	0	0	0
1050607136	1050007106	1045011001	4	0	0	0
1050607137	1050007107	1045011001	4	0	0	0
1050607138	1050007108	1045011001	4	0	0	0
1050607140	1050207110	1045011001	2	0	0	0
1050607141	1050207111	1045011001	4	0	0	0
1050607142	1050207112	1045011001	4	0	0	0
1050607143	1050207113	1045011001	4	0	0	0
1050607144	1050207114	1045011001	4	0	0	0
1050607146	1050307116	1045011001	2	0	0	0
1050607147	1050307117	1045011001	4	0	0	0
1050607148	1050307118	1045011001	4	0	0	0
1050607149	1050307119	1045011001	4	0	0	0
1050607150	1050307120	1045011001	4	0	0	0
1050607152	1050407122	1045011001	2	0	0	0
1050607153	1050407123	1045011001	4	0	0	0
1050607154	1050407124	1045011001	4	0	0	0
1050607155	1050407125	1045011001	4	0	0	0
1050607156	1050407126	1045011001	4	0	0	0
1050607158	1050607128	1045011001	2	0	0	0
1050607159	1050607129	1045011001	4	0	0	0
1050607160	1050607130	1045011001	4	0	0	0
1050607161	1050607131	1045011001	4	0	0	0
1050607162	1050607132	1045011001	4	0	0	0
1050611133	1050011103	1045011001	2	0	0	0
1050611134	1050011104	1045011001	4	0	0	0
1050611135	1050011105	1045011001	4	0	0	0
1050611136	1050011106	1045011001	4	0	0	0
1050611137	1050011107	1045011001	4	0	0	0
1050611138	1050011108	1045011001	4	0	0	0
1050611140	1050211110	1045011001	2	0	0	0
1050611141	1050211111	1045011001	4	0	0	0
1050611142	1050211112	1045011001	4	0	0	0
1050611143	1050211113	1045011001	4	0	0	0
1050611144	1050211114	1045011001	4	0	0	0
1050611146	1050311116	1045011001	2	0	0	0
1050611147	1050311117	1045011001	4	0	0	0
1050611148	1050311118	1045011001	4	0	0	0
1050611149	1050311119	1045011001	4	0	0	0
1050611150	1050311120	1045011001	4	0	0	0
1050611152	1050411122	1045011001	2	0	0	0
1050611153	1050411123	1045011001	4	0	0	0
1050611154	1050411124	1045011001	4	0	0	0
1050611155	1050411125	1045011001	4	0	0	0
1050611156	1050411126	1045011001	4	0	0	0
1050611158	1050611128	1045011001	2	0	0	0
1050611159	1050611129	1045011001	4	0	0	0
1050611160	1050611130	1045011001	4	0	0	0
1050611161	1050611131	1045011001	4	0	0	0
1050611162	1050611132	1045011001	4	0	0	0
1050610133	1050010103	1045011001	2	0	0	0
1050610134	1050010104	1045011001	4	0	0	0
1050610135	1050010105	1045011001	4	0	0	0
1050610136	1050010106	1045011001	4	0	0	0
1050610137	1050010107	1045011001	4	0	0	0
1050610138	1050010108	1045011001	4	0	0	0
1050610140	1050210110	1045011001	2	0	0	0
1050610141	1050210111	1045011001	4	0	0	0
1050610142	1050210112	1045011001	4	0	0	0
1050610143	1050210113	1045011001	4	0	0	0
1050610144	1050210114	1045011001	4	0	0	0
1050610146	1050310116	1045011001	2	0	0	0
1050610147	1050310117	1045011001	4	0	0	0
1050610148	1050310118	1045011001	4	0	0	0
1050610149	1050310119	1045011001	4	0	0	0
1050610150	1050310120	1045011001	4	0	0	0
1050610152	1050410122	1045011001	2	0	0	0
1050610153	1050410123	1045011001	4	0	0	0
1050610154	1050410124	1045011001	4	0	0	0
1050610155	1050410125	1045011001	4	0	0	0
1050610156	1050410126	1045011001	4	0	0	0
1050610158	1050610128	1045011001	2	0	0	0
1050610159	1050610129	1045011001	4	0	0	0
1050610160	1050610130	1045011001	4	0	0	0
1050610161	1050610131	1045011001	4	0	0	0
1050610162	1050610132	1045011001	4	0	0	0
1050605133	1050005103	1045011001	2	0	0	0
1050605134	1050005104	1045011001	4	0	0	0
1050605135	1050005105	1045011001	4	0	0	0
1050605136	1050005106	1045011001	4	0	0	0
1050605137	1050005107	1045011001	4	0	0	0
1050605138	1050005108	1045011001	4	0	0	0
1050605140	1050205110	1045011001	2	0	0	0
1050605141	1050205111	1045011001	4	0	0	0
1050605142	1050205112	1045011001	4	0	0	0
1050605143	1050205113	1045011001	4	0	0	0
1050605144	1050205114	1045011001	4	0	0	0
1050605146	1050305116	1045011001	2	0	0	0
1050605147	1050305117	1045011001	4	0	0	0
1050605148	1050305118	1045011001	4	0	0	0
1050605149	1050305119	1045011001	4	0	0	0
1050605150	1050305120	1045011001	4	0	0	0
1050605152	1050405122	1045011001	2	0	0	0
1050605153	1050405123	1045011001	4	0	0	0
1050605154	1050405124	1045011001	4	0	0	0
1050605155	1050405125	1045011001	4	0	0	0
1050605156	1050405126	1045011001	4	0	0	0
1050605158	1050605128	1045011001	2	0	0	0
1050605159	1050605129	1045011001	4	0	0	0
1050605160	1050605130	1045011001	4	0	0	0
1050605161	1050605131	1045011001	4	0	0	0
1050605162	1050605132	1045011001	4	0	0	0
1050607164	1050007103	1045011001	1	0	0	0
1050607165	1050007104	1045011001	3	0	0	0
1050607166	1050007105	1045011001	3	0	0	0
1050607167	1050007106	1045011001	3	0	0	0
1050607168	1050007107	1045011001	3	0	0	0
1050607169	1050007108	1045011001	3	0	0	0
1050607171	1050207110	1045011001	1	0	0	0
1050607172	1050207111	1045011001	3	0	0	0
1050607173	1050207112	1045011001	3	0	0	0
1050607174	1050207113	1045011001	3	0	0	0
1050607175	1050207114	1045011001	3	0	0	0
1050607177	1050307116	1045011001	1	0	0	0
1050607178	1050307117	1045011001	3	0	0	0
1050607179	1050307118	1045011001	3	0	0	0
1050607180	1050307119	1045011001	3	0	0	0
1050607181	1050307120	1045011001	3	0	0	0
1050607183	1050407122	1045011001	1	0	0	0
1050607184	1050407123	1045011001	3	0	0	0
1050607185	1050407124	1045011001	3	0	0	0
1050607186	1050407125	1045011001	3	0	0	0
1050607187	1050407126	1045011001	3	0	0	0
1050607189	1050607128	1045011001	1	0	0	0
1050607190	1050607129	1045011001	3	0	0	0
1050607191	1050607130	1045011001	3	0	0	0
1050607192	1050607131	1045011001	3	0	0	0
1050607193	1050607132	1045011001	3	0	0	0
1050611164	1050011103	1045011001	1	0	0	0
1050611165	1050011104	1045011001	3	0	0	0
1050611166	1050011105	1045011001	3	0	0	0
1050611167	1050011106	1045011001	3	0	0	0
1050611168	1050011107	1045011001	3	0	0	0
1050611169	1050011108	1045011001	3	0	0	0
1050611171	1050211110	1045011001	1	0	0	0
1050611172	1050211111	1045011001	3	0	0	0
1050611173	1050211112	1045011001	3	0	0	0
1050611174	1050211113	1045011001	3	0	0	0
1050611175	1050211114	1045011001	3	0	0	0
1050611177	1050311116	1045011001	1	0	0	0
1050611178	1050311117	1045011001	3	0	0	0
1050611179	1050311118	1045011001	3	0	0	0
1050611180	1050311119	1045011001	3	0	0	0
1050611181	1050311120	1045011001	3	0	0	0
1050611183	1050411122	1045011001	1	0	0	0
1050611184	1050411123	1045011001	3	0	0	0
1050611185	1050411124	1045011001	3	0	0	0
1050611186	1050411125	1045011001	3	0	0	0
1050611187	1050411126	1045011001	3	0	0	0
1050611189	1050611128	1045011001	1	0	0	0
1050611190	1050611129	1045011001	3	0	0	0
1050611191	1050611130	1045011001	3	0	0	0
1050611192	1050611131	1045011001	3	0	0	0
1050611193	1050611132	1045011001	3	0	0	0
1050610164	1050010103	1045011001	1	0	0	0
1050610165	1050010104	1045011001	3	0	0	0
1050610166	1050010105	1045011001	3	0	0	0
1050610167	1050010106	1045011001	3	0	0	0
1050610168	1050010107	1045011001	3	0	0	0
1050610169	1050010108	1045011001	3	0	0	0
1050610171	1050210110	1045011001	1	0	0	0
1050610172	1050210111	1045011001	3	0	0	0
1050610173	1050210112	1045011001	3	0	0	0
1050610174	1050210113	1045011001	3	0	0	0
1050610175	1050210114	1045011001	3	0	0	0
1050610177	1050310116	1045011001	1	0	0	0
1050610178	1050310117	1045011001	3	0	0	0
1050610179	1050310118	1045011001	3	0	0	0
1050610180	1050310119	1045011001	3	0	0	0
1050610181	1050310120	1045011001	3	0	0	0
1050610183	1050410122	1045011001	1	0	0	0
1050610184	1050410123	1045011001	3	0	0	0
1050610185	1050410124	1045011001	3	0	0	0
1050610186	1050410125	1045011001	3	0	0	0
1050610187	1050410126	1045011001	3	0	0	0
1050610189	1050610128	1045011001	1	0	0	0
1050610190	1050610129	1045011001	3	0	0	0
1050610191	1050610130	1045011001	3	0	0	0
1050610192	1050610131	1045011001	3	0	0	0
1050610193	1050610132	1045011001	3	0	0	0
1050605164	1050005103	1045011001	1	0	0	0
1050605165	1050005104	1045011001	3	0	0	0
1050605166	1050005105	1045011001	3	0	0	0
1050605167	1050005106	1045011001	3	0	0	0
1050605168	1050005107	1045011001	3	0	0	0
1050605169	1050005108	1045011001	3	0	0	0
1050605171	1050205110	1045011001	1	0	0	0
1050605172	1050205111	1045011001	3	0	0	0
1050605173	1050205112	1045011001	3	0	0	0
1050605174	1050205113	1045011001	3	0	0	0
1050605175	1050205114	1045011001	3	0	0	0
1050605177	1050305116	1045011001	1	0	0	0
1050605178	1050305117	1045011001	3	0	0	0
1050605179	1050305118	1045011001	3	0	0	0
1050605180	1050305119	1045011001	3	0	0	0
1050605181	1050305120	1045011001	3	0	0	0
1050605183	1050405122	1045011001	1	0	0	0
1050605184	1050405123	1045011001	3	0	0	0
1050605185	1050405124	1045011001	3	0	0	0
1050605186	1050405125	1045011001	3	0	0	0
1050605187	1050405126	1045011001	3	0	0	0
1050605189	1050605128	1045011001	1	0	0	0
1050605190	1050605129	1045011001	3	0	0	0
1050605191	1050605130	1045011001	3	0	0	0
1050605192	1050605131	1045011001	3	0	0	0
1050605193	1050605132	1045011001	3	0	0	0
1050007108	1050007109	1042200101:1042200201:1042200301:1042200401:1045011001	450:120:60:4:2	36000000	0	0
1050207114	1050207115	1042200101:1042200201:1042200301:1042200401:1045011001	300:80:20:1:2	30000000	0	0
1050307120	1050307121	1042200101:1042200201:1042200301:1042200401:1045011001	300:80:20:1:2	30000000	0	0
1050407126	1050407127	1042200101:1042200201:1042200301:1042200401:1045011001	300:80:20:1:2	30000000	0	0
1050607132	1050607126	1042200101:1042200201:1042200301:1042200401:1045011001	300:80:20:1:2	30000000	0	0
1050607139	1050007109	1042200101:1042200201:1042200301:1042200401:1045011001	300:90:45:3:2	24000000	0	0
1050607145	1050207115	1042200101:1042200201:1042200301:1042200401:1045011001	200:60:15:1:2	20000000	0	0
1050607151	1050307121	1042200101:1042200201:1042200301:1042200401:1045011001	200:60:15:1:2	20000000	0	0
1050607157	1050407127	1042200101:1042200201:1042200301:1042200401:1045011001	200:60:15:1:2	20000000	0	0
1050607163	1050607126	1042200101:1042200201:1042200301:1042200401:1045011001	200:60:15:1:2	20000000	0	0
1050011108	1050011109	1042200101:1042200201:1042200301:1042200401:1045011001	450:120:60:4:2	36000000	0	0
1050211114	1050211115	1042200101:1042200201:1042200301:1042200401:1045011001	300:80:20:1:2	30000000	0	0
1050311120	1050311121	1042200101:1042200201:1042200301:1042200401:1045011001	300:80:20:1:2	30000000	0	0
1050411126	1050411127	1042200101:1042200201:1042200301:1042200401:1045011001	300:80:20:1:2	30000000	0	0
1050611132	1050611126	1042200101:1042200201:1042200301:1042200401:1045011001	300:80:20:1:2	30000000	0	0
1050611139	1050011109	1042200101:1042200201:1042200301:1042200401:1045011001	300:90:45:3:2	24000000	0	0
1050611145	1050211115	1042200101:1042200201:1042200301:1042200401:1045011001	200:60:15:1:2	20000000	0	0
1050611151	1050311121	1042200101:1042200201:1042200301:1042200401:1045011001	200:60:15:1:2	20000000	0	0
1050611157	1050411127	1042200101:1042200201:1042200301:1042200401:1045011001	200:60:15:1:2	20000000	0	0
1050611163	1050611126	1042200101:1042200201:1042200301:1042200401:1045011001	200:60:15:1:2	20000000	0	0
1050010108	1050010109	1042200101:1042200201:1042200301:1042200401:1045011001	450:120:60:4:2	36000000	0	0
1050210114	1050210115	1042200101:1042200201:1042200301:1042200401:1045011001	300:80:20:1:2	30000000	0	0
1050310120	1050310121	1042200101:1042200201:1042200301:1042200401:1045011001	300:80:20:1:2	30000000	0	0
1050410126	1050410127	1042200101:1042200201:1042200301:1042200401:1045011001	300:80:20:1:2	30000000	0	0
1050610132	1050610126	1042200101:1042200201:1042200301:1042200401:1045011001	300:80:20:1:2	30000000	0	0
1050610139	1050010109	1042200101:1042200201:1042200301:1042200401:1045011001	300:90:45:3:2	24000000	0	0
1050610145	1050210115	1042200101:1042200201:1042200301:1042200401:1045011001	200:60:15:1:2	20000000	0	0
1050610151	1050310121	1042200101:1042200201:1042200301:1042200401:1045011001	200:60:15:1:2	20000000	0	0
1050610157	1050410127	1042200101:1042200201:1042200301:1042200401:1045011001	200:60:15:1:2	20000000	0	0
1050610163	1050610126	1042200101:1042200201:1042200301:1042200401:1045011001	200:60:15:1:2	20000000	0	0
1050005108	1050005109	1042200101:1042200201:1042200301:1042200401:1045011001	450:120:60:4:2	36000000	0	0
1050205114	1050205115	1042200101:1042200201:1042200301:1042200401:1045011001	300:80:20:1:2	30000000	0	0
1050305120	1050305121	1042200101:1042200201:1042200301:1042200401:1045011001	300:80:20:1:2	30000000	0	0
1050405126	1050405127	1042200101:1042200201:1042200301:1042200401:1045011001	300:80:20:1:2	30000000	0	0
1050605132	1050605126	1042200101:1042200201:1042200301:1042200401:1045011001	300:80:20:1:2	30000000	0	0
1050605139	1050005109	1042200101:1042200201:1042200301:1042200401:1045011001	300:90:45:3:2	24000000	0	0
1050605145	1050205115	1042200101:1042200201:1042200301:1042200401:1045011001	200:60:15:1:2	20000000	0	0
1050605151	1050305121	1042200101:1042200201:1042200301:1042200401:1045011001	200:60:15:1:2	20000000	0	0
1050605157	1050405127	1042200101:1042200201:1042200301:1042200401:1045011001	200:60:15:1:2	20000000	0	0
1050605163	1050605126	1042200101:1042200201:1042200301:1042200401:1045011001	200:60:15:1:2	20000000	0	0
1051010001	1051030001	1042200101:1042200201:1045011002:1051010001	100:30:20:4	2500000	0	0
1051010002	1051030002	1042200101:1042200201:1045011002:1051010002	100:30:20:4	2500000	0	0
1051010003	1051030003	1042200101:1042200201:1045011002:1051010003	100:30:20:4	2500000	0	0
1051010004	1051030004	1042200101:1042200201:1045011002:1051010004	100:30:20:4	2500000	0	0
1051010005	1051030005	1042200101:1042200201:1045011002:1051010005	100:30:20:4	2500000	0	0
1051010006	1051030006	1042200101:1042200201:1045011002:1051010006	100:30:20:4	2500000	0	0
1051010007	1051030007	1042200101:1042200201:1045011002:1051010007	100:30:20:4	2500000	0	0
1051010008	1051030008	1042200101:1042200201:1045011002:1051010008	100:30:20:4	2500000	0	0
1051010009	1051030009	1042200101:1042200201:1045011002:1051010009	100:30:20:4	2500000	0	0
1051010010	1051030010	1042200101:1042200201:1045011002:1051010010	100:30:20:4	2500000	0	0
1051010011	1051030011	1042200101:1042200201:1045011002:1051010011	100:30:20:4	5000000	0	0
1051010012	1051030012	1042200101:1042200201:1045011002:1051010012	100:30:20:4	5000000	0	0
1051010013	1051030013	1042200101:1042200201:1045011002:1051010013	100:30:20:4	5000000	0	0
1051010014	1051030014	1042200101:1042200201:1045011002:1051010014	100:30:20:4	5000000	0	0
1051010015	1051030015	1042200101:1042200201:1045011002:1051010015	100:30:20:4	5000000	0	0
1051010016	1051030016	1042200101:1042200201:1045011002:1051010016	100:30:20:4	5000000	0	0
1051010017	1051030017	1042200101:1042200201:1045011002:1051010017	100:30:20:4	5000000	0	0
1051010018	1051030018	1042200101:1042200201:1045011002:1051010018	100:30:20:4	7500000	0	0
1051010019	1051030019	1042200101:1042200201:1045011002:1051010019	100:30:20:4	7500000	0	0
1051010020	1051030020	1042200101:1042200201:1045011002:1051010020	100:30:20:4	7500000	0	0
1051010021	1051030021	1042200101:1042200201:1045011002:1051010021	100:30:20:4	7500000	0	0
1051010022	1051030022	1042200101:1042200201:1045011002:1051010022	100:30:20:4	7500000	0	0
1051010023	1051030023	1042200101:1042200201:1045011002:1051010023	100:30:20:4	10000000	0	0
1051010024	1051030024	1042200101:1042200201:1045011002:1051010024	100:30:20:4	10000000	0	0
1051010025	1051030025	1045011002:1042010105:1051010025	100:1:4	20000000	0	0
1051010026	1051030026	1045011002:1042010105:1051010026	100:1:4	20000000	0	0
1051010027	1051030027	1042200401:1042010105:1045030002:1045010406:1050000001	1:2:4:5:5	30000000	0	0
1051010028	1051030028	1042200401:1042010105:1045030002:1045010406:1050000001	1:2:4:5:5	30000000	0	0
1051010029	1051030029	1042200401:1042010105:1045030002:1045010406:1050000001	1:2:6:7:7	40000000	0	0
1051010030	1051030030	1042200401:1042010105:1045030002:1045010406:1050000001	1:2:6:7:7	40000000	0	0
1051030001	1051010017	1042010102:1045000229:1045011002	10:10:10	3000000	0	0
1051030002	1051010016	1042010102:1045000229:1045011002	10:10:10	3000000	0	0
1051030003	1051010013	1042010102:1045000229:1045011002	10:10:10	3000000	0	0
1051030004	1051010011	1042010102:1045000229:1045011002	10:10:10	3000000	0	0
1051030005	1051010016	1042010102:1045000229:1045011002	10:10:10	3000000	0	0
1051030006	1051010015	1042010102:1045000229:1045011002	10:10:10	3000000	0	0
1051030007	1051010015	1042010102:1045000229:1045011002	10:10:10	3000000	0	0
1051030008	1051010014	1042010102:1045000229:1045011002	10:10:10	3000000	0	0
