id	NPCId	iconId	name	roomId	level	overLevel	point	money	camp	familyId	type	honourPoint	taskId	goodsId	flyActivePoint	displayType	mapshelp
56	1021070003	36	鬼泣组合	1013070127	1	0	0	0	0	0	6	0	0	0	0	2000-2000	0
57	1021070003	28	浩瀚雪山	1013110121	1	0	0	0	0	0	9	0	0	0	1	2000-2100	你选择的目标区域怪物等级  2000-2100
58	1021070003	25	长滩公园	1013080131	1	0	0	0	0	0	10	0	0	0	1	2100-2300	你选择的目标区域怪物等级  2100-2300
59	1021070003	38	传奇至尊	1013070129	1	0	0	0	0	0	6	0	0	0	0	2000-2000	0
60	1021070003	39	试炼之地一	1013290101	1	0	0	0	0	0	11	0	0	0	0	0	个人闯关副本，无等级限制，不能组队，新手难度，适合2000级以下玩家挑战。每天允许通关一次地图，中途可以退出。
61	1021070003	26	无尽之湖	1013090131	1	0	0	0	0	0	10	0	0	0	1	2300-2500	你选择的目标区域怪物等级  2300-2500
62	1021070003	40	缤纷幻队	1013070130	1	0	0	0	0	0	6	0	0	0	0	2500-2500	0
63	1021070003	27	绿野仙踪	1013100131	1	0	0	0	0	0	10	0	0	0	1	2500-2700	你选择的目标区域怪物等级  2500-2700
64	1021070003	28	浩瀚雪山	1013110131	1	0	0	0	0	0	10	0	0	0	1	2700-2900	你选择的目标区域怪物等级  2700-2900
65	1021070003	41	异能战队	1013070131	1	0	0	0	0	0	6	0	0	0	0	2900-2900	0
66	1021070003	42	试炼之地二	1013300101	1	0	0	0	0	0	11	0	0	0	0	0	个人闯关副本，无等级限制，不能组队，中等难度，适合3000级以下玩家挑战。每天允许通关一次地图，中途可以退出。
67	1021070003	43	试炼之地三	1013310101	1	0	0	0	0	0	11	0	0	0	0	0	个人闯关副本，无等级限制，不能组队，极难，适合4000级以下玩家挑战。每天允许通关一次地图，中途可以退出。
68	1021070003	52	试炼之地四	1013320101	1	0	0	0	0	0	11	0	0	0	0	0	个人闯关副本，无等级限制，不能组队，极难，适合5000级以下玩家挑战。每天允许通关一次地图，中途可以退出。
69	1021070003	60	试炼之地五	1013330101	1	0	0	0	0	0	11	0	0	0	0	0	个人闯关副本，无等级限制，不能组队，极难，适合5000级以上玩家挑战。每天允许通关一次地图，中途可以退出。
70	1021070003	44	BOSS之家一	1013150101	1	0	0	0	0	0	11	0	0	0	0	0	特殊BOSS副本，无等级限制，不能组队。极难，适合500级以下玩家挑战。每天允许通关一次地图，中途可以退出。
71	1021070003	57	BOSS之家二	1013230111	1	0	0	0	0	0	11	0	0	0	0	0	特殊BOSS副本，无等级限制，不能组队。极难，适合1000级以下玩家挑战。每天允许通关一次地图，中途可以退出。
72	1021070003	58	BOSS之家三	1013240121	1	0	0	0	0	0	11	0	0	0	0	0	特殊BOSS副本，无等级限制，不能组队。极难，适合2500级以下玩家挑战。每天允许通关一次地图，中途可以退出。
73	1021070003	59	BOSS之家四	1013250129	1	0	0	0	0	0	11	0	0	0	0	0	特殊BOSS副本，无等级限制，不能组队。极难，适合5000级以下玩家挑战。每天允许通关一次地图，中途可以退出。
74	1021070003	45	海底世界	1013160101	1	0	0	0	0	0	12	0	0	0	1	2900-3200	你选择的目标区域怪物等级  2900-3200
75	1021070003	46	精灵之森	1013170101	1	0	0	0	0	0	12	0	0	0	1	3200-3500	你选择的目标区域怪物等级  3200-3500
76	1021070003	47	黑蝙蝠中队	1013070132	1	0	0	0	0	0	6	0	0	0	0	3500-3500	0
77	1021070003	48	水晶矿洞	1013180101	1	0	0	0	0	0	12	0	0	0	1	3500-3800	你选择的目标区域怪物等级  3500-3800
78	1021070003	49	天空之城	1013190101	1	0	0	0	0	0	12	0	0	0	1	3800-4100	你选择的目标区域怪物等级  3800-4100
79	1021070003	50	街霸卫队	1013070133	1	0	0	0	0	0	6	0	0	0	0	4100-4100	0
80	1021070003	45	海底世界	1013160111	1	0	0	0	0	0	13	0	0	0	1	4100-4400	你选择的目标区域怪物等级  4100-4400
81	1021070003	46	精灵之森	1013170111	1	0	0	0	0	0	13	0	0	0	1	4400-4700	你选择的目标区域怪物等级  4400-4700
82	1021070003	51	绝世战队	1013070134	1	0	0	0	0	0	6	0	0	0	0	4700-4700	0
83	1021070003	53	至尊影分身	1013070135	1	0	0	0	0	0	6	0	0	0	0	5300-5300	0
84	1021070003	48	水晶矿洞	1013180111	1	0	0	0	0	0	13	0	0	0	1	4700-5000	你选择的目标区域怪物等级  4700-5000
85	1021070003	49	天空之城	1013190111	1	0	0	0	0	0	13	0	0	0	1	5000-5300	你选择的目标区域怪物等级  5000-5300
86	1021070003	54	真血色十字军	1013070136	1	0	0	0	0	0	6	0	0	0	0	5300-5300	0
87	1021070003	45	海底世界	1013160121	1	0	0	0	0	0	14	0	0	0	1	5300-5600	你选择的目标区域怪物等级  5300-5600
88	1021070003	55	短路汽车人军团	1013070137	1	0	0	0	0	0	6	0	0	0	0	6000-6000	0
89	1021070003	46	精灵之森	1013170121	1	0	0	0	0	0	14	0	0	0	1	5600-5900	你选择的目标区域怪物等级  5600-5900
90	1021070003	95	十番队长	1013070143	1	0	0	0	0	0	6	0	0	0	0	7500-7500	0
91	1021070003	62	纯哥教信徒	1013070138	1	0	0	0	0	0	6	0	0	0	0	7000-7000	完成一转任务所需要击杀的BOSS
92	1021070003	96	女武神之家	1013070142	1	0	0	0	0	0	6	0	0	0	0	9000-9000	完成二转任务所需要击杀的BOSS
93	1021070003	48	水晶矿洞	1013180117	1	0	0	0	0	0	14	0	0	0	1	6000-6300	你选择的目标区域怪物等级  6000-6300
94	1021070003	49	天空之城	1013190117	1	0	0	0	0	0	14	0	0	0	1	6400-6700	你选择的目标区域怪物等级  6400-6700
95	1021150007	73	忍者村落五日休闲游	1013360101	1	3500	0	0	0	0	16	0	0	0	0	2000	奇妙世界旅行行业协会推荐的时空旅行体验景点。（推荐等级：1500—2500左右,3500级以上不能进入）
96	1021150007	74	忍者村落六日休闲游	1013380101	1	5500	0	0	0	0	16	0	0	0	0	4000	是不是觉得休闲游有些乏味了？那么就来点刺激的吧！（推荐等级：3500—4500左右，5500级以上不能进入）
97	1021150007	75	忍者村落七日休闲游	1013400101	1	0	0	0	0	0	16	0	0	0	0	6000	挑战自我，超越自我。这是人类永恒不变的终极目标。（推荐等级：5500—6500左右）
98	1021150007	76	枫叶山谷五日休闲游	1013370101	1	4500	0	0	0	0	17	0	0	0	0	3000	如果你想体验轻松快乐的时空旅行，这里是最好的选择。（推荐等级：2500—3500左右,4500级以上不能进入）
99	1021150007	77	枫叶山谷六日休闲游	1013390101	1	0	0	0	0	0	17	0	0	0	0	5000	可能你已经发现，越有挑战的景点，收获也就越多。那么请继续你的探险之旅吧！（推荐等级：4500—5500左右）
100	1021150007	78	枫叶山谷七日休闲游	1013410101	1	0	0	0	0	0	17	0	0	0	0	7000	进入此地者，一切后果自负！！！（推荐等级：6500以上）
101	1021070003	80	黄金斗士	1013420101	1	0	0	0	0	0	18	0	0	0	0	0	开放时间：每周三19：40开放备战厅，20：00——21：00活动正式开始。
102	1021070003	300	奇妙大冲关	0	1	0	0	0	0	0	28	0	0	0	0	0	开放时间：周四、周日10点——22点，等级要求：等级500以上。
103	1021070011	86	人间试炼	0	1	0	0	0	0	0	21	0	0	0	0	0	难度：普通。奖励：普通。毎战斗1次，消耗1点行动值。（人物毎提高1000级，怪物难度会提升一次。）
104	1021070011	87	地狱试炼	0	1	0	0	0	0	0	22	0	0	0	0	0	难度：高。奖励：高。毎战斗1次，消耗1点行动值。（人物毎提高1000级，怪物难度会提升一次。）
105	1021070011	88	天堂试炼	0	1	0	0	0	0	0	23	0	0	0	0	0	难度：普通。奖励：极高。毎战斗1次，消耗2元宝。（人物毎提高1000级，怪物难度会提升一次。）
106	1021070011	90	青铜圣殿	1013470101	1	0	0	0	0	0	24	0	0	0	0	0	挑战一次需要缴纳60金币，有几率获得素材、荣誉、代金券、VIP物品。
107	1021070011	91	白银圣殿	1013470102	1	0	0	0	0	0	25	0	0	0	0	0	挑战一次需要缴纳20元宝，有几率获得代金券、王者套装等。
108	1021070011	92	黄金圣殿	1013470103	1	0	0	0	0	0	26	0	0	0	0	0	挑战一次需要缴纳200元宝，有几率获得代金券、YOYO套装、生者必灭套装、暗之战士、魔女等。
109	1021070011	93	天神圣殿	1013470104	1	0	0	0	0	0	27	0	0	0	0	0	挑战一次需要缴纳1000元宝，有几率获得代金券、YOYO套装、生者必灭套装、爱与美之神、光与影的主宰等。
110	1021070003	45	海底世界	1013160131	1	0	0	0	0	0	15	0	0	0	1	6800-7100	你选择的目标区域怪物等级  6800-7100
111	1021070003	46	精灵之森	1013170131	1	0	0	0	0	0	15	0	0	0	1	7100-7500	你选择的目标区域怪物等级  7100-7500
