id	info
326	虚弱状态无法进入战斗区域。
327	进入战斗区域次数已满。
328	此副本你今天已完成
329	组队状态不能进副本
330	此房间不能组队
331	你的挂机卡数量不够
332	队伍里有玩家的挂机卡不够
400	对不起,玩家不在同一个场景。
401	对不起,你已经在队伍中，并且你不是队长，所以你不能邀请对方！
402	对不起,你由于长时间没有操作，邀请已取消！
403	对不起,没有权限！
404	对不起,请选择除自己以外的队友！
405	对不起,玩家已经在队伍中！
406	对不起,你已不在队伍中！
407	对不起,对方是红名不能和你组队！
408	对不起,你是红名不能和对方组队！
409	对不起,不同阵营的人不能组队！
410	对不起,队伍中有玩家正在选择阵营！
411	不同家族不能组队。
412	玩家现在还不想组队
413	你的状态设置为不想组队
414	玩家队伍不存在
415	玩家不是队长
416	队伍申请列表已满，请稍候申请
417	你不是队长
418	玩家没有申请加入你的队伍
419	你已经有队伍，不能申请
420	你已经申请过
500	对不起,该任务不能取消。
600	对不起,相同姓名玩家在游戏内。
601	对不起,有个家伙把你挤下线了。
602	对不起,登陆失败，请关闭浏览器重新登陆。
603	对不起,当前账号被锁。
604	对不起,服务器许可ID错误。
700	对不起,两次密码不一致，请重新输入。
701	对不起,仓库密码错误。
702	对不起,仓库被锁住。
703	对不起,密码错误三次,仓库将被锁24小时。
704	对不起,你输入的旧密码不对。
705	对不起,仓库满了。
706	对不起,存入仓库的钱超过自身的钱。
707	对不起,从仓库取的钱超过仓库的钱。
708	对不起,您的仓库已经被锁。
709	对不起,您的行动值为0。
710	对不起,仓库容量已达最大。
800	对不起,该房间已经在游戏。
801	对不起,物品不能丢弃。
802	对不起,物品暂时无法使用。
803	对不起,物品暂时无法取下。
804	对不起,玩家等级太低。
805	对不起,玩家性别不符。
806	对不起,物品不存在。
807	对不起,数量超出限制。
808	对不起,物品不能拆分。
809	对不起,物品不能叠加。
810	对不起,装备不属于玩家这个职业。
811	对不起,装备取下失败。
812	对不起,不能装备此物品。
813	对不起,使用物品失败。
814	对不起,背包已满。
815	对不起,位置错误。
816	对不起,没有这个技能。
817	对不起,这个不是技能。
818	对不起,职业错误。
819	对不起,已经学习过该技能。
820	对不起,材料不足。
821	对不起,绿色以下的装备不能拆解。
822	对不起,这里不能出售物品。
823	对不起,你还有低等级的技能没学。
824	对不起,不能学习该技能。
825	对不起,你已经学习了更高等级的技能。
826	对不起,你没有技能所需武器。
827	对不起,你还没学习这个装备所需的技能。
828	对不起,战斗中不能使用此物品。
829	对不起,背包空间不足不能领取奖品。
830	对不起,组队状态不能使用传送。
831	对不起,不能同时使用两个生命宝石或精力宝石。
832	此操作将覆盖你已经使用的多倍经验卡。
833	对不起,你上一次多倍经验时间还未到。
834	对不起,此物品不能直接使用。
835	对不起,玩家已经交易或丢弃了此物品。
836	对不起,宠物等级太低。
837	对不起,你的宠物已学会该技能。
838	对不起,宠物已学会更高等级的技能。
839	对不起,宠物还有更低等级的技能没学。
840	对不起,同一层次的技能只能学习一个。
841	行动值将超出10点，无法使用该道具。
842	活跃度不能超出最大限制，无法使用该道具。
843	你已经使用了挂机经验卡。
901	对不起,你的游戏币不足。
902	对不起,你的荣誉值不够。
903	对不起,背包已满。
904	对不起,物品不出售。
905	对不起,物品已出售完。
906	对不起,超出可购买数量。
907	对不起,你的元宝不足。
908	对不起,该功能暂未开放。
909	对不起,邮件已满请及时清理。
910	对不起,拆解失败。
911	对不起,修改邮件失败。
912	对不起,修改密码失败。
913	对不起,该用户已被封号。
914	对不起,账号密码错误,登陆失败。
915	对不起,该装备不能进行拆解。
916	对不起,封号先T玩家下线。
917	现在没有活动举行。
918	家族胜利方冷却10秒。
919	该邮件不能删除。
920	此物品只能在商城出售。
