id	name	level	type	iconId	point	token	money	repeatNumber	bindMode	remark	job	equipLocation	extAtt	phyAtt	sptAtt	phyDef	sptDef	power	agility	spirit	wisdom	lifePoint	magicPoint	curePoint	phySmiteRate	sptSmiteRate	phySmiteParm	sptSmiteParm	phyHurtAvoid	sptHurtAvoid	clearPhySmite	clearSptSmite	clearPhySmiteParm	clearSptSmiteParm	isVIP	isDel 	phyAttExt	sptAttExt	phySmiteParmExt	sptSmiteParmExt	lifePointExt	clearPhySmiteParmExt	clearSptSmiteParmExt
1051303003	3级手绢（物）	1	34	1151301015	100000	0	0	1	2	0	3:103	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	3000	3000	0	0	0	0	0	0	100:5500	0	0
1051303004	4级手绢（物）	1	34	1151301016	100000	0	0	1	2	0	3:103	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	300	300	3000	3000	0	0	0	0	0	0	100:6000	0	0
1051333001	1级手绢（魔）	1	34	1151301013	100000	0	0	1	2	0	4:104	0	lifePoint:500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100:4500	0	0
1051333002	2级手绢（魔）	1	34	1151301014	100000	0	0	1	2	0	4:104	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100:5000	0	0
1051333003	3级手绢（魔）	1	34	1151301015	100000	0	0	1	2	0	4:104	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	3000	3000	0	0	0	0	0	0	100:5500	0	0
1051333004	4级手绢（魔）	1	34	1151301016	100000	0	0	1	2	0	4:104	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	300	300	3000	3000	0	0	0	0	0	0	100:6000	0	0
1051304001	1级袖珍荷叶球（物）	1	34	1151301009	100000	0	0	1	2	0	3:103	1	clearPhySmiteParm:60|clearSptSmiteParm:60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	40:220	40:220
1051304002	2级袖珍荷叶球（物）	1	34	1151301010	100000	0	0	1	2	0	3:103	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	40:250	40:250
1051304003	3级袖珍荷叶球（物）	1	34	1151301011	100000	0	0	1	2	0	3:103	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	3000	3000	1	0	0	0	0	0	0	40:280	40:280
1051304004	4级袖珍荷叶球（物）	1	34	1151301012	100000	0	0	1	2	0	3:103	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	300	300	3000	3000	1	0	0	0	0	0	0	40:310	40:310
1051344001	1级袖珍荷叶球（魔）	1	34	1151301009	100000	0	0	1	2	0	4:104	1	clearPhySmiteParm:60|clearSptSmiteParm:60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	40:220	40:220
1051344002	2级袖珍荷叶球（魔）	1	34	1151301010	100000	0	0	1	2	0	4:104	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	40:250	40:250
1051344003	3级袖珍荷叶球（魔）	1	34	1151301011	100000	0	0	1	2	0	4:104	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	3000	3000	1	0	0	0	0	0	0	40:280	40:280
1051344004	4级袖珍荷叶球（魔）	1	34	1151301012	100000	0	0	1	2	0	4:104	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	300	300	3000	3000	1	0	0	0	0	0	0	40:310	40:310
1051305001	1级牛掌（物）	1	34	1151301017	100000	0	0	1	2	0	5:105	0	phyAtt:100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10:550	0	0	0	0	0	0
1051305002	2级牛掌（物）	1	34	1151301018	100000	0	0	1	2	0	5:105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	10:600	0	0	0	0	0	0
1051305003	3级牛掌（物）	1	34	1151301019	100000	0	0	1	2	0	5:105	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	1000	0	0	0	0	0	0	0	0	0	10:650	0	0	0	0	0	0
1051305004	4级牛掌（物）	1	34	1151301020	100000	0	0	1	2	0	5:105	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	2500	0	0	0	0	0	0	0	0	0	10:700	0	0	0	0	0	0
1051355001	1级牛掌（魔）	1	34	1151301017	100000	0	0	1	2	0	6:106	0	sptAtt:100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10:550	0	0	0	0	0
1051355002	2级牛掌（魔）	1	34	1151301018	100000	0	0	1	2	0	6:106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	10:600	0	0	0	0	0
1051355003	3级牛掌（魔）	1	34	1151301019	100000	0	0	1	2	0	6:106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	1000	0	0	0	0	0	0	0	0	0	10:650	0	0	0	0	0
1051355004	4级牛掌（魔）	1	34	1151301020	100000	0	0	1	2	0	6:106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	1000	0	0	0	0	0	0	0	0	0	10:700	0	0	0	0	0
1051306001	1级金刚角（物）	1	34	1151301021	100000	0	0	1	2	0	5:105	1	phySmiteParm:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	10:120	0	0	0	0
1051306002	2级金刚角（物）	1	34	1151301022	100000	0	0	1	2	0	5:105	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	1	0	0	0	10:130	0	0	0	0
1051306003	3级金刚角（物）	1	34	1151301023	100000	0	0	1	2	0	5:105	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	1000	0	0	0	0	0	0	0	1	0	0	0	10:140	0	0	0	0
1051306004	4级金刚角（物）	1	34	1151301024	100000	0	0	1	2	0	5:105	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	2500	0	0	0	0	0	0	0	1	0	0	0	10:150	0	0	0	0
1051366001	1级金刚角（魔）	1	34	1151301021	100000	0	0	1	2	0	6:106	1	sptSmiteParm:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	10:120	0	0	0
1051366002	2级金刚角（魔）	1	34	1151301022	100000	0	0	1	2	0	6:106	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	1	0	0	0	0	10:130	0	0	0
1051366003	3级金刚角（魔）	1	34	1151301023	100000	0	0	1	2	0	6:106	1	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	1000	0	0	0	0	0	0	1	0	0	0	0	10:140	0	0	0
1051366004	4级金刚角（魔）	1	34	1151301024	100000	0	0	1	2	0	6:106	1	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	1000	0	0	0	0	0	0	1	0	0	0	0	10:150	0	0	0
1051307001	1级MP4（物）	1	34	1151301025	100000	0	0	1	2	0	7:107	0	lifePoint:500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100:4500	0	0
1051307002	2级MP4（物）	1	34	1151301026	100000	0	0	1	2	0	7:107	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100:5000	0	0
1051307003	3级MP4（物）	1	34	1151301027	100000	0	0	1	2	0	7:107	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	3000	3000	0	0	0	0	0	0	100:5500	0	0
1051307004	4级MP4（物）	1	34	1151301028	100000	0	0	1	2	0	7:107	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	300	300	3000	3000	0	0	0	0	0	0	100:6000	0	0
1051377001	1级MP4（魔）	1	34	1151301025	100000	0	0	1	2	0	8:108	0	lifePoint:500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100:4500	0	0
1051377002	2级MP4（魔）	1	34	1151301026	100000	0	0	1	2	0	8:108	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100:5000	0	0
1051377003	3级MP4（魔）	1	34	1151301027	100000	0	0	1	2	0	8:108	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	3000	3000	0	0	0	0	0	0	100:5500	0	0
1051377004	4级MP4（魔）	1	34	1151301028	100000	0	0	1	2	0	8:108	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	300	300	3000	3000	0	0	0	0	0	0	100:6000	0	0
1051308001	1级时尚装备（物）	1	34	1151301029	100000	0	0	1	2	0	7:107	1	clearPhySmiteParm:60|clearSptSmiteParm:60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	40:220	40:220
1051308002	2级时尚装备（物）	1	34	1151301030	100000	0	0	1	2	0	7:107	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	40:250	40:250
1051308003	3级时尚装备（物）	1	34	1151301031	100000	0	0	1	2	0	7:107	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	3000	3000	1	0	0	0	0	0	0	40:280	40:280
1051308004	4级时尚装备（物）	1	34	1151301032	100000	0	0	1	2	0	7:107	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	300	300	3000	3000	1	0	0	0	0	0	0	40:310	40:310
1051388001	1级时尚装备（魔）	1	34	1151301029	100000	0	0	1	2	0	8:108	1	clearPhySmiteParm:60|clearSptSmiteParm:60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	40:220	40:220
1051388002	2级时尚装备（魔）	1	34	1151301030	100000	0	0	1	2	0	8:108	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	40:250	40:250
1051388003	3级时尚装备（魔）	1	34	1151301031	100000	0	0	1	2	0	8:108	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	3000	3000	1	0	0	0	0	0	0	40:280	40:280
1051388004	4级时尚装备（魔）	1	34	1151301032	100000	0	0	1	2	0	8:108	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	300	300	3000	3000	1	0	0	0	0	0	0	40:310	40:310
1051309001	1级金刚爪（物）	1	34	1151301033	100000	0	0	1	2	0	9:109	0	phyAtt:100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10:550	0	0	0	0	0	0
1051309002	2级金刚爪（物）	1	34	1151301034	100000	0	0	1	2	0	9:109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	10:600	0	0	0	0	0	0
1051309003	3级金刚爪（物）	1	34	1151301035	100000	0	0	1	2	0	9:109	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	1000	0	0	0	0	0	0	0	0	0	10:650	0	0	0	0	0	0
1051309004	4级金刚爪（物）	1	34	1151301036	100000	0	0	1	2	0	9:109	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	2500	0	0	0	0	0	0	0	0	0	10:700	0	0	0	0	0	0
1051399001	1级金刚爪（魔）	1	34	1151301033	100000	0	0	1	2	0	10:110	0	sptAtt:100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10:550	0	0	0	0	0
1051399002	2级金刚爪（魔）	1	34	1151301034	100000	0	0	1	2	0	10:110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	10:600	0	0	0	0	0
1051399003	3级金刚爪（魔）	1	34	1151301035	100000	0	0	1	2	0	10:110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	1000	0	0	0	0	0	0	0	0	0	10:650	0	0	0	0	0
1051399004	4级金刚爪（魔）	1	34	1151301036	100000	0	0	1	2	0	10:110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	1000	0	0	0	0	0	0	0	0	0	10:700	0	0	0	0	0
1051310001	1级狮心（物）	1	34	1151301037	100000	0	0	1	2	0	9:109	1	phySmiteParm:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	10:120	0	0	0	0
1051310002	2级狮心（物）	1	34	1151301038	100000	0	0	1	2	0	9:109	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	1	0	0	0	10:130	0	0	0	0
1051310003	3级狮心（物）	1	34	1151301039	100000	0	0	1	2	0	9:109	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	1000	0	0	0	0	0	0	0	1	0	0	0	10:140	0	0	0	0
1051310004	4级狮心（物）	1	34	1151301040	100000	0	0	1	2	0	9:109	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	2500	0	0	0	0	0	0	0	1	0	0	0	10:150	0	0	0	0
1051312001	1级狮心（魔）	1	34	1151301037	100000	0	0	1	2	0	10:110	1	sptSmiteParm:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	10:120	0	0	0
1051312002	2级狮心（魔）	1	34	1151301038	100000	0	0	1	2	0	10:110	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	1	0	0	0	0	10:130	0	0	0
1051312003	3级狮心（魔）	1	34	1151301039	100000	0	0	1	2	0	10:110	1	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	1000	0	0	0	0	0	0	1	0	0	0	0	10:140	0	0	0
1051312004	4级狮心（魔）	1	34	1151301040	100000	0	0	1	2	0	10:110	1	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	1000	0	0	0	0	0	0	1	0	0	0	0	10:150	0	0	0
1051313001	1级粽叶（物）	1	34	1151301041	100000	0	0	1	2	0	11:111	0	lifePoint:500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100:4500	0	0
1051313002	2级粽叶（物）	1	34	1151301042	100000	0	0	1	2	0	11:111	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100:5000	0	0
1051313003	3级粽叶（物）	1	34	1151301043	100000	0	0	1	2	0	11:111	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	3000	3000	0	0	0	0	0	0	100:5500	0	0
1051313004	4级粽叶（物）	1	34	1151301044	100000	0	0	1	2	0	11:111	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	300	300	3000	3000	0	0	0	0	0	0	100:6000	0	0
1051314001	1级粽叶（魔）	1	34	1151301041	100000	0	0	1	2	0	12:112	0	lifePoint:500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100:4500	0	0
1051314002	2级粽叶（魔）	1	34	1151301042	100000	0	0	1	2	0	12:112	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100:5000	0	0
1051314003	3级粽叶（魔）	1	34	1151301043	100000	0	0	1	2	0	12:112	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	3000	3000	0	0	0	0	0	0	100:5500	0	0
1051314004	4级粽叶（魔）	1	34	1151301044	100000	0	0	1	2	0	12:112	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	300	300	3000	3000	0	0	0	0	0	0	100:6000	0	0
1051315001	1级馅料大全（物）	1	34	1151301045	100000	0	0	1	2	0	11:111	1	clearPhySmiteParm:60|clearSptSmiteParm:60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	40:220	40:220
1051315002	2级馅料大全（物）	1	34	1151301046	100000	0	0	1	2	0	11:111	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	40:250	40:250
1051315003	3级馅料大全（物）	1	34	1151301047	100000	0	0	1	2	0	11:111	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	3000	3000	1	0	0	0	0	0	0	40:280	40:280
1051315004	4级馅料大全（物）	1	34	1151301048	100000	0	0	1	2	0	11:111	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	300	300	3000	3000	1	0	0	0	0	0	0	40:310	40:310
1051316001	1级馅料大全（魔）	1	34	1151301045	100000	0	0	1	2	0	12:112	1	clearPhySmiteParm:60|clearSptSmiteParm:60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	40:220	40:220
1051316002	2级馅料大全（魔）	1	34	1151301046	100000	0	0	1	2	0	12:112	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	40:250	40:250
1051316003	3级馅料大全（魔）	1	34	1151301047	100000	0	0	1	2	0	12:112	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	3000	3000	1	0	0	0	0	0	0	40:280	40:280
1051316004	4级馅料大全（魔）	1	34	1151301048	100000	0	0	1	2	0	12:112	1	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	300	300	3000	3000	1	0	0	0	0	0	0	40:310	40:310
1051300101	1级岩石之盾（光）	1	34	1151300101	100000	0	0	1	2	0	3:4:103:104:7:8:107:108:11:12:111:112	2	clearPhySmiteParm:40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20:220	0
1051300102	2级岩石之盾（光）	1	34	1151300101	100000	0	0	1	2	0	3:4:103:104:7:8:107:108:11:12:111:112	2	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20:240	0
1051300103	3级岩石之盾（光）	1	34	1151300101	100000	0	0	1	2	0	3:4:103:104:7:8:107:108:11:12:111:112	2	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	3000	0	0	0	0	0	0	0	20:260	0
1051300104	4级岩石之盾（光）	1	34	1151300101	100000	0	0	1	2	0	3:4:103:104:7:8:107:108:11:12:111:112	2	0	0	0	400	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	3000	0	0	0	0	0	0	0	20:280	0
1051300201	1级寒冰之盾（光）	1	34	1151300201	100000	0	0	1	2	0	3:4:103:104:7:8:107:108:11:12:111:112	2	clearSptSmiteParm:40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20:220
1051300202	2级寒冰之盾（光）	1	34	1151300201	100000	0	0	1	2	0	3:4:103:104:7:8:107:108:11:12:111:112	2	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20:240
1051300203	3级寒冰之盾（光）	1	34	1151300201	100000	0	0	1	2	0	3:4:103:104:7:8:107:108:11:12:111:112	2	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	3000	0	0	0	0	0	0	0	0	20:260
1051300204	4级寒冰之盾（光）	1	34	1151300201	100000	0	0	1	2	0	3:4:103:104:7:8:107:108:11:12:111:112	2	0	0	0	400	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	3000	0	0	0	0	0	0	0	0	20:280
1051300301	1级岩石之盾（暗）	1	34	1151300301	100000	0	0	1	2	0	1:2:101:102:5:6:105:106:9:10:109:110	2	clearPhySmiteParm:40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20:220	0
1051300302	2级岩石之盾（暗）	1	34	1151300301	100000	0	0	1	2	0	1:2:101:102:5:6:105:106:9:10:109:110	2	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20:240	0
1051300303	3级岩石之盾（暗）	1	34	1151300301	100000	0	0	1	2	0	1:2:101:102:5:6:105:106:9:10:109:110	2	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	3000	0	0	0	0	0	0	0	20:260	0
1051300304	4级岩石之盾（暗）	1	34	1151300301	100000	0	0	1	2	0	1:2:101:102:5:6:105:106:9:10:109:110	2	0	0	0	400	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	3000	0	0	0	0	0	0	0	20:280	0
1051300401	1级寒冰之盾（暗）	1	34	1151300401	100000	0	0	1	2	0	1:2:101:102:5:6:105:106:9:10:109:110	2	clearSptSmiteParm:40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20:220
1051300402	2级寒冰之盾（暗）	1	34	1151300401	100000	0	0	1	2	0	1:2:101:102:5:6:105:106:9:10:109:110	2	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20:240
1051300403	3级寒冰之盾（暗）	1	34	1151300401	100000	0	0	1	2	0	1:2:101:102:5:6:105:106:9:10:109:110	2	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	3000	0	0	0	0	0	0	0	0	20:260
1051300404	4级寒冰之盾（暗）	1	34	1151300401	100000	0	0	1	2	0	1:2:101:102:5:6:105:106:9:10:109:110	2	0	0	0	400	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	3000	0	0	0	0	0	0	0	0	20:280
