level	upState	upWay	upModelId	upAtt
67	0	0	0	power,physique:nimble,spirit
68	0	0	0	power,physique:nimble,spirit
69	0	0	0	power,physique:nimble,spirit
70	0	0	0	power,physique:nimble,spirit
71	0	0	0	power,physique:nimble,spirit
72	0	0	0	power,physique:nimble,spirit
73	0	0	0	power,physique:nimble,spirit
74	0	0	0	power,physique:nimble,spirit
75	1	a1:a2	1165000103:1165000203	power,physique:nimble,spirit
76	0	0	0	power,physique:nimble,spirit
77	0	0	0	power,physique:nimble,spirit
78	0	0	0	power,physique:nimble,spirit
79	0	0	0	power,physique:nimble,spirit
80	0	0	0	power,physique:nimble,spirit
81	0	0	0	power,physique:nimble,spirit
82	0	0	0	power,physique:nimble,spirit
83	0	0	0	power,physique:nimble,spirit
84	0	0	0	power,physique:nimble,spirit
85	0	0	0	power,physique:nimble,spirit
86	0	0	0	power,physique:nimble,spirit
87	0	0	0	power,physique:nimble,spirit
88	0	0	0	power,physique:nimble,spirit
89	0	0	0	power,physique:nimble,spirit
90	0	0	0	power,physique:nimble,spirit
91	0	0	0	power,physique:nimble,spirit
92	0	0	0	power,physique:nimble,spirit
93	0	0	0	power,physique:nimble,spirit
94	0	0	0	power,physique:nimble,spirit
95	0	0	0	power,physique:nimble,spirit
96	0	0	0	power,physique:nimble,spirit
97	0	0	0	power,physique:nimble,spirit
98	0	0	0	power,physique:nimble,spirit
99	0	0	0	power,physique:nimble,spirit
100	1	a1:a2	1165000104:1165000204	power,physique:nimble,spirit
101	0	0	0	power,physique:nimble,spirit
102	0	0	0	power,physique:nimble,spirit
103	0	0	0	power,physique:nimble,spirit
104	0	0	0	power,physique:nimble,spirit
105	0	0	0	power,physique:nimble,spirit
106	0	0	0	power,physique:nimble,spirit
107	0	0	0	power,physique:nimble,spirit
108	0	0	0	power,physique:nimble,spirit
109	0	0	0	power,physique:nimble,spirit
110	0	0	0	power,physique:nimble,spirit
111	0	0	0	power,physique:nimble,spirit
112	0	0	0	power,physique:nimble,spirit
113	0	0	0	power,physique:nimble,spirit
114	0	0	0	power,physique:nimble,spirit
115	0	0	0	power,physique:nimble,spirit
116	0	0	0	power,physique:nimble,spirit
117	0	0	0	power,physique:nimble,spirit
118	0	0	0	power,physique:nimble,spirit
119	0	0	0	power,physique:nimble,spirit
120	0	0	0	power,physique:nimble,spirit
121	0	0	0	power,physique:nimble,spirit
122	0	0	0	power,physique:nimble,spirit
123	0	0	0	power,physique:nimble,spirit
124	0	0	0	power,physique:nimble,spirit
125	1	a1:a2	1165000301:1165000401	power,physique:nimble,spirit
126	0	0	0	power,physique:nimble,spirit
127	0	0	0	power,physique:nimble,spirit
128	0	0	0	power,physique:nimble,spirit
129	0	0	0	power,physique:nimble,spirit
130	0	0	0	power,physique:nimble,spirit
131	0	0	0	power,physique:nimble,spirit
132	0	0	0	power,physique:nimble,spirit
133	0	0	0	power,physique:nimble,spirit
134	0	0	0	power,physique:nimble,spirit
135	0	0	0	power,physique:nimble,spirit
136	0	0	0	power,physique:nimble,spirit
137	0	0	0	power,physique:nimble,spirit
138	0	0	0	power,physique:nimble,spirit
139	0	0	0	power,physique:nimble,spirit
140	0	0	0	power,physique:nimble,spirit
141	0	0	0	power,physique:nimble,spirit
142	0	0	0	power,physique:nimble,spirit
143	0	0	0	power,physique:nimble,spirit
144	0	0	0	power,physique:nimble,spirit
145	0	0	0	power,physique:nimble,spirit
146	0	0	0	power,physique:nimble,spirit
147	0	0	0	power,physique:nimble,spirit
148	0	0	0	power,physique:nimble,spirit
149	0	0	0	power,physique:nimble,spirit
150	1	a1:a2	1165000302:1165000402	power,physique:nimble,spirit
151	0	0	0	power,physique:nimble,spirit
152	0	0	0	power,physique:nimble,spirit
153	0	0	0	power,physique:nimble,spirit
154	0	0	0	power,physique:nimble,spirit
155	0	0	0	power,physique:nimble,spirit
156	0	0	0	power,physique:nimble,spirit
157	0	0	0	power,physique:nimble,spirit
158	0	0	0	power,physique:nimble,spirit
159	0	0	0	power,physique:nimble,spirit
160	0	0	0	power,physique:nimble,spirit
161	0	0	0	power,physique:nimble,spirit
162	0	0	0	power,physique:nimble,spirit
163	0	0	0	power,physique:nimble,spirit
164	0	0	0	power,physique:nimble,spirit
165	0	0	0	power,physique:nimble,spirit
166	0	0	0	power,physique:nimble,spirit
167	0	0	0	power,physique:nimble,spirit
168	0	0	0	power,physique:nimble,spirit
169	0	0	0	power,physique:nimble,spirit
170	0	0	0	power,physique:nimble,spirit
171	0	0	0	power,physique:nimble,spirit
172	0	0	0	power,physique:nimble,spirit
173	0	0	0	power,physique:nimble,spirit
174	0	0	0	power,physique:nimble,spirit
175	1	a1:a2	1165000303:1165000403	power,physique:nimble,spirit
176	0	0	0	power,physique:nimble,spirit
177	0	0	0	power,physique:nimble,spirit
178	0	0	0	power,physique:nimble,spirit
179	0	0	0	power,physique:nimble,spirit
180	0	0	0	power,physique:nimble,spirit
181	0	0	0	power,physique:nimble,spirit
182	0	0	0	power,physique:nimble,spirit
183	0	0	0	power,physique:nimble,spirit
184	0	0	0	power,physique:nimble,spirit
185	0	0	0	power,physique:nimble,spirit
186	0	0	0	power,physique:nimble,spirit
187	0	0	0	power,physique:nimble,spirit
188	0	0	0	power,physique:nimble,spirit
189	0	0	0	power,physique:nimble,spirit
190	0	0	0	power,physique:nimble,spirit
191	0	0	0	power,physique:nimble,spirit
192	0	0	0	power,physique:nimble,spirit
193	0	0	0	power,physique:nimble,spirit
194	0	0	0	power,physique:nimble,spirit
195	0	0	0	power,physique:nimble,spirit
196	0	0	0	power,physique:nimble,spirit
197	0	0	0	power,physique:nimble,spirit
198	0	0	0	power,physique:nimble,spirit
199	0	0	0	power,physique:nimble,spirit
200	1	a1:a2	1165000304:1165000404	power,physique:nimble,spirit
201	0	0	0	power,physique:nimble,spirit
202	0	0	0	power,physique:nimble,spirit
203	0	0	0	power,physique:nimble,spirit
204	0	0	0	power,physique:nimble,spirit
205	0	0	0	power,physique:nimble,spirit
206	0	0	0	power,physique:nimble,spirit
207	0	0	0	power,physique:nimble,spirit
208	0	0	0	power,physique:nimble,spirit
209	0	0	0	power,physique:nimble,spirit
210	0	0	0	power,physique:nimble,spirit
211	0	0	0	power,physique:nimble,spirit
212	0	0	0	power,physique:nimble,spirit
213	0	0	0	power,physique:nimble,spirit
214	0	0	0	power,physique:nimble,spirit
215	0	0	0	power,physique:nimble,spirit
216	0	0	0	power,physique:nimble,spirit
217	0	0	0	power,physique:nimble,spirit
218	0	0	0	power,physique:nimble,spirit
219	0	0	0	power,physique:nimble,spirit
220	0	0	0	power,physique:nimble,spirit
221	0	0	0	power,physique:nimble,spirit
222	0	0	0	power,physique:nimble,spirit
223	0	0	0	power,physique:nimble,spirit
224	0	0	0	power,physique:nimble,spirit
225	1	a1:a2	1165000501:1165000601	power,physique:nimble,spirit
226	0	0	0	power,physique:nimble,spirit
227	0	0	0	power,physique:nimble,spirit
228	0	0	0	power,physique:nimble,spirit
229	0	0	0	power,physique:nimble,spirit
230	0	0	0	power,physique:nimble,spirit
231	0	0	0	power,physique:nimble,spirit
232	0	0	0	power,physique:nimble,spirit
233	0	0	0	power,physique:nimble,spirit
234	0	0	0	power,physique:nimble,spirit
235	0	0	0	power,physique:nimble,spirit
236	0	0	0	power,physique:nimble,spirit
237	0	0	0	power,physique:nimble,spirit
238	0	0	0	power,physique:nimble,spirit
239	0	0	0	power,physique:nimble,spirit
240	0	0	0	power,physique:nimble,spirit
241	0	0	0	power,physique:nimble,spirit
242	0	0	0	power,physique:nimble,spirit
243	0	0	0	power,physique:nimble,spirit
244	0	0	0	power,physique:nimble,spirit
245	0	0	0	power,physique:nimble,spirit
246	0	0	0	power,physique:nimble,spirit
247	0	0	0	power,physique:nimble,spirit
248	0	0	0	power,physique:nimble,spirit
249	0	0	0	power,physique:nimble,spirit
250	1	a1:a2	1165000502:1165000602	power,physique:nimble,spirit
251	0	0	0	power,physique:nimble,spirit
252	0	0	0	power,physique:nimble,spirit
253	0	0	0	power,physique:nimble,spirit
254	0	0	0	power,physique:nimble,spirit
255	0	0	0	power,physique:nimble,spirit
256	0	0	0	power,physique:nimble,spirit
257	0	0	0	power,physique:nimble,spirit
258	0	0	0	power,physique:nimble,spirit
259	0	0	0	power,physique:nimble,spirit
260	0	0	0	power,physique:nimble,spirit
261	0	0	0	power,physique:nimble,spirit
262	0	0	0	power,physique:nimble,spirit
263	0	0	0	power,physique:nimble,spirit
264	0	0	0	power,physique:nimble,spirit
265	0	0	0	power,physique:nimble,spirit
266	0	0	0	power,physique:nimble,spirit
267	0	0	0	power,physique:nimble,spirit
268	0	0	0	power,physique:nimble,spirit
269	0	0	0	power,physique:nimble,spirit
270	0	0	0	power,physique:nimble,spirit
271	0	0	0	power,physique:nimble,spirit
272	0	0	0	power,physique:nimble,spirit
273	0	0	0	power,physique:nimble,spirit
274	0	0	0	power,physique:nimble,spirit
275	1	a1:a2	1165000503:1165000603	power,physique:nimble,spirit
276	0	0	0	power,physique:nimble,spirit
277	0	0	0	power,physique:nimble,spirit
278	0	0	0	power,physique:nimble,spirit
279	0	0	0	power,physique:nimble,spirit
280	0	0	0	power,physique:nimble,spirit
281	0	0	0	power,physique:nimble,spirit
282	0	0	0	power,physique:nimble,spirit
283	0	0	0	power,physique:nimble,spirit
284	0	0	0	power,physique:nimble,spirit
285	0	0	0	power,physique:nimble,spirit
286	0	0	0	power,physique:nimble,spirit
287	0	0	0	power,physique:nimble,spirit
288	0	0	0	power,physique:nimble,spirit
289	0	0	0	power,physique:nimble,spirit
290	0	0	0	power,physique:nimble,spirit
291	0	0	0	power,physique:nimble,spirit
292	0	0	0	power,physique:nimble,spirit
293	0	0	0	power,physique:nimble,spirit
294	0	0	0	power,physique:nimble,spirit
295	0	0	0	power,physique:nimble,spirit
296	0	0	0	power,physique:nimble,spirit
297	0	0	0	power,physique:nimble,spirit
298	0	0	0	power,physique:nimble,spirit
299	0	0	0	power,physique:nimble,spirit
300	1	a1:a2	1165000504:1165000604	power,physique:nimble,spirit
301	0	0	0	power,physique:nimble,spirit
302	0	0	0	power,physique:nimble,spirit
303	0	0	0	power,physique:nimble,spirit
304	0	0	0	power,physique:nimble,spirit
305	0	0	0	power,physique:nimble,spirit
306	0	0	0	power,physique:nimble,spirit
307	0	0	0	power,physique:nimble,spirit
308	0	0	0	power,physique:nimble,spirit
309	0	0	0	power,physique:nimble,spirit
310	0	0	0	power,physique:nimble,spirit
311	0	0	0	power,physique:nimble,spirit
312	0	0	0	power,physique:nimble,spirit
313	0	0	0	power,physique:nimble,spirit
314	0	0	0	power,physique:nimble,spirit
315	0	0	0	power,physique:nimble,spirit
316	0	0	0	power,physique:nimble,spirit
317	0	0	0	power,physique:nimble,spirit
318	0	0	0	power,physique:nimble,spirit
319	0	0	0	power,physique:nimble,spirit
320	0	0	0	power,physique:nimble,spirit
321	0	0	0	power,physique:nimble,spirit
322	0	0	0	power,physique:nimble,spirit
323	0	0	0	power,physique:nimble,spirit
324	0	0	0	power,physique:nimble,spirit
325	1	0	0	power,physique:nimble,spirit
326	0	0	0	power,physique:nimble,spirit
327	0	0	0	power,physique:nimble,spirit
328	0	0	0	power,physique:nimble,spirit
329	0	0	0	power,physique:nimble,spirit
330	0	0	0	power,physique:nimble,spirit
331	0	0	0	power,physique:nimble,spirit
332	0	0	0	power,physique:nimble,spirit
333	0	0	0	power,physique:nimble,spirit
334	0	0	0	power,physique:nimble,spirit
335	0	0	0	power,physique:nimble,spirit
336	0	0	0	power,physique:nimble,spirit
337	0	0	0	power,physique:nimble,spirit
338	0	0	0	power,physique:nimble,spirit
339	0	0	0	power,physique:nimble,spirit
340	0	0	0	power,physique:nimble,spirit
341	0	0	0	power,physique:nimble,spirit
342	0	0	0	power,physique:nimble,spirit
343	0	0	0	power,physique:nimble,spirit
344	0	0	0	power,physique:nimble,spirit
345	0	0	0	power,physique:nimble,spirit
346	0	0	0	power,physique:nimble,spirit
347	0	0	0	power,physique:nimble,spirit
348	0	0	0	power,physique:nimble,spirit
349	0	0	0	power,physique:nimble,spirit
350	1	0	0	power,physique:nimble,spirit
351	0	0	0	power,physique:nimble,spirit
352	0	0	0	power,physique:nimble,spirit
353	0	0	0	power,physique:nimble,spirit
354	0	0	0	power,physique:nimble,spirit
355	0	0	0	power,physique:nimble,spirit
356	0	0	0	power,physique:nimble,spirit
357	0	0	0	power,physique:nimble,spirit
358	0	0	0	power,physique:nimble,spirit
359	0	0	0	power,physique:nimble,spirit
360	0	0	0	power,physique:nimble,spirit
361	0	0	0	power,physique:nimble,spirit
362	0	0	0	power,physique:nimble,spirit
363	0	0	0	power,physique:nimble,spirit
364	0	0	0	power,physique:nimble,spirit
365	0	0	0	power,physique:nimble,spirit
366	0	0	0	power,physique:nimble,spirit
367	0	0	0	power,physique:nimble,spirit
368	0	0	0	power,physique:nimble,spirit
369	0	0	0	power,physique:nimble,spirit
370	0	0	0	power,physique:nimble,spirit
371	0	0	0	power,physique:nimble,spirit
372	0	0	0	power,physique:nimble,spirit
373	0	0	0	power,physique:nimble,spirit
374	0	0	0	power,physique:nimble,spirit
375	1	0	0	power,physique:nimble,spirit
376	0	0	0	power,physique:nimble,spirit
377	0	0	0	power,physique:nimble,spirit
378	0	0	0	power,physique:nimble,spirit
379	0	0	0	power,physique:nimble,spirit
380	0	0	0	power,physique:nimble,spirit
381	0	0	0	power,physique:nimble,spirit
382	0	0	0	power,physique:nimble,spirit
383	0	0	0	power,physique:nimble,spirit
384	0	0	0	power,physique:nimble,spirit
385	0	0	0	power,physique:nimble,spirit
386	0	0	0	power,physique:nimble,spirit
387	0	0	0	power,physique:nimble,spirit
388	0	0	0	power,physique:nimble,spirit
389	0	0	0	power,physique:nimble,spirit
390	0	0	0	power,physique:nimble,spirit
391	0	0	0	power,physique:nimble,spirit
392	0	0	0	power,physique:nimble,spirit
393	0	0	0	power,physique:nimble,spirit
394	0	0	0	power,physique:nimble,spirit
395	0	0	0	power,physique:nimble,spirit
396	0	0	0	power,physique:nimble,spirit
397	0	0	0	power,physique:nimble,spirit
398	0	0	0	power,physique:nimble,spirit
399	0	0	0	power,physique:nimble,spirit
400	1	0	0	power,physique:nimble,spirit
401	0	0	0	power,physique:nimble,spirit
402	0	0	0	power,physique:nimble,spirit
403	0	0	0	power,physique:nimble,spirit
404	0	0	0	power,physique:nimble,spirit
405	0	0	0	power,physique:nimble,spirit
406	0	0	0	power,physique:nimble,spirit
407	0	0	0	power,physique:nimble,spirit
408	0	0	0	power,physique:nimble,spirit
409	0	0	0	power,physique:nimble,spirit
410	0	0	0	power,physique:nimble,spirit
411	0	0	0	power,physique:nimble,spirit
412	0	0	0	power,physique:nimble,spirit
413	0	0	0	power,physique:nimble,spirit
414	0	0	0	power,physique:nimble,spirit
415	0	0	0	power,physique:nimble,spirit
416	0	0	0	power,physique:nimble,spirit
417	0	0	0	power,physique:nimble,spirit
418	0	0	0	power,physique:nimble,spirit
419	0	0	0	power,physique:nimble,spirit
420	0	0	0	power,physique:nimble,spirit
421	0	0	0	power,physique:nimble,spirit
422	0	0	0	power,physique:nimble,spirit
423	0	0	0	power,physique:nimble,spirit
424	0	0	0	power,physique:nimble,spirit
425	1	0	0	power,physique:nimble,spirit
426	0	0	0	power,physique:nimble,spirit
427	0	0	0	power,physique:nimble,spirit
428	0	0	0	power,physique:nimble,spirit
429	0	0	0	power,physique:nimble,spirit
430	0	0	0	power,physique:nimble,spirit
431	0	0	0	power,physique:nimble,spirit
432	0	0	0	power,physique:nimble,spirit
433	0	0	0	power,physique:nimble,spirit
434	0	0	0	power,physique:nimble,spirit
435	0	0	0	power,physique:nimble,spirit
436	0	0	0	power,physique:nimble,spirit
437	0	0	0	power,physique:nimble,spirit
438	0	0	0	power,physique:nimble,spirit
439	0	0	0	power,physique:nimble,spirit
440	0	0	0	power,physique:nimble,spirit
441	0	0	0	power,physique:nimble,spirit
442	0	0	0	power,physique:nimble,spirit
443	0	0	0	power,physique:nimble,spirit
444	0	0	0	power,physique:nimble,spirit
445	0	0	0	power,physique:nimble,spirit
446	0	0	0	power,physique:nimble,spirit
447	0	0	0	power,physique:nimble,spirit
448	0	0	0	power,physique:nimble,spirit
449	0	0	0	power,physique:nimble,spirit
450	1	0	0	power,physique:nimble,spirit
451	0	0	0	power,physique:nimble,spirit
452	0	0	0	power,physique:nimble,spirit
453	0	0	0	power,physique:nimble,spirit
454	0	0	0	power,physique:nimble,spirit
455	0	0	0	power,physique:nimble,spirit
456	0	0	0	power,physique:nimble,spirit
457	0	0	0	power,physique:nimble,spirit
458	0	0	0	power,physique:nimble,spirit
459	0	0	0	power,physique:nimble,spirit
460	0	0	0	power,physique:nimble,spirit
461	0	0	0	power,physique:nimble,spirit
462	0	0	0	power,physique:nimble,spirit
463	0	0	0	power,physique:nimble,spirit
464	0	0	0	power,physique:nimble,spirit
465	0	0	0	power,physique:nimble,spirit
466	0	0	0	power,physique:nimble,spirit
467	0	0	0	power,physique:nimble,spirit
468	0	0	0	power,physique:nimble,spirit
469	0	0	0	power,physique:nimble,spirit
470	0	0	0	power,physique:nimble,spirit
471	0	0	0	power,physique:nimble,spirit
472	0	0	0	power,physique:nimble,spirit
473	0	0	0	power,physique:nimble,spirit
474	0	0	0	power,physique:nimble,spirit
475	1	0	0	power,physique:nimble,spirit
476	0	0	0	power,physique:nimble,spirit
477	0	0	0	power,physique:nimble,spirit
478	0	0	0	power,physique:nimble,spirit
479	0	0	0	power,physique:nimble,spirit
480	0	0	0	power,physique:nimble,spirit
481	0	0	0	power,physique:nimble,spirit
482	0	0	0	power,physique:nimble,spirit
483	0	0	0	power,physique:nimble,spirit
484	0	0	0	power,physique:nimble,spirit
485	0	0	0	power,physique:nimble,spirit
486	0	0	0	power,physique:nimble,spirit
487	0	0	0	power,physique:nimble,spirit
488	0	0	0	power,physique:nimble,spirit
489	0	0	0	power,physique:nimble,spirit
490	0	0	0	power,physique:nimble,spirit
491	0	0	0	power,physique:nimble,spirit
492	0	0	0	power,physique:nimble,spirit
493	0	0	0	power,physique:nimble,spirit
494	0	0	0	power,physique:nimble,spirit
495	0	0	0	power,physique:nimble,spirit
496	0	0	0	power,physique:nimble,spirit
497	0	0	0	power,physique:nimble,spirit
498	0	0	0	power,physique:nimble,spirit
499	0	0	0	power,physique:nimble,spirit
500	2	0	0	power,physique:nimble,spirit
501	0	0	0	power,physique:nimble,spirit
502	0	0	0	power,physique:nimble,spirit
503	0	0	0	power,physique:nimble,spirit
504	0	0	0	power,physique:nimble,spirit
505	0	0	0	power,physique:nimble,spirit
506	0	0	0	power,physique:nimble,spirit
507	0	0	0	power,physique:nimble,spirit
508	0	0	0	power,physique:nimble,spirit
509	0	0	0	power,physique:nimble,spirit
510	0	0	0	power,physique:nimble,spirit
511	0	0	0	power,physique:nimble,spirit
512	0	0	0	power,physique:nimble,spirit
513	0	0	0	power,physique:nimble,spirit
514	0	0	0	power,physique:nimble,spirit
515	0	0	0	power,physique:nimble,spirit
516	0	0	0	power,physique:nimble,spirit
517	0	0	0	power,physique:nimble,spirit
518	0	0	0	power,physique:nimble,spirit
519	0	0	0	power,physique:nimble,spirit
520	0	0	0	power,physique:nimble,spirit
521	0	0	0	power,physique:nimble,spirit
522	0	0	0	power,physique:nimble,spirit
523	0	0	0	power,physique:nimble,spirit
524	0	0	0	power,physique:nimble,spirit
525	1	0	0	power,physique:nimble,spirit
526	0	0	0	power,physique:nimble,spirit
527	0	0	0	power,physique:nimble,spirit
528	0	0	0	power,physique:nimble,spirit
529	0	0	0	power,physique:nimble,spirit
530	0	0	0	power,physique:nimble,spirit
531	0	0	0	power,physique:nimble,spirit
532	0	0	0	power,physique:nimble,spirit
533	0	0	0	power,physique:nimble,spirit
534	0	0	0	power,physique:nimble,spirit
535	0	0	0	power,physique:nimble,spirit
536	0	0	0	power,physique:nimble,spirit
537	0	0	0	power,physique:nimble,spirit
538	0	0	0	power,physique:nimble,spirit
539	0	0	0	power,physique:nimble,spirit
540	0	0	0	power,physique:nimble,spirit
541	0	0	0	power,physique:nimble,spirit
542	0	0	0	power,physique:nimble,spirit
543	0	0	0	power,physique:nimble,spirit
544	0	0	0	power,physique:nimble,spirit
545	0	0	0	power,physique:nimble,spirit
546	0	0	0	power,physique:nimble,spirit
547	0	0	0	power,physique:nimble,spirit
548	0	0	0	power,physique:nimble,spirit
549	0	0	0	power,physique:nimble,spirit
550	1	0	0	power,physique:nimble,spirit
551	0	0	0	power,physique:nimble,spirit
552	0	0	0	power,physique:nimble,spirit
553	0	0	0	power,physique:nimble,spirit
554	0	0	0	power,physique:nimble,spirit
555	0	0	0	power,physique:nimble,spirit
556	0	0	0	power,physique:nimble,spirit
557	0	0	0	power,physique:nimble,spirit
558	0	0	0	power,physique:nimble,spirit
559	0	0	0	power,physique:nimble,spirit
560	0	0	0	power,physique:nimble,spirit
561	0	0	0	power,physique:nimble,spirit
562	0	0	0	power,physique:nimble,spirit
563	0	0	0	power,physique:nimble,spirit
564	0	0	0	power,physique:nimble,spirit
565	0	0	0	power,physique:nimble,spirit
566	0	0	0	power,physique:nimble,spirit
567	0	0	0	power,physique:nimble,spirit
568	0	0	0	power,physique:nimble,spirit
569	0	0	0	power,physique:nimble,spirit
570	0	0	0	power,physique:nimble,spirit
571	0	0	0	power,physique:nimble,spirit
572	0	0	0	power,physique:nimble,spirit
573	0	0	0	power,physique:nimble,spirit
574	0	0	0	power,physique:nimble,spirit
575	1	0	0	power,physique:nimble,spirit
576	0	0	0	power,physique:nimble,spirit
577	0	0	0	power,physique:nimble,spirit
578	0	0	0	power,physique:nimble,spirit
579	0	0	0	power,physique:nimble,spirit
580	0	0	0	power,physique:nimble,spirit
581	0	0	0	power,physique:nimble,spirit
582	0	0	0	power,physique:nimble,spirit
583	0	0	0	power,physique:nimble,spirit
584	0	0	0	power,physique:nimble,spirit
585	0	0	0	power,physique:nimble,spirit
586	0	0	0	power,physique:nimble,spirit
587	0	0	0	power,physique:nimble,spirit
588	0	0	0	power,physique:nimble,spirit
589	0	0	0	power,physique:nimble,spirit
590	0	0	0	power,physique:nimble,spirit
591	0	0	0	power,physique:nimble,spirit
592	0	0	0	power,physique:nimble,spirit
593	0	0	0	power,physique:nimble,spirit
594	0	0	0	power,physique:nimble,spirit
595	0	0	0	power,physique:nimble,spirit
596	0	0	0	power,physique:nimble,spirit
597	0	0	0	power,physique:nimble,spirit
598	0	0	0	power,physique:nimble,spirit
599	0	0	0	power,physique:nimble,spirit
600	1	0	0	power,physique:nimble,spirit
601	0	0	0	power,physique:nimble,spirit
602	0	0	0	power,physique:nimble,spirit
603	0	0	0	power,physique:nimble,spirit
604	0	0	0	power,physique:nimble,spirit
605	0	0	0	power,physique:nimble,spirit
606	0	0	0	power,physique:nimble,spirit
607	0	0	0	power,physique:nimble,spirit
608	0	0	0	power,physique:nimble,spirit
609	0	0	0	power,physique:nimble,spirit
610	0	0	0	power,physique:nimble,spirit
611	0	0	0	power,physique:nimble,spirit
612	0	0	0	power,physique:nimble,spirit
613	0	0	0	power,physique:nimble,spirit
614	0	0	0	power,physique:nimble,spirit
615	0	0	0	power,physique:nimble,spirit
616	0	0	0	power,physique:nimble,spirit
617	0	0	0	power,physique:nimble,spirit
618	0	0	0	power,physique:nimble,spirit
619	0	0	0	power,physique:nimble,spirit
620	0	0	0	power,physique:nimble,spirit
621	0	0	0	power,physique:nimble,spirit
622	0	0	0	power,physique:nimble,spirit
623	0	0	0	power,physique:nimble,spirit
624	0	0	0	power,physique:nimble,spirit
625	1	0	0	power,physique:nimble,spirit
626	0	0	0	power,physique:nimble,spirit
627	0	0	0	power,physique:nimble,spirit
628	0	0	0	power,physique:nimble,spirit
629	0	0	0	power,physique:nimble,spirit
630	0	0	0	power,physique:nimble,spirit
631	0	0	0	power,physique:nimble,spirit
632	0	0	0	power,physique:nimble,spirit
633	0	0	0	power,physique:nimble,spirit
634	0	0	0	power,physique:nimble,spirit
635	0	0	0	power,physique:nimble,spirit
636	0	0	0	power,physique:nimble,spirit
637	0	0	0	power,physique:nimble,spirit
638	0	0	0	power,physique:nimble,spirit
639	0	0	0	power,physique:nimble,spirit
640	0	0	0	power,physique:nimble,spirit
641	0	0	0	power,physique:nimble,spirit
642	0	0	0	power,physique:nimble,spirit
643	0	0	0	power,physique:nimble,spirit
644	0	0	0	power,physique:nimble,spirit
645	0	0	0	power,physique:nimble,spirit
646	0	0	0	power,physique:nimble,spirit
647	0	0	0	power,physique:nimble,spirit
648	0	0	0	power,physique:nimble,spirit
649	0	0	0	power,physique:nimble,spirit
650	1	0	0	power,physique:nimble,spirit
651	0	0	0	power,physique:nimble,spirit
652	0	0	0	power,physique:nimble,spirit
653	0	0	0	power,physique:nimble,spirit
654	0	0	0	power,physique:nimble,spirit
655	0	0	0	power,physique:nimble,spirit
656	0	0	0	power,physique:nimble,spirit
657	0	0	0	power,physique:nimble,spirit
658	0	0	0	power,physique:nimble,spirit
659	0	0	0	power,physique:nimble,spirit
660	0	0	0	power,physique:nimble,spirit
661	0	0	0	power,physique:nimble,spirit
662	0	0	0	power,physique:nimble,spirit
663	0	0	0	power,physique:nimble,spirit
664	0	0	0	power,physique:nimble,spirit
665	0	0	0	power,physique:nimble,spirit
666	0	0	0	power,physique:nimble,spirit
667	0	0	0	power,physique:nimble,spirit
668	0	0	0	power,physique:nimble,spirit
669	0	0	0	power,physique:nimble,spirit
