level	upState	upWay	upModelId	upAtt
63	0	0	0	power,nimble:spirit,wisdom
64	0	0	0	power,nimble:spirit,wisdom
65	0	0	0	power,nimble:spirit,wisdom
66	0	0	0	power,nimble:spirit,wisdom
67	0	0	0	power,nimble:spirit,wisdom
68	0	0	0	power,nimble:spirit,wisdom
69	0	0	0	power,nimble:spirit,wisdom
70	0	0	0	power,nimble:spirit,wisdom
71	0	0	0	power,nimble:spirit,wisdom
72	0	0	0	power,nimble:spirit,wisdom
73	0	0	0	power,nimble:spirit,wisdom
74	0	0	0	power,nimble:spirit,wisdom
75	1	a1:a2	1165000103:1165000203	power,nimble:spirit,wisdom
76	0	0	0	power,nimble:spirit,wisdom
77	0	0	0	power,nimble:spirit,wisdom
78	0	0	0	power,nimble:spirit,wisdom
79	0	0	0	power,nimble:spirit,wisdom
80	0	0	0	power,nimble:spirit,wisdom
81	0	0	0	power,nimble:spirit,wisdom
82	0	0	0	power,nimble:spirit,wisdom
83	0	0	0	power,nimble:spirit,wisdom
84	0	0	0	power,nimble:spirit,wisdom
85	0	0	0	power,nimble:spirit,wisdom
86	0	0	0	power,nimble:spirit,wisdom
87	0	0	0	power,nimble:spirit,wisdom
88	0	0	0	power,nimble:spirit,wisdom
89	0	0	0	power,nimble:spirit,wisdom
90	0	0	0	power,nimble:spirit,wisdom
91	0	0	0	power,nimble:spirit,wisdom
92	0	0	0	power,nimble:spirit,wisdom
93	0	0	0	power,nimble:spirit,wisdom
94	0	0	0	power,nimble:spirit,wisdom
95	0	0	0	power,nimble:spirit,wisdom
96	0	0	0	power,nimble:spirit,wisdom
97	0	0	0	power,nimble:spirit,wisdom
98	0	0	0	power,nimble:spirit,wisdom
99	0	0	0	power,nimble:spirit,wisdom
100	1	a1:a2	1165000104:1165000204	power,nimble:spirit,wisdom
101	0	0	0	power,nimble:spirit,wisdom
102	0	0	0	power,nimble:spirit,wisdom
103	0	0	0	power,nimble:spirit,wisdom
104	0	0	0	power,nimble:spirit,wisdom
105	0	0	0	power,nimble:spirit,wisdom
106	0	0	0	power,nimble:spirit,wisdom
107	0	0	0	power,nimble:spirit,wisdom
108	0	0	0	power,nimble:spirit,wisdom
109	0	0	0	power,nimble:spirit,wisdom
110	0	0	0	power,nimble:spirit,wisdom
111	0	0	0	power,nimble:spirit,wisdom
112	0	0	0	power,nimble:spirit,wisdom
113	0	0	0	power,nimble:spirit,wisdom
114	0	0	0	power,nimble:spirit,wisdom
115	0	0	0	power,nimble:spirit,wisdom
116	0	0	0	power,nimble:spirit,wisdom
117	0	0	0	power,nimble:spirit,wisdom
118	0	0	0	power,nimble:spirit,wisdom
119	0	0	0	power,nimble:spirit,wisdom
120	0	0	0	power,nimble:spirit,wisdom
121	0	0	0	power,nimble:spirit,wisdom
122	0	0	0	power,nimble:spirit,wisdom
123	0	0	0	power,nimble:spirit,wisdom
124	0	0	0	power,nimble:spirit,wisdom
125	1	a1:a2	1165000301:1165000401	power,nimble:spirit,wisdom
126	0	0	0	power,nimble:spirit,wisdom
127	0	0	0	power,nimble:spirit,wisdom
128	0	0	0	power,nimble:spirit,wisdom
129	0	0	0	power,nimble:spirit,wisdom
130	0	0	0	power,nimble:spirit,wisdom
131	0	0	0	power,nimble:spirit,wisdom
132	0	0	0	power,nimble:spirit,wisdom
133	0	0	0	power,nimble:spirit,wisdom
134	0	0	0	power,nimble:spirit,wisdom
135	0	0	0	power,nimble:spirit,wisdom
136	0	0	0	power,nimble:spirit,wisdom
137	0	0	0	power,nimble:spirit,wisdom
138	0	0	0	power,nimble:spirit,wisdom
139	0	0	0	power,nimble:spirit,wisdom
140	0	0	0	power,nimble:spirit,wisdom
141	0	0	0	power,nimble:spirit,wisdom
142	0	0	0	power,nimble:spirit,wisdom
143	0	0	0	power,nimble:spirit,wisdom
144	0	0	0	power,nimble:spirit,wisdom
145	0	0	0	power,nimble:spirit,wisdom
146	0	0	0	power,nimble:spirit,wisdom
147	0	0	0	power,nimble:spirit,wisdom
148	0	0	0	power,nimble:spirit,wisdom
149	0	0	0	power,nimble:spirit,wisdom
150	1	a1:a2	1165000302:1165000402	power,nimble:spirit,wisdom
151	0	0	0	power,nimble:spirit,wisdom
152	0	0	0	power,nimble:spirit,wisdom
153	0	0	0	power,nimble:spirit,wisdom
154	0	0	0	power,nimble:spirit,wisdom
155	0	0	0	power,nimble:spirit,wisdom
156	0	0	0	power,nimble:spirit,wisdom
157	0	0	0	power,nimble:spirit,wisdom
158	0	0	0	power,nimble:spirit,wisdom
159	0	0	0	power,nimble:spirit,wisdom
160	0	0	0	power,nimble:spirit,wisdom
161	0	0	0	power,nimble:spirit,wisdom
162	0	0	0	power,nimble:spirit,wisdom
163	0	0	0	power,nimble:spirit,wisdom
164	0	0	0	power,nimble:spirit,wisdom
165	0	0	0	power,nimble:spirit,wisdom
166	0	0	0	power,nimble:spirit,wisdom
167	0	0	0	power,nimble:spirit,wisdom
168	0	0	0	power,nimble:spirit,wisdom
169	0	0	0	power,nimble:spirit,wisdom
170	0	0	0	power,nimble:spirit,wisdom
171	0	0	0	power,nimble:spirit,wisdom
172	0	0	0	power,nimble:spirit,wisdom
173	0	0	0	power,nimble:spirit,wisdom
174	0	0	0	power,nimble:spirit,wisdom
175	1	a1:a2	1165000303:1165000403	power,nimble:spirit,wisdom
176	0	0	0	power,nimble:spirit,wisdom
177	0	0	0	power,nimble:spirit,wisdom
178	0	0	0	power,nimble:spirit,wisdom
179	0	0	0	power,nimble:spirit,wisdom
180	0	0	0	power,nimble:spirit,wisdom
181	0	0	0	power,nimble:spirit,wisdom
182	0	0	0	power,nimble:spirit,wisdom
183	0	0	0	power,nimble:spirit,wisdom
184	0	0	0	power,nimble:spirit,wisdom
185	0	0	0	power,nimble:spirit,wisdom
186	0	0	0	power,nimble:spirit,wisdom
187	0	0	0	power,nimble:spirit,wisdom
188	0	0	0	power,nimble:spirit,wisdom
189	0	0	0	power,nimble:spirit,wisdom
190	0	0	0	power,nimble:spirit,wisdom
191	0	0	0	power,nimble:spirit,wisdom
192	0	0	0	power,nimble:spirit,wisdom
193	0	0	0	power,nimble:spirit,wisdom
194	0	0	0	power,nimble:spirit,wisdom
195	0	0	0	power,nimble:spirit,wisdom
196	0	0	0	power,nimble:spirit,wisdom
197	0	0	0	power,nimble:spirit,wisdom
198	0	0	0	power,nimble:spirit,wisdom
199	0	0	0	power,nimble:spirit,wisdom
200	1	a1:a2	1165000304:1165000404	power,nimble:spirit,wisdom
201	0	0	0	power,nimble:spirit,wisdom
202	0	0	0	power,nimble:spirit,wisdom
203	0	0	0	power,nimble:spirit,wisdom
204	0	0	0	power,nimble:spirit,wisdom
205	0	0	0	power,nimble:spirit,wisdom
206	0	0	0	power,nimble:spirit,wisdom
207	0	0	0	power,nimble:spirit,wisdom
208	0	0	0	power,nimble:spirit,wisdom
209	0	0	0	power,nimble:spirit,wisdom
210	0	0	0	power,nimble:spirit,wisdom
211	0	0	0	power,nimble:spirit,wisdom
212	0	0	0	power,nimble:spirit,wisdom
213	0	0	0	power,nimble:spirit,wisdom
214	0	0	0	power,nimble:spirit,wisdom
215	0	0	0	power,nimble:spirit,wisdom
216	0	0	0	power,nimble:spirit,wisdom
217	0	0	0	power,nimble:spirit,wisdom
218	0	0	0	power,nimble:spirit,wisdom
219	0	0	0	power,nimble:spirit,wisdom
220	0	0	0	power,nimble:spirit,wisdom
221	0	0	0	power,nimble:spirit,wisdom
222	0	0	0	power,nimble:spirit,wisdom
223	0	0	0	power,nimble:spirit,wisdom
224	0	0	0	power,nimble:spirit,wisdom
225	1	a1:a2	1165000501:1165000601	power,nimble:spirit,wisdom
226	0	0	0	power,nimble:spirit,wisdom
227	0	0	0	power,nimble:spirit,wisdom
228	0	0	0	power,nimble:spirit,wisdom
229	0	0	0	power,nimble:spirit,wisdom
230	0	0	0	power,nimble:spirit,wisdom
231	0	0	0	power,nimble:spirit,wisdom
232	0	0	0	power,nimble:spirit,wisdom
233	0	0	0	power,nimble:spirit,wisdom
234	0	0	0	power,nimble:spirit,wisdom
235	0	0	0	power,nimble:spirit,wisdom
236	0	0	0	power,nimble:spirit,wisdom
237	0	0	0	power,nimble:spirit,wisdom
238	0	0	0	power,nimble:spirit,wisdom
239	0	0	0	power,nimble:spirit,wisdom
240	0	0	0	power,nimble:spirit,wisdom
241	0	0	0	power,nimble:spirit,wisdom
242	0	0	0	power,nimble:spirit,wisdom
243	0	0	0	power,nimble:spirit,wisdom
244	0	0	0	power,nimble:spirit,wisdom
245	0	0	0	power,nimble:spirit,wisdom
246	0	0	0	power,nimble:spirit,wisdom
247	0	0	0	power,nimble:spirit,wisdom
248	0	0	0	power,nimble:spirit,wisdom
249	0	0	0	power,nimble:spirit,wisdom
250	1	a1:a2	1165000502:1165000602	power,nimble:spirit,wisdom
251	0	0	0	power,nimble:spirit,wisdom
252	0	0	0	power,nimble:spirit,wisdom
253	0	0	0	power,nimble:spirit,wisdom
254	0	0	0	power,nimble:spirit,wisdom
255	0	0	0	power,nimble:spirit,wisdom
256	0	0	0	power,nimble:spirit,wisdom
257	0	0	0	power,nimble:spirit,wisdom
258	0	0	0	power,nimble:spirit,wisdom
259	0	0	0	power,nimble:spirit,wisdom
260	0	0	0	power,nimble:spirit,wisdom
261	0	0	0	power,nimble:spirit,wisdom
262	0	0	0	power,nimble:spirit,wisdom
263	0	0	0	power,nimble:spirit,wisdom
264	0	0	0	power,nimble:spirit,wisdom
265	0	0	0	power,nimble:spirit,wisdom
266	0	0	0	power,nimble:spirit,wisdom
267	0	0	0	power,nimble:spirit,wisdom
268	0	0	0	power,nimble:spirit,wisdom
269	0	0	0	power,nimble:spirit,wisdom
270	0	0	0	power,nimble:spirit,wisdom
271	0	0	0	power,nimble:spirit,wisdom
272	0	0	0	power,nimble:spirit,wisdom
273	0	0	0	power,nimble:spirit,wisdom
274	0	0	0	power,nimble:spirit,wisdom
275	1	a1:a2	1165000503:1165000603	power,nimble:spirit,wisdom
276	0	0	0	power,nimble:spirit,wisdom
277	0	0	0	power,nimble:spirit,wisdom
278	0	0	0	power,nimble:spirit,wisdom
279	0	0	0	power,nimble:spirit,wisdom
280	0	0	0	power,nimble:spirit,wisdom
281	0	0	0	power,nimble:spirit,wisdom
282	0	0	0	power,nimble:spirit,wisdom
283	0	0	0	power,nimble:spirit,wisdom
284	0	0	0	power,nimble:spirit,wisdom
285	0	0	0	power,nimble:spirit,wisdom
286	0	0	0	power,nimble:spirit,wisdom
287	0	0	0	power,nimble:spirit,wisdom
288	0	0	0	power,nimble:spirit,wisdom
289	0	0	0	power,nimble:spirit,wisdom
290	0	0	0	power,nimble:spirit,wisdom
291	0	0	0	power,nimble:spirit,wisdom
292	0	0	0	power,nimble:spirit,wisdom
293	0	0	0	power,nimble:spirit,wisdom
294	0	0	0	power,nimble:spirit,wisdom
295	0	0	0	power,nimble:spirit,wisdom
296	0	0	0	power,nimble:spirit,wisdom
297	0	0	0	power,nimble:spirit,wisdom
298	0	0	0	power,nimble:spirit,wisdom
299	0	0	0	power,nimble:spirit,wisdom
300	1	a1:a2	1165000504:1165000604	power,nimble:spirit,wisdom
301	0	0	0	power,nimble:spirit,wisdom
302	0	0	0	power,nimble:spirit,wisdom
303	0	0	0	power,nimble:spirit,wisdom
304	0	0	0	power,nimble:spirit,wisdom
305	0	0	0	power,nimble:spirit,wisdom
306	0	0	0	power,nimble:spirit,wisdom
307	0	0	0	power,nimble:spirit,wisdom
308	0	0	0	power,nimble:spirit,wisdom
309	0	0	0	power,nimble:spirit,wisdom
310	0	0	0	power,nimble:spirit,wisdom
311	0	0	0	power,nimble:spirit,wisdom
312	0	0	0	power,nimble:spirit,wisdom
313	0	0	0	power,nimble:spirit,wisdom
314	0	0	0	power,nimble:spirit,wisdom
315	0	0	0	power,nimble:spirit,wisdom
316	0	0	0	power,nimble:spirit,wisdom
317	0	0	0	power,nimble:spirit,wisdom
318	0	0	0	power,nimble:spirit,wisdom
319	0	0	0	power,nimble:spirit,wisdom
320	0	0	0	power,nimble:spirit,wisdom
321	0	0	0	power,nimble:spirit,wisdom
322	0	0	0	power,nimble:spirit,wisdom
323	0	0	0	power,nimble:spirit,wisdom
324	0	0	0	power,nimble:spirit,wisdom
325	1	a1:a2	1165000701:1165000801	power,nimble:spirit,wisdom
326	0	0	0	power,nimble:spirit,wisdom
327	0	0	0	power,nimble:spirit,wisdom
328	0	0	0	power,nimble:spirit,wisdom
329	0	0	0	power,nimble:spirit,wisdom
330	0	0	0	power,nimble:spirit,wisdom
331	0	0	0	power,nimble:spirit,wisdom
332	0	0	0	power,nimble:spirit,wisdom
333	0	0	0	power,nimble:spirit,wisdom
334	0	0	0	power,nimble:spirit,wisdom
335	0	0	0	power,nimble:spirit,wisdom
336	0	0	0	power,nimble:spirit,wisdom
337	0	0	0	power,nimble:spirit,wisdom
338	0	0	0	power,nimble:spirit,wisdom
339	0	0	0	power,nimble:spirit,wisdom
340	0	0	0	power,nimble:spirit,wisdom
341	0	0	0	power,nimble:spirit,wisdom
342	0	0	0	power,nimble:spirit,wisdom
343	0	0	0	power,nimble:spirit,wisdom
344	0	0	0	power,nimble:spirit,wisdom
345	0	0	0	power,nimble:spirit,wisdom
346	0	0	0	power,nimble:spirit,wisdom
347	0	0	0	power,nimble:spirit,wisdom
348	0	0	0	power,nimble:spirit,wisdom
349	0	0	0	power,nimble:spirit,wisdom
350	1	a1:a2	1165000702:1165000802	power,nimble:spirit,wisdom
351	0	0	0	power,nimble:spirit,wisdom
352	0	0	0	power,nimble:spirit,wisdom
353	0	0	0	power,nimble:spirit,wisdom
354	0	0	0	power,nimble:spirit,wisdom
355	0	0	0	power,nimble:spirit,wisdom
356	0	0	0	power,nimble:spirit,wisdom
357	0	0	0	power,nimble:spirit,wisdom
358	0	0	0	power,nimble:spirit,wisdom
359	0	0	0	power,nimble:spirit,wisdom
360	0	0	0	power,nimble:spirit,wisdom
361	0	0	0	power,nimble:spirit,wisdom
362	0	0	0	power,nimble:spirit,wisdom
363	0	0	0	power,nimble:spirit,wisdom
364	0	0	0	power,nimble:spirit,wisdom
365	0	0	0	power,nimble:spirit,wisdom
366	0	0	0	power,nimble:spirit,wisdom
367	0	0	0	power,nimble:spirit,wisdom
368	0	0	0	power,nimble:spirit,wisdom
369	0	0	0	power,nimble:spirit,wisdom
370	0	0	0	power,nimble:spirit,wisdom
371	0	0	0	power,nimble:spirit,wisdom
372	0	0	0	power,nimble:spirit,wisdom
373	0	0	0	power,nimble:spirit,wisdom
374	0	0	0	power,nimble:spirit,wisdom
375	1	a1:a2	1165000703:1165000803	power,nimble:spirit,wisdom
376	0	0	0	power,nimble:spirit,wisdom
377	0	0	0	power,nimble:spirit,wisdom
378	0	0	0	power,nimble:spirit,wisdom
379	0	0	0	power,nimble:spirit,wisdom
380	0	0	0	power,nimble:spirit,wisdom
381	0	0	0	power,nimble:spirit,wisdom
382	0	0	0	power,nimble:spirit,wisdom
383	0	0	0	power,nimble:spirit,wisdom
384	0	0	0	power,nimble:spirit,wisdom
385	0	0	0	power,nimble:spirit,wisdom
386	0	0	0	power,nimble:spirit,wisdom
387	0	0	0	power,nimble:spirit,wisdom
388	0	0	0	power,nimble:spirit,wisdom
389	0	0	0	power,nimble:spirit,wisdom
390	0	0	0	power,nimble:spirit,wisdom
391	0	0	0	power,nimble:spirit,wisdom
392	0	0	0	power,nimble:spirit,wisdom
393	0	0	0	power,nimble:spirit,wisdom
394	0	0	0	power,nimble:spirit,wisdom
395	0	0	0	power,nimble:spirit,wisdom
396	0	0	0	power,nimble:spirit,wisdom
397	0	0	0	power,nimble:spirit,wisdom
398	0	0	0	power,nimble:spirit,wisdom
399	0	0	0	power,nimble:spirit,wisdom
400	1	a1:a2	1165000704:1165000804	power,nimble:spirit,wisdom
401	0	0	0	power,nimble:spirit,wisdom
402	0	0	0	power,nimble:spirit,wisdom
403	0	0	0	power,nimble:spirit,wisdom
404	0	0	0	power,nimble:spirit,wisdom
405	0	0	0	power,nimble:spirit,wisdom
406	0	0	0	power,nimble:spirit,wisdom
407	0	0	0	power,nimble:spirit,wisdom
408	0	0	0	power,nimble:spirit,wisdom
409	0	0	0	power,nimble:spirit,wisdom
410	0	0	0	power,nimble:spirit,wisdom
411	0	0	0	power,nimble:spirit,wisdom
412	0	0	0	power,nimble:spirit,wisdom
413	0	0	0	power,nimble:spirit,wisdom
414	0	0	0	power,nimble:spirit,wisdom
415	0	0	0	power,nimble:spirit,wisdom
416	0	0	0	power,nimble:spirit,wisdom
417	0	0	0	power,nimble:spirit,wisdom
418	0	0	0	power,nimble:spirit,wisdom
419	0	0	0	power,nimble:spirit,wisdom
420	0	0	0	power,nimble:spirit,wisdom
421	0	0	0	power,nimble:spirit,wisdom
422	0	0	0	power,nimble:spirit,wisdom
423	0	0	0	power,nimble:spirit,wisdom
424	0	0	0	power,nimble:spirit,wisdom
425	1	a1:a2	1165000901:1165001001	power,nimble:spirit,wisdom
426	0	0	0	power,nimble:spirit,wisdom
427	0	0	0	power,nimble:spirit,wisdom
428	0	0	0	power,nimble:spirit,wisdom
429	0	0	0	power,nimble:spirit,wisdom
430	0	0	0	power,nimble:spirit,wisdom
431	0	0	0	power,nimble:spirit,wisdom
432	0	0	0	power,nimble:spirit,wisdom
433	0	0	0	power,nimble:spirit,wisdom
434	0	0	0	power,nimble:spirit,wisdom
435	0	0	0	power,nimble:spirit,wisdom
436	0	0	0	power,nimble:spirit,wisdom
437	0	0	0	power,nimble:spirit,wisdom
438	0	0	0	power,nimble:spirit,wisdom
439	0	0	0	power,nimble:spirit,wisdom
440	0	0	0	power,nimble:spirit,wisdom
441	0	0	0	power,nimble:spirit,wisdom
442	0	0	0	power,nimble:spirit,wisdom
443	0	0	0	power,nimble:spirit,wisdom
444	0	0	0	power,nimble:spirit,wisdom
445	0	0	0	power,nimble:spirit,wisdom
446	0	0	0	power,nimble:spirit,wisdom
447	0	0	0	power,nimble:spirit,wisdom
448	0	0	0	power,nimble:spirit,wisdom
449	0	0	0	power,nimble:spirit,wisdom
450	1	a1:a2	1165000902:1165001002	power,nimble:spirit,wisdom
451	0	0	0	power,nimble:spirit,wisdom
452	0	0	0	power,nimble:spirit,wisdom
453	0	0	0	power,nimble:spirit,wisdom
454	0	0	0	power,nimble:spirit,wisdom
455	0	0	0	power,nimble:spirit,wisdom
456	0	0	0	power,nimble:spirit,wisdom
457	0	0	0	power,nimble:spirit,wisdom
458	0	0	0	power,nimble:spirit,wisdom
459	0	0	0	power,nimble:spirit,wisdom
460	0	0	0	power,nimble:spirit,wisdom
461	0	0	0	power,nimble:spirit,wisdom
462	0	0	0	power,nimble:spirit,wisdom
463	0	0	0	power,nimble:spirit,wisdom
464	0	0	0	power,nimble:spirit,wisdom
465	0	0	0	power,nimble:spirit,wisdom
466	0	0	0	power,nimble:spirit,wisdom
467	0	0	0	power,nimble:spirit,wisdom
468	0	0	0	power,nimble:spirit,wisdom
469	0	0	0	power,nimble:spirit,wisdom
470	0	0	0	power,nimble:spirit,wisdom
471	0	0	0	power,nimble:spirit,wisdom
472	0	0	0	power,nimble:spirit,wisdom
473	0	0	0	power,nimble:spirit,wisdom
474	0	0	0	power,nimble:spirit,wisdom
475	1	a1:a2	1165000903:1165001003	power,nimble:spirit,wisdom
476	0	0	0	power,nimble:spirit,wisdom
477	0	0	0	power,nimble:spirit,wisdom
478	0	0	0	power,nimble:spirit,wisdom
479	0	0	0	power,nimble:spirit,wisdom
480	0	0	0	power,nimble:spirit,wisdom
481	0	0	0	power,nimble:spirit,wisdom
482	0	0	0	power,nimble:spirit,wisdom
483	0	0	0	power,nimble:spirit,wisdom
484	0	0	0	power,nimble:spirit,wisdom
485	0	0	0	power,nimble:spirit,wisdom
486	0	0	0	power,nimble:spirit,wisdom
487	0	0	0	power,nimble:spirit,wisdom
488	0	0	0	power,nimble:spirit,wisdom
489	0	0	0	power,nimble:spirit,wisdom
490	0	0	0	power,nimble:spirit,wisdom
491	0	0	0	power,nimble:spirit,wisdom
492	0	0	0	power,nimble:spirit,wisdom
493	0	0	0	power,nimble:spirit,wisdom
494	0	0	0	power,nimble:spirit,wisdom
495	0	0	0	power,nimble:spirit,wisdom
496	0	0	0	power,nimble:spirit,wisdom
497	0	0	0	power,nimble:spirit,wisdom
498	0	0	0	power,nimble:spirit,wisdom
499	0	0	0	power,nimble:spirit,wisdom
500	1	a1:a2	1165000904:1165001004	power,nimble:spirit,wisdom
501	0	0	0	power,nimble:spirit,wisdom
502	0	0	0	power,nimble:spirit,wisdom
503	0	0	0	power,nimble:spirit,wisdom
504	0	0	0	power,nimble:spirit,wisdom
505	0	0	0	power,nimble:spirit,wisdom
506	0	0	0	power,nimble:spirit,wisdom
507	0	0	0	power,nimble:spirit,wisdom
508	0	0	0	power,nimble:spirit,wisdom
509	0	0	0	power,nimble:spirit,wisdom
510	0	0	0	power,nimble:spirit,wisdom
511	0	0	0	power,nimble:spirit,wisdom
512	0	0	0	power,nimble:spirit,wisdom
513	0	0	0	power,nimble:spirit,wisdom
514	0	0	0	power,nimble:spirit,wisdom
515	0	0	0	power,nimble:spirit,wisdom
516	0	0	0	power,nimble:spirit,wisdom
517	0	0	0	power,nimble:spirit,wisdom
518	0	0	0	power,nimble:spirit,wisdom
519	0	0	0	power,nimble:spirit,wisdom
520	0	0	0	power,nimble:spirit,wisdom
521	0	0	0	power,nimble:spirit,wisdom
522	0	0	0	power,nimble:spirit,wisdom
523	0	0	0	power,nimble:spirit,wisdom
524	0	0	0	power,nimble:spirit,wisdom
525	1	a1:a2	1165001101:1165001201	power,nimble:spirit,wisdom
526	0	0	0	power,nimble:spirit,wisdom
527	0	0	0	power,nimble:spirit,wisdom
528	0	0	0	power,nimble:spirit,wisdom
529	0	0	0	power,nimble:spirit,wisdom
530	0	0	0	power,nimble:spirit,wisdom
531	0	0	0	power,nimble:spirit,wisdom
532	0	0	0	power,nimble:spirit,wisdom
533	0	0	0	power,nimble:spirit,wisdom
534	0	0	0	power,nimble:spirit,wisdom
535	0	0	0	power,nimble:spirit,wisdom
536	0	0	0	power,nimble:spirit,wisdom
537	0	0	0	power,nimble:spirit,wisdom
538	0	0	0	power,nimble:spirit,wisdom
539	0	0	0	power,nimble:spirit,wisdom
540	0	0	0	power,nimble:spirit,wisdom
541	0	0	0	power,nimble:spirit,wisdom
542	0	0	0	power,nimble:spirit,wisdom
543	0	0	0	power,nimble:spirit,wisdom
544	0	0	0	power,nimble:spirit,wisdom
545	0	0	0	power,nimble:spirit,wisdom
546	0	0	0	power,nimble:spirit,wisdom
547	0	0	0	power,nimble:spirit,wisdom
548	0	0	0	power,nimble:spirit,wisdom
549	0	0	0	power,nimble:spirit,wisdom
550	1	a1:a2	1165001102:1165001202	power,nimble:spirit,wisdom
551	0	0	0	power,nimble:spirit,wisdom
552	0	0	0	power,nimble:spirit,wisdom
553	0	0	0	power,nimble:spirit,wisdom
554	0	0	0	power,nimble:spirit,wisdom
555	0	0	0	power,nimble:spirit,wisdom
556	0	0	0	power,nimble:spirit,wisdom
557	0	0	0	power,nimble:spirit,wisdom
558	0	0	0	power,nimble:spirit,wisdom
559	0	0	0	power,nimble:spirit,wisdom
560	0	0	0	power,nimble:spirit,wisdom
561	0	0	0	power,nimble:spirit,wisdom
562	0	0	0	power,nimble:spirit,wisdom
563	0	0	0	power,nimble:spirit,wisdom
564	0	0	0	power,nimble:spirit,wisdom
565	0	0	0	power,nimble:spirit,wisdom
566	0	0	0	power,nimble:spirit,wisdom
567	0	0	0	power,nimble:spirit,wisdom
568	0	0	0	power,nimble:spirit,wisdom
569	0	0	0	power,nimble:spirit,wisdom
570	0	0	0	power,nimble:spirit,wisdom
571	0	0	0	power,nimble:spirit,wisdom
572	0	0	0	power,nimble:spirit,wisdom
573	0	0	0	power,nimble:spirit,wisdom
574	0	0	0	power,nimble:spirit,wisdom
575	1	a1:a2	1165001103:1165001203	power,nimble:spirit,wisdom
576	0	0	0	power,nimble:spirit,wisdom
577	0	0	0	power,nimble:spirit,wisdom
578	0	0	0	power,nimble:spirit,wisdom
579	0	0	0	power,nimble:spirit,wisdom
580	0	0	0	power,nimble:spirit,wisdom
581	0	0	0	power,nimble:spirit,wisdom
582	0	0	0	power,nimble:spirit,wisdom
583	0	0	0	power,nimble:spirit,wisdom
584	0	0	0	power,nimble:spirit,wisdom
585	0	0	0	power,nimble:spirit,wisdom
586	0	0	0	power,nimble:spirit,wisdom
587	0	0	0	power,nimble:spirit,wisdom
588	0	0	0	power,nimble:spirit,wisdom
589	0	0	0	power,nimble:spirit,wisdom
590	0	0	0	power,nimble:spirit,wisdom
591	0	0	0	power,nimble:spirit,wisdom
592	0	0	0	power,nimble:spirit,wisdom
593	0	0	0	power,nimble:spirit,wisdom
594	0	0	0	power,nimble:spirit,wisdom
595	0	0	0	power,nimble:spirit,wisdom
596	0	0	0	power,nimble:spirit,wisdom
597	0	0	0	power,nimble:spirit,wisdom
598	0	0	0	power,nimble:spirit,wisdom
599	0	0	0	power,nimble:spirit,wisdom
600	1	a1:a2	1165001104:1165001204	power,nimble:spirit,wisdom
601	0	0	0	power,nimble:spirit,wisdom
602	0	0	0	power,nimble:spirit,wisdom
603	0	0	0	power,nimble:spirit,wisdom
604	0	0	0	power,nimble:spirit,wisdom
605	0	0	0	power,nimble:spirit,wisdom
606	0	0	0	power,nimble:spirit,wisdom
