id	name	level	type	logicType	modelMotionId	iconId	bodyType	maxHitPoint	hitPoint	experience	maxMagicPoint	magicPoint	minForceAttack	maxForceAttack	minIFAttack	maxIFAttack	forceDefense	IFDefense	chanceToHit	chanceToDodge	IFResistance	expLevel	effectDisplayID	normalDropRate	questDropRate	eventPoint	boxId	clearPhySmite	clearSptSmite	clearPhySmiteParm	clearSptSmiteParm	clearNoDefHurt
1061000017	伪短裙护士(魔)	170	0	1	1161000012	0	0	1392	1392	900	0	0	0	0	335	335	0	1000	0	0	0	10000	0	10023	0	3	0	0	0	0	0	0
1061001017	禽流鸡(物)	175	1	1	1161000026	0	0	1458	1458	950	0	0	346	346	0	0	1000	0	0	0	0	10000	0	10024	0	3	0	0	0	0	0	0
1061000018	暗影盗贼(魔)	180	0	1	1161000018	0	0	1523	1523	1000	0	0	0	0	357	357	0	1000	0	0	0	10000	0	10025	0	3	0	0	0	0	0	0
1061001018	背影杀手(物)	185	1	1	1161000026	0	0	1591	1591	1050	0	0	368	368	0	0	1000	0	0	0	0	10000	0	10026	0	3	0	0	0	0	0	0
1061000019	寂静林护士(魔)	190	0	1	1161000012	0	0	1658	1658	1100	0	0	0	0	379	379	0	1000	0	0	0	10000	0	10027	0	3	0	0	0	0	0	0
1061001020	邪意火枪手(魔)	200	0	1	1161000019	0	0	2249	2249	1200	0	0	0	0	499	499	0	1000	0	0	0	10000	0	10028	0	3	0	0	0	0	0	0
1061000021	蓝魔女(物)	205	5	1	1161000083	0	0	2339	2339	1250	0	0	516	516	0	0	1000	0	0	0	0	10000	0	10029	0	3	0	0	0	0	0	0
1061000020	神秘夜猫子(魔)	210	0	1	1161000020	0	0	2428	2428	1300	0	0	0	0	534	534	0	1000	0	0	0	10000	0	10030	0	3	0	0	0	0	0	0
1061001021	黑暗枪手(物)	215	0	1	1161000019	0	0	2520	2520	1350	0	0	552	552	0	0	1000	0	0	0	0	10000	0	10031	0	3	0	0	0	0	0	0
1061000022	凶悍鞭女(魔)	220	5	1	1161000083	0	0	2612	2612	1400	0	0	0	0	570	570	0	1000	0	0	0	10000	0	10032	0	3	0	0	0	0	0	0
1061001022	新世纪怪人(物)	225	0	1	1161000020	0	0	2708	2708	1450	0	0	589	589	0	0	1000	0	0	0	0	10000	0	10033	0	3	0	0	0	0	0	0
1061000023	歹毒枪手(魔)	230	0	1	1161000019	0	0	2803	2803	1500	0	0	0	0	607	607	0	1000	0	0	0	10000	0	10034	0	3	0	0	0	0	0	0
1061001023	傲慢的夜猫子(物)	235	0	1	1161000020	0	0	2901	2901	1550	0	0	626	626	0	0	1000	0	0	0	0	10000	0	10035	0	3	0	0	0	0	0	0
1061000024	超级鞭女(魔)	240	5	1	1161000083	0	0	2998	2998	1600	0	0	0	0	645	645	0	1000	0	0	0	10000	0	10036	0	3	0	0	0	0	0	0
1061001024	霹雳树怪(物)	250	5	1	1161000040	0	0	3924	3924	1700	0	0	708	708	0	0	3000	0	0	0	0	10000	0	10037	0	3	0	0	0	0	0	0
1061000025	魅惑女妖(魔)	255	3	1	1161000083	0	0	4039	4039	1800	0	0	0	0	728	728	0	3000	0	0	0	10000	0	10038	0	3	0	0	0	0	0	0
1061001025	恐怖蟒怪(物)	260	1	1	1161000008	0	0	4153	4153	1900	0	0	749	749	0	0	3000	0	0	0	0	10000	0	10039	0	3	0	0	0	0	0	0
1061000026	百年树精(魔)	265	5	1	1161000040	0	0	4271	4271	2000	0	0	0	0	770	770	0	3000	0	0	0	10000	0	10040	0	3	0	0	0	0	0	0
1061001026	搏命妖精(物)	270	3	1	1161000083	0	0	4388	4388	2100	0	0	791	791	0	0	3000	0	0	0	0	10000	0	10041	0	3	0	0	0	0	0	0
1061000027	变异小蟒怪(魔)	275	1	1	1161000008	0	0	4509	4509	2200	0	0	0	0	813	813	0	3000	0	0	0	10000	0	10042	0	3	0	0	0	0	0	0
1061001027	槐树精(物)	280	5	1	1161000040	0	0	4629	4629	2300	0	0	834	834	0	0	3000	0	0	0	0	10000	0	10043	0	3	0	0	0	0	0	0
1061000028	嗜血女妖(魔)	285	3	1	1161000083	0	0	4753	4753	2400	0	0	0	0	855	855	0	3000	0	0	0	10000	0	10044	0	3	0	0	0	0	0	0
1061001028	毒牙巨蟒(物)	290	1	1	1161000008	0	0	4876	4876	2500	0	0	879	879	0	0	3000	0	0	0	0	10000	0	10045	0	3	0	0	0	0	0	0
1061000029	红衣魅惑女(魔)	300	0	1	1161000003	0	0	5606	5606	2600	0	0	0	0	998	998	0	3000	0	0	0	10000	0	10046	0	3	0	0	0	0	0	0
1061001029	肮脏蟒怪(物)	305	1	1	1161000009	0	0	5743	5743	2700	0	0	1022	1022	0	0	3000	0	0	0	0	10000	0	10047	0	3	0	0	0	0	0	0
1061000030	变身红衣女鬼(魔)	310	2	1	1161000036	0	0	5879	5879	2800	0	0	0	0	1048	1048	0	3000	0	0	0	10000	0	10048	0	3	0	0	0	0	0	0
1061001030	狡诈舞女(物)	315	0	1	1161000003	0	0	6020	6020	2900	0	0	1073	1073	0	0	3000	0	0	0	0	10000	0	10049	0	3	0	0	0	0	0	0
1061000031	笨拙大蟒(魔)	320	1	1	1161000009	0	0	6159	6159	3000	0	0	0	0	1099	1099	0	3000	0	0	0	10000	0	10050	0	3	0	0	0	0	0	0
1061000131	火鬼王(物)	325	2	1	1161000036	0	0	6302	6302	3100	0	0	1126	1126	0	0	3000	0	0	0	0	10000	0	10051	0	3	0	0	0	0	0	0
1061000032	剧毒狂牙(魔)	330	1	1	1161000009	0	0	6444	6444	3200	0	0	0	0	1152	1152	0	3000	0	0	0	10000	0	10052	0	3	0	0	0	0	0	0
1061000132	红衣邪使(物)	335	0	1	1161000036	0	0	6590	6590	3300	0	0	1179	1179	0	0	3000	0	0	0	0	10000	0	10053	0	3	0	0	0	0	0	0
1061000033	诡异红衣女(魔)	340	2	1	1161000003	0	0	6734	6734	3400	0	0	0	0	1205	1205	0	3000	0	0	0	10000	0	10054	0	3	0	0	0	0	0	0
1061000133	混乱发布者(物)	350	0	1	1161000088	0	0	7587	7587	3500	0	0	1339	1339	0	0	3000	0	0	0	0	10000	0	10055	0	3	0	0	0	0	0	0
1061000134	邪恶医生(魔)	355	0	1	1161000014	0	0	7747	7747	3600	0	0	0	0	1369	1369	0	3000	0	0	0	10000	0	10056	0	3	0	0	0	0	0	0
1061000035	二流夜猫子(物)	360	0	1	1161000021	0	0	7905	7905	3700	0	0	1399	1399	0	0	3000	0	0	0	0	10000	0	10057	0	3	0	0	0	0	0	0
1061000036	神秘怪医(魔)	365	0	1	1161000014	0	0	8068	8068	3800	0	0	0	0	1429	1429	0	3000	0	0	0	10000	0	10058	0	3	0	0	0	0	0	0
1061000136	噪音制造者(物)	370	0	1	1161000088	0	0	8228	8228	3900	0	0	1459	1459	0	0	3000	0	0	0	0	10000	0	10059	0	3	0	0	0	0	0	0
1061000037	傲慢的夜猫子(魔)	375	0	1	1161000021	0	0	8394	8394	4000	0	0	0	0	1491	1491	0	3000	0	0	0	10000	0	10060	0	3	0	0	0	0	0	0
1061000137	地狱夺命手(物)	380	0	1	1161000014	0	0	8557	8557	4100	0	0	1522	1522	0	0	3000	0	0	0	0	10000	0	10061	0	3	0	0	0	0	0	0
1061000038	黄发夜猫子(魔)	385	0	1	1161000021	0	0	8726	8726	4200	0	0	0	0	1554	1554	0	3000	0	0	0	10000	0	10062	0	3	0	0	0	0	0	0
1061000138	粗鲁混混(物)	390	0	1	1161000020	0	0	8892	8892	4300	0	0	1585	1585	0	0	3000	0	0	0	0	10000	0	10063	0	3	0	0	0	0	0	0
1061000039	路霸(魔)	400	0	1	1161000085	0	0	11650	11650	4500	0	0	0	0	1556	1556	0	3000	0	0	0	10000	0	10064	0	3	0	0	0	0	0	0
1061000139	无赖男(物)	405	0	1	1161000086	0	0	11896	11896	4850	0	0	1586	1586	0	0	3000	0	0	0	0	10000	0	10065	0	3	0	0	0	0	0	0
1061000040	古怪博士(魔)	410	0	1	1161000084	0	0	12139	12139	5200	0	0	0	0	1616	1616	0	3000	0	0	0	10000	0	10066	0	3	0	0	0	0	0	0
1061000140	马路杀手(物)	415	0	1	1161000085	0	0	12388	12388	5550	0	0	1647	1647	0	0	3000	0	0	0	0	10000	0	10067	0	3	0	0	0	0	0	0
1061000041	头号赌徒(魔)	420	0	1	1161000086	0	0	12635	12635	5900	0	0	0	0	1678	1678	0	3000	0	0	0	10000	0	10068	0	3	0	0	0	0	0	0
1061000141	疯癫教授(物)	425	0	1	1161000084	0	0	12889	12889	6250	0	0	1710	1710	0	0	3000	0	0	0	0	10000	0	10069	0	3	0	0	0	0	0	0
1061000042	亡命逃犯(魔)	430	0	1	1161000085	0	0	13140	13140	6600	0	0	0	0	1741	1741	0	3000	0	0	0	10000	0	10070	0	3	0	0	0	0	0	0
1061000142	邪恶信使(物)	435	0	1	1161000086	0	0	13398	13398	6950	0	0	1773	1773	0	0	3000	0	0	0	0	10000	0	10071	0	3	0	0	0	0	0	0
1061000043	神秘博士(魔)	440	0	1	1161000084	0	0	13653	13653	7300	0	0	0	0	1805	1805	0	3000	0	0	0	10000	0	10072	0	3	0	0	0	0	0	0
1061000143	黑衣女鬼(物)	450	2	1	1161000057	0	0	14383	14383	7500	0	0	1920	1920	0	0	3000	0	0	0	0	10000	0	10073	0	3	0	0	0	0	0	0
1061000044	白发道士(魔)	455	4	1	1161000066	0	0	14657	14657	7700	0	0	0	0	1953	1953	0	3000	0	0	0	10000	0	10074	0	3	0	0	0	0	0	0
1061000144	红头和尚(物)	460	5	1	1161000011	0	0	14927	14927	7900	0	0	1987	1987	0	0	3000	0	0	0	0	10000	0	10075	0	3	0	0	0	0	0	0
1061000045	痴狂剑魔(魔)	465	2	1	1161000057	0	0	15206	15206	8100	0	0	0	0	2021	2021	0	3000	0	0	0	10000	0	10076	0	3	0	0	0	0	0	0
1061000046	地煞智多星(物)	470	4	1	1161000066	0	0	15480	15480	8300	0	0	2056	2056	0	0	3000	0	0	0	0	10000	0	10077	0	3	0	0	0	0	0	0
1061000047	破衣僧侣(魔)	475	5	1	1161000011	0	0	15763	15763	8500	0	0	0	0	2091	2091	0	3000	0	0	0	10000	0	10078	0	3	0	0	0	0	0	0
1061000048	恶毒妖妇(物)	480	2	1	1161000057	0	0	16041	16041	8700	0	0	2125	2125	0	0	3000	0	0	0	0	10000	0	10079	0	3	0	0	0	0	0	0
1061000103	伪善道士(魔)	485	4	1	1161000066	0	0	16328	16328	8900	0	0	0	0	2161	2161	0	3000	0	0	0	10000	0	10080	0	3	0	0	0	0	0	0
1061000049	破衣使者(物)	490	5	1	1161000011	0	0	16610	16610	9100	0	0	2197	2197	0	0	3000	0	0	0	0	10000	0	10081	0	3	0	0	0	0	0	0
1061000050	银色小蝙蝠(魔)	500	1	1	1161000032	0	0	18875	18875	9300	0	0	0	0	2162	2162	0	3000	0	0	0	10000	0	10082	0	3	0	0	0	0	0	0
1061000104	戴口罩的公鸡(物)	505	1	1	1161000027	0	0	19229	19229	9800	0	0	2189	2189	0	0	3000	0	0	0	0	10000	0	10083	0	3	0	0	0	0	0	0
1061000051	绿衣玫瑰(魔)	510	0	1	1161000005	0	0	19580	19580	10300	0	0	0	0	2215	2215	0	3000	0	0	0	10000	0	10084	0	3	0	0	0	0	0	0
1061000052	蝙蝠刺客(物)	515	1	1	1161000032	0	0	19939	19939	10800	0	0	2244	2244	0	0	3000	0	0	0	0	10000	0	10085	0	3	0	0	0	0	0	0
1061000105	瘟疫公鸡(魔)	520	1	1	1161000027	0	0	20294	20294	11300	0	0	0	0	2270	2270	0	3000	0	0	0	10000	0	10086	0	3	0	0	0	0	0	0
1061000053	剑妖(物)	525	0	1	1161000005	0	0	20656	20656	11800	0	0	2299	2299	0	0	3000	0	0	0	0	10000	0	10087	0	3	0	0	0	0	0	0
1061000054	星际蝙蝠(魔)	530	1	1	1161000032	0	0	21015	21015	12300	0	0	0	0	2327	2327	0	3000	0	0	0	10000	0	10088	0	3	0	0	0	0	0	0
1061000106	组装鸡(物)	535	1	1	1161000027	0	0	21382	21382	12800	0	0	2355	2355	0	0	3000	0	0	0	0	10000	0	10089	0	3	0	0	0	0	0	0
1061000055	绿衣杀手(魔)	540	0	1	1161000005	0	0	21745	21745	13300	0	0	0	0	2383	2383	0	3000	0	0	0	10000	0	10090	0	3	0	0	0	0	0	0
1061000056	恶毒守卫(物)	550	0	1	1161000016	0	0	23425	23425	13800	0	0	2496	2496	0	0	3000	0	0	0	0	10000	0	10091	0	3	0	0	0	0	0	0
1061000107	夺命疯子(魔)	555	0	1	1161000043	0	0	23730	23730	14100	0	0	0	0	2521	2521	0	3000	0	0	0	10000	0	10092	0	3	0	0	0	0	0	0
1061000057	某男子(魔)	560	0	1	1161000022	0	0	24031	24031	14400	0	0	0	0	2546	2546	0	3000	0	0	0	10000	0	10093	0	3	0	0	0	0	0	0
1061000058	流氓刀客(物)	565	0	1	1161000016	0	0	24339	24339	14700	0	0	2572	2572	0	0	3000	0	0	0	0	10000	0	10094	0	3	0	0	0	0	0	0
1061000108	大力女金刚(魔)	570	0	1	1161000043	0	0	24643	24643	15000	0	0	0	0	2597	2597	0	3000	0	0	0	10000	0	10095	0	3	0	0	0	0	0	0
1061000059	疯样男子(物)	575	0	1	1161000022	0	0	24953	24953	15300	0	0	2624	2624	0	0	3000	0	0	0	0	10000	0	10096	0	3	0	0	0	0	0	0
1061000060	舍命流氓(魔)	580	0	1	1161000016	0	0	25260	25260	15600	0	0	0	0	2649	2649	0	3000	0	0	0	10000	0	10097	0	3	0	0	0	0	0	0
1061000109	疯狂打手(物)	585	0	1	1161000043	0	0	25573	25573	15900	0	0	2676	2676	0	0	3000	0	0	0	0	10000	0	10098	0	3	0	0	0	0	0	0
1061000110	猾样男子(魔)	590	0	1	1161000022	0	0	25882	25882	16200	0	0	0	0	2701	2701	0	3000	0	0	0	10000	0	10099	0	3	0	0	0	0	0	0
1061000061	天真乞丐女(物)	600	5	1	1161000002	0	0	27975	27975	17000	0	0	2751	2751	0	0	3000	0	0	0	0	10000	0	10100	0	3	0	0	0	0	0	0
1061000062	堕落男乞丐(魔)	605	5	1	1161000001	0	0	28325	28325	17500	0	0	0	0	2775	2775	0	3000	0	0	0	10000	0	10101	0	3	0	0	0	0	0	0
1061000111	龌龊男(物)	610	0	1	1161000011	0	0	28672	28672	18000	0	0	2798	2798	0	0	3000	0	0	0	0	10000	0	10102	0	3	0	0	0	0	0	0
1061000063	阴险丐帮女(魔)	615	5	1	1161000002	0	0	29025	29025	18500	0	0	0	0	2821	2821	0	3000	0	0	0	10000	0	10103	0	3	0	0	0	0	0	0
1061000064	邪恶武痴(物)	620	5	1	1161000001	0	0	29375	29375	19000	0	0	2844	2844	0	0	3000	0	0	0	0	10000	0	10104	0	3	0	0	0	0	0	0
1061000112	暴露狂(魔)	625	0	1	1161000011	0	0	29731	29731	19500	0	0	0	0	2868	2868	0	3000	0	0	0	10000	0	10105	0	3	0	0	0	0	0	0
1061000065	佝偻女(物)	630	5	1	1161000002	0	0	30083	30083	20000	0	0	2892	2892	0	0	3000	0	0	0	0	10000	0	10106	0	3	0	0	0	0	0	0
1061000066	佝偻男(魔)	635	5	1	1161000001	0	0	30442	30442	20500	0	0	0	0	2916	2916	0	3000	0	0	0	10000	0	10107	0	3	0	0	0	0	0	0
1061000114	猥琐教主(物)	640	0	1	1161000011	0	0	30796	30796	21000	0	0	2940	2940	0	0	3000	0	0	0	0	10000	0	10108	0	3	0	0	0	0	0	0
1061000067	紫衣魅惑女(魔)	650	5	1	1161000004	0	0	35778	35778	21700	0	0	0	0	3069	3069	0	3000	0	0	0	10000	0	10109	0	3	0	0	0	0	0	0
1061000068	犀角牛王(物)	655	1	1	1161000042	0	0	35952	35952	22400	0	0	3092	3092	0	0	3000	0	0	0	0	10000	0	10110	0	3	0	0	0	0	0	0
1061000069	强化剑妖(魔)	660	3	1	1163000002	0	0	36122	36122	23100	0	0	0	0	3114	3114	0	3000	0	0	0	10000	0	10111	0	3	0	0	0	0	0	0
1061000070	紫衣媚娘(物)	665	5	1	1161000004	0	0	36298	36298	23800	0	0	3136	3136	0	0	3000	0	0	0	0	10000	0	10112	0	3	0	0	0	0	0	0
1061000071	怪异牛头人(魔)	670	1	1	1161000042	0	0	36468	36468	24500	0	0	0	0	3158	3158	0	3000	0	0	0	10000	0	10113	0	3	0	0	0	0	0	0
1061000072	亡者剑圣(物)	675	3	1	1163000002	0	0	36644	36644	25200	0	0	3180	3180	0	0	3000	0	0	0	0	10000	0	10114	0	3	0	0	0	0	0	0
1061000073	诡异紫衣女(魔)	680	5	1	1161000004	0	0	36816	36816	25900	0	0	0	0	3202	3202	0	3000	0	0	0	10000	0	10115	0	3	0	0	0	0	0	0
1061000074	笨拙牛怪(物)	685	1	1	1161000042	0	0	36993	36993	26600	0	0	3224	3224	0	0	3000	0	0	0	0	10000	0	10116	0	3	0	0	0	0	0	0
1061000075	双剑女妖(魔)	690	3	1	1163000002	0	0	37165	37165	27300	0	0	0	0	3246	3246	0	3000	0	0	0	10000	0	10117	0	3	0	0	0	0	0	0
1061000076	魅精(物)	700	5	1	1161000089	0	0	37529	37529	29500	0	0	3369	3369	0	0	3000	0	0	0	0	10000	0	10118	0	3	0	0	0	0	0	0
1061000077	紫色蝠王(魔)	705	1	1	1161000033	0	0	37775	37775	29800	0	0	0	0	3393	3393	0	3000	0	0	0	10000	0	10119	0	3	0	0	0	0	0	0
1061000078	冷面女郎(物)	710	0	1	1161000007	0	0	38015	38015	30100	0	0	3415	3415	0	0	3000	0	0	0	0	10000	0	10120	0	3	0	0	0	0	0	0
1061000079	堕落绿衣仙女(魔)	715	5	1	1161000089	0	0	38262	38262	30400	0	0	0	0	3439	3439	0	3000	0	0	0	10000	0	10121	0	3	0	0	0	0	0	0
1061000080	红眼蝙蝠(物)	720	1	1	1161000033	0	0	38504	38504	30700	0	0	3463	3463	0	0	3000	0	0	0	0	10000	0	10122	0	3	0	0	0	0	0	0
1061000081	细腰女郎(魔)	725	0	1	1161000007	0	0	38752	38752	31000	0	0	0	0	3486	3486	0	3000	0	0	0	10000	0	10123	0	3	0	0	0	0	0	0
1061000082	狂蛮绿衣仙女(物)	730	5	1	1161000089	0	0	38995	38995	31300	0	0	3510	3510	0	0	3000	0	0	0	0	10000	0	10124	0	3	0	0	0	0	0	0
1061000083	超强红眼蝠(魔)	735	1	1	1161000033	0	0	39245	39245	31600	0	0	0	0	3534	3534	0	3000	0	0	0	10000	0	10125	0	3	0	0	0	0	0	0
1061000084	狂暴剑妖(物)	740	0	1	1161000007	0	0	39489	39489	31900	0	0	3558	3558	0	0	3000	0	0	0	0	10000	0	10126	0	3	0	0	0	0	0	0
1061000085	金鞭男(魔)	750	5	1	1161000085	0	0	43035	43035	32400	0	0	0	0	3615	3615	0	3000	0	0	0	10000	0	10127	0	3	0	0	0	0	0	0
1061000086	金鞭女魔头(物)	755	5	1	1161000083	0	0	43493	43493	32700	0	0	3635	3635	0	0	3000	0	0	0	0	10000	0	10128	0	3	0	0	0	0	0	0
1061000087	菜刀帮喽啰(魔)	760	0	1	1161000087	0	0	43947	73947	33000	0	0	0	0	3656	3656	0	3000	0	0	0	10000	0	10129	0	3	0	0	0	0	0	0
1061000088	地狱鞭王(物)	765	5	1	1161000085	0	0	44407	44407	33300	0	0	3678	3678	0	0	3000	0	0	0	0	10000	0	10130	0	3	0	0	0	0	0	0
1061000089	地狱鞭后(魔)	770	5	1	1161000083	0	0	44864	44864	33600	0	0	0	0	3700	3700	0	3000	0	0	0	10000	0	10131	0	3	0	0	0	0	0	0
1061000090	菜刀帮门客(物)	775	0	1	1161000087	0	0	45327	45327	33900	0	0	3722	3722	0	0	3000	0	0	0	0	10000	0	10132	0	3	0	0	0	0	0	0
1061000091	魔化金鞭男(魔)	780	5	1	1161000085	0	0	45786	45786	34200	0	0	0	0	3742	3742	0	3000	0	0	0	10000	0	10133	0	3	0	0	0	0	0	0
1061000092	邪恶魔鞭女(物)	785	5	1	1161000083	0	0	46252	46252	34500	0	0	3764	3764	0	0	3000	0	0	0	0	10000	0	10134	0	3	0	0	0	0	0	0
1061000093	双刀百人斩(魔)	790	0	1	1161000087	0	0	46714	46714	34800	0	0	0	0	3785	3785	0	3000	0	0	0	10000	0	10135	0	3	0	0	0	0	0	0
1061000094	无极道人(物)	800	4	1	1161000065	0	0	48222	48222	35200	0	0	3829	3829	0	0	3000	0	0	0	0	10000	0	10136	0	3	0	0	0	0	0	0
1061000095	铜斧牛怪(魔)	805	1	1	1161000041	0	0	48726	48726	35600	0	0	0	0	3851	3851	0	3000	0	0	0	10000	0	10137	0	3	0	0	0	0	0	0
1061000096	妖媚女鬼(物)	810	2	1	1161000035	0	0	49225	49225	36000	0	0	3873	3873	0	0	3000	0	0	0	0	10000	0	10138	0	3	0	0	0	0	0	0
1061000097	红发道士(魔)	815	4	1	1161000065	0	0	49731	49731	36400	0	0	0	0	3895	3895	0	3000	0	0	0	10000	0	10139	0	3	0	0	0	0	0	0
1061000098	怪力牛魔王(物)	820	1	1	1161000041	0	0	50233	50233	36800	0	0	3916	3916	0	0	3000	0	0	0	0	10000	0	10140	0	3	0	0	0	0	0	0
1061000099	变身白衣女鬼(魔)	825	2	1	1161000035	0	0	50742	50742	37200	0	0	0	0	3938	3938	0	3000	0	0	0	10000	0	10141	0	3	0	0	0	0	0	0
1061000100	天煞智多星(物)	830	4	1	1161000065	0	0	51246	51246	37600	0	0	3960	3960	0	0	3000	0	0	0	0	10000	0	10142	0	3	0	0	0	0	0	0
1061000101	愚钝犀角(魔)	835	1	1	1161000041	0	0	51758	51758	38000	0	0	0	0	3982	3982	0	3000	0	0	0	10000	0	10143	0	3	0	0	0	0	0	0
1061000102	进化恶鬼(物)	840	2	1	1161000035	0	0	52265	52265	38400	0	0	4004	4004	0	0	3000	0	0	0	0	10000	0	10144	0	3	0	0	0	0	0	0
1061000113	狂暴蟒王(魔)	850	1	1	1161000010	0	0	53289	53289	40400	0	0	0	0	4047	4047	0	3000	0	0	0	10000	0	10145	0	3	0	0	0	0	0	0
1061000115	粗怒地阴怪(物)	855	5	1	1161000060	0	0	54237	54237	41400	0	0	4071	4071	0	0	3000	0	0	0	0	10000	0	10146	0	3	0	0	0	0	0	0
1061000116	双头绿巨人(魔)	860	5	1	1162000005	0	0	55181	55181	42400	0	0	0	0	4093	4093	0	3000	0	0	0	10000	0	10147	0	3	0	0	0	0	0	0
1061000117	火焰蟒(物)	865	1	1	1161000010	0	0	56134	56134	43400	0	0	4115	4115	0	0	3000	0	0	0	0	10000	0	10148	0	3	0	0	0	0	0	0
1061000118	地阴傀儡(魔)	870	5	1	1161000060	0	0	57083	57083	44400	0	0	0	0	4136	4136	0	3000	0	0	0	10000	0	10149	0	3	0	0	0	0	0	0
1061000119	双头力士(物)	875	5	1	1162000005	0	0	58042	58042	45400	0	0	4160	4160	0	0	3000	0	0	0	0	10000	0	10150	0	3	0	0	0	0	0	0
