id	name	monsterNames	monsters	rebirthTime	searchDelay	needGoodsId	needGoodsCount
17	Lv90 贱兔子(魔)	贱兔子(魔),贱兔子(魔),贱兔子(魔),贱兔子(魔),贱兔子(魔),贱兔子(魔),贱兔子(魔),贱兔子(魔)	1061000009,1061000009,1061000009,1061000009,1061000009,1061000009,1061000009,1061000009	0	5000	0	1
18	Lv90 贱兔子(魔)	贱兔子(魔),贱兔子(魔),贱兔子(魔),贱兔子(魔),贱兔子(魔),贱兔子(魔),贱兔子(魔),贱兔子(魔)	1061000009,1061000009,1061000009,1061000009,1061000009,1061000009,1061000009,1061000009	0	5000	0	1
20	★ 邪恶月亮使者(魔)	邪恶月亮使者(魔),荷叶守护者(魔),荷叶守护者(魔),荷叶守护者(魔)	1062000001,1061000010,1061000010,1061000010	0	5000	0	1
21	Lv100 杀手之星(物)	杀手之星(物),杀手之星(物),杀手之星(物),杀手之星(物),杀手之星(物),杀手之星(物)	1061001010,1061001010,1061001010,1061001010,1061001010,1061001010	0	5000	0	1
22	Lv100 杀手之星(物)	杀手之星(物),杀手之星(物),杀手之星(物),杀手之星(物),恐怖毒牙(魔),恐怖毒牙(魔)	1061001010,1061001010,1061001010,1061001010,1061001011,1061001011	0	5000	0	1
23	Lv105 恐怖毒牙(魔)	恐怖毒牙(魔),恐怖毒牙(魔),恐怖毒牙(魔),恐怖毒牙(魔),恐怖毒牙(魔),恐怖毒牙(魔)	1061001011,1061001011,1061001011,1061001011,1061001011,1061001011	0	5000	0	1
24	Lv105 恐怖毒牙(魔)	恐怖毒牙(魔),恐怖毒牙(魔),恐怖毒牙(魔),恐怖毒牙(魔),恐怖毒牙(魔),痞子猫(物)	1061001011,1061001011,1061001011,1061001011,1061001011,1061000011	0	5000	0	1
25	Lv110 痞子猫(物)	痞子猫(物),痞子猫(物),痞子猫(物),痞子猫(物),痞子猫(物),痞子猫(物)	1061000011,1061000011,1061000011,1061000011,1061000011,1061000011	0	5000	0	1
26	Lv110 痞子猫(物)	痞子猫(物),痞子猫(物),痞子猫(物),痞子猫(物),獠牙蝙蝠(魔),獠牙蝙蝠(魔)	1061000011,1061000011,1061000011,1061000011,1061000012,1061000012	0	5000	0	1
27	Lv115 獠牙蝙蝠(魔)	獠牙蝙蝠(魔),獠牙蝙蝠(魔),獠牙蝙蝠(魔),獠牙蝙蝠(魔),獠牙蝙蝠(魔),獠牙蝙蝠(魔)	1061000012,1061000012,1061000012,1061000012,1061000012,1061000012	0	5000	0	1
28	Lv115 獠牙蝙蝠(魔)	獠牙蝙蝠(魔),獠牙蝙蝠(魔),獠牙蝙蝠(魔),獠牙蝙蝠(魔),獠牙蝙蝠(魔),飞天小妖(物)	1061000012,1061000012,1061000012,1061000012,1061000012,1061001012	0	5000	0	1
29	Lv120 飞天小妖(物)	飞天小妖(物),飞天小妖(物),飞天小妖(物),飞天小妖(物),獠牙蝙蝠(魔),獠牙蝙蝠(魔)	1061001012,1061001012,1061001012,1061000012,1061000012,1061000012	0	5000	0	1
30	Lv120 飞天小妖(物)	飞天小妖(物),飞天小妖(物),飞天小妖(物),飞天小妖(物),飞天小妖(物),飞天小妖(物)	1061001012,1061001012,1061001012,1061001012,1061001012,1061001012	0	5000	0	1
31	Lv125 霹雳猫猫(魔)	霹雳猫猫(魔),霹雳猫猫(魔),霹雳猫猫(魔),霹雳猫猫(魔),霹雳猫猫(魔),霹雳猫猫(魔)	1061001013,1061001013,1061001013,1061001013,1061001013,1061001013	0	5000	0	1
32	Lv125 霹雳猫猫(魔)	霹雳猫猫(魔),霹雳猫猫(魔),霹雳猫猫(魔),霹雳猫猫(魔),蓝色小蝙蝠(物),蓝色小蝙蝠(物)	1061001013,1061001013,1061001013,1061001013,1061000013,1061000013	0	5000	0	1
33	Lv130 蓝色小蝙蝠(物)	蓝色小蝙蝠(物),蓝色小蝙蝠(物),蓝色小蝙蝠(物),蓝色小蝙蝠(物),蓝色小蝙蝠(物),蓝色小蝙蝠(物)	1061000013,1061000013,1061000013,1061000013,1061000013,1061000013	0	5000	0	1
34	Lv130 蓝色小蝙蝠(物)	蓝色小蝙蝠(物),蓝色小蝙蝠(物),蓝色小蝙蝠(物),蓝色小蝙蝠(物),蓝色小蝙蝠(物),机关猫(魔)	1061000013,1061000013,1061000013,1061000013,1061000013,1061000014	0	5000	0	1
35	Lv135 机关猫(魔)	机关猫(魔),机关猫(魔),机关猫(魔),机关猫(魔),机关猫(魔),机关猫(魔)	1061000014,1061000014,1061000014,1061000014,1061000014,1061000014	0	5000	0	1
36	Lv135 机关猫(魔)	机关猫(魔),机关猫(魔),机关猫(魔),机关猫(魔),机关猫(魔),红衣毒女(物)	1061000014,1061000014,1061000014,1061000014,1061000014,1061001014	0	5000	0	1
37	Lv140 红衣毒女(物)	红衣毒女(物),红衣毒女(物),红衣毒女(物),红衣毒女(物),红衣毒女(物),红衣毒女(物)	1061001014,1061001014,1061001014,1061001014,1061001014,1061001014	0	5000	0	1
38	Lv140 红衣毒女(物)	红衣毒女(物),红衣毒女(物),红衣毒女(物),红衣毒女(物),红衣毒女(物),机关猫(魔)	1061001014,1061001014,1061001014,1061001014,1061001014,1061000014	0	5000	0	1
39	★ 刁蛮神女(物)	刁蛮神女(物),机关猫(魔),机关猫(魔),红衣毒女(物),红衣毒女(物)	1062000002,1061000014,1061000014,1061001014,1061001014	0	5000	0	1
41	Lv150 女盗贼(魔)	女盗贼(魔),女盗贼(魔),女盗贼(魔),女盗贼(魔),女盗贼(魔),女盗贼(魔)	1061000015,1061000015,1061000015,1061000015,1061000015,1061000015	0	5000	0	1
42	Lv150 女盗贼(魔)	女盗贼(魔),女盗贼(魔),女盗贼(魔),女盗贼(魔),女盗贼(魔),邪恶护士(物)	1061000015,1061000015,1061000015,1061000015,1061000015,1061001015	0	5000	0	1
43	Lv155 邪恶护士(物)	邪恶护士(物),邪恶护士(物),邪恶护士(物),邪恶护士(物),邪恶护士(物),女盗贼(魔)	1061001015,1061001015,1061001015,1061001015,1061001015,1061000015	0	5000	0	1
44	Lv155 邪恶护士(物)	邪恶护士(物),邪恶护士(物),邪恶护士(物),邪恶护士(物),邪恶护士(物),邪恶护士(物)	1061001015,1061001015,1061001015,1061001015,1061001015,1061001015	0	5000	0	1
45	Lv160 战斗公鸡(魔)	战斗公鸡(魔),战斗公鸡(魔),战斗公鸡(魔),战斗公鸡(魔),战斗公鸡(魔),战斗公鸡(魔)	1061000016,1061000016,1061000016,1061000016,1061000016,1061000016	0	5000	0	1
46	Lv160 战斗公鸡(魔)	战斗公鸡(魔),战斗公鸡(魔),战斗公鸡(魔),战斗公鸡(魔),神风怪盗(物),神风怪盗(物)	1061000016,1061000016,1061000016,1061000016,1061001016,1061001016	0	5000	0	1
47	Lv165 神风怪盗(物)	神风怪盗(物),神风怪盗(物),神风怪盗(物),神风怪盗(物),神风怪盗(物),神风怪盗(物)	1061001016,1061001016,1061001016,1061001016,1061001016,1061001016	0	5000	0	1
48	Lv165 神风怪盗(物)	神风怪盗(物),神风怪盗(物),神风怪盗(物),神风怪盗(物),伪短裙护士(魔),伪短裙护士(魔)	1061001016,1061001016,1061001016,1061001016,1061000017,1061000017	0	5000	0	1
49	Lv170 伪短裙护士(魔)	伪短裙护士(魔),伪短裙护士(魔),伪短裙护士(魔),伪短裙护士(魔),伪短裙护士(魔),伪短裙护士(魔)	1061000017,1061000017,1061000017,1061000017,1061000017,1061000017	0	5000	0	1
50	Lv170 伪短裙护士(魔)	伪短裙护士(魔),伪短裙护士(魔),伪短裙护士(魔),伪短裙护士(魔),伪短裙护士(魔),禽流鸡(物)	1061000017,1061000017,1061000017,1061000017,1061000017,1061001017	0	5000	0	1
51	Lv175 禽流鸡(物)	禽流鸡(物),禽流鸡(物),禽流鸡(物),禽流鸡(物),禽流鸡(物),禽流鸡(物)	1061001017,1061001017,1061001017,1061001017,1061001017,1061001017	0	5000	0	1
52	Lv175 禽流鸡(物)	禽流鸡(物),禽流鸡(物),禽流鸡(物),禽流鸡(物),暗影盗贼(魔),暗影盗贼(魔)	1061001017,1061001017,1061001017,1061001017,1061000018,1061000018	0	5000	0	1
53	Lv180 暗影盗贼(魔)	暗影盗贼(魔),暗影盗贼(魔),暗影盗贼(魔),暗影盗贼(魔),暗影盗贼(魔),暗影盗贼(魔)	1061000018,1061000018,1061000018,1061000018,1061000018,1061000018	0	5000	0	1
54	Lv180 暗影盗贼(魔)	暗影盗贼(魔),暗影盗贼(魔),暗影盗贼(魔),暗影盗贼(魔),背影杀手(物),背影杀手(物)	1061000018,1061000018,1061000018,1061000018,1061001018,1061001018	0	5000	0	1
55	Lv185 背影杀手(物)	背影杀手(物),背影杀手(物),背影杀手(物),背影杀手(物),背影杀手(物),背影杀手(物)	1061001018,1061001018,1061001018,1061001018,1061001018,1061001018	0	5000	0	1
56	Lv185 背影杀手(物)	背影杀手(物),背影杀手(物),背影杀手(物),背影杀手(物),暗影盗贼(魔),暗影盗贼(魔)	1061001018,1061001018,1061001018,1061001018,1061000018,1061000018	0	5000	0	1
57	Lv190 寂静林护士(魔)	寂静林护士(魔),寂静林护士(魔),寂静林护士(魔),背影杀手(物),背影杀手(物),背影杀手(物)	1061000019,1061000019,1061000019,1061001018,1061001018,1061001018	0	5000	0	1
58	Lv190 寂静林护士(魔)	寂静林护士(魔),寂静林护士(魔),寂静林护士(魔),寂静林护士(魔),寂静林护士(魔),寂静林护士(魔)	1061000019,1061000019,1061000019,1061000019,1061000019,1061000019	0	5000	0	1
59	★ 混沌神怪(物)	混沌神怪(物),背影杀手(物),背影杀手(物),暗影盗贼(魔),暗影盗贼(魔)	1062000003,1061001018,1061001018,1061000018,1061000018	0	5000	0	1
60	Lv200 邪意火枪手(魔)	邪意火枪手(魔),邪意火枪手(魔),邪意火枪手(魔),邪意火枪手(魔),寂静林护士(魔),寂静林护士(魔)	1061001020,1061001020,1061001020,1061001020,1061000019,1061000019	0	5000	0	1
61	Lv200 邪意火枪手(魔)	邪意火枪手(魔),邪意火枪手(魔),邪意火枪手(魔),邪意火枪手(魔),邪意火枪手(魔),邪意火枪手(魔)	1061001020,1061001020,1061001020,1061001020,1061001020,1061001020	0	5000	0	1
62	Lv205 蓝魔女(物)	蓝魔女(物),蓝魔女(物),蓝魔女(物),蓝魔女(物),蓝魔女(物),神秘夜猫子(魔)	1061000021,1061000021,1061000021,1061000021,1061000021,1061000020	0	5000	0	1
63	Lv205 蓝魔女(物)	蓝魔女(物),蓝魔女(物),蓝魔女(物),蓝魔女(物),蓝魔女(物),蓝魔女(物)	1061000021,1061000021,1061000021,1061000021,1061000021,1061000021	0	5000	0	1
64	Lv210 神秘夜猫子(魔)	神秘夜猫子(魔),神秘夜猫子(魔),神秘夜猫子(魔),神秘夜猫子(魔),神秘夜猫子(魔),蓝魔女(物)	1061000020,1061000020,1061000020,1061000020,1061000020,1061000021	0	5000	0	1
65	Lv210 神秘夜猫子(魔)	神秘夜猫子(魔),神秘夜猫子(魔),神秘夜猫子(魔),神秘夜猫子(魔),神秘夜猫子(魔),神秘夜猫子(魔)	1061000020,1061000020,1061000020,1061000020,1061000020,1061000020	0	5000	0	1
66	Lv215 黑暗枪手(物)	黑暗枪手(物),黑暗枪手(物),黑暗枪手(物),黑暗枪手(物),神秘夜猫子(魔),神秘夜猫子(魔)	1061001021,1061001021,1061001021,1061001021,1061000020,1061000020	0	5000	0	1
67	Lv215 黑暗枪手(物)	黑暗枪手(物),黑暗枪手(物),黑暗枪手(物),黑暗枪手(物),黑暗枪手(物),黑暗枪手(物)	1061001021,1061001021,1061001021,1061001021,1061001021,1061001021	0	5000	0	1
68	Lv220 凶悍鞭女(魔)	凶悍鞭女(魔),凶悍鞭女(魔),凶悍鞭女(魔),凶悍鞭女(魔),凶悍鞭女(魔),黑暗枪手(物)	1061000022,1061000022,1061000022,1061000022,1061000022,1061001021	0	5000	0	1
69	Lv220 凶悍鞭女(魔)	凶悍鞭女(魔),凶悍鞭女(魔),凶悍鞭女(魔),凶悍鞭女(魔),凶悍鞭女(魔),凶悍鞭女(魔)	1061000022,1061000022,1061000022,1061000022,1061000022,1061000022	0	5000	0	1
70	Lv225 新世纪怪人(物)	新世纪怪人(物),新世纪怪人(物),新世纪怪人(物),新世纪怪人(物),新世纪怪人(物),新世纪怪人(物)	1061001022,1061001022,1061001022,1061001022,1061001022,1061001022	0	5000	0	1
71	Lv225 新世纪怪人(物)	新世纪怪人(物),新世纪怪人(物),新世纪怪人(物),新世纪怪人(物),歹毒枪手(魔),歹毒枪手(魔)	1061001022,1061001022,1061001022,1061001022,1061000023,1061000023	0	5000	0	1
72	Lv230 歹毒枪手(魔)	歹毒枪手(魔),歹毒枪手(魔)歹毒枪手(魔),歹毒枪手(魔),蓝魔女(物),蓝魔女(物)	1061000023,1061000023,1061000023,1061000023,1061001022,1061001022	0	5000	0	1
73	Lv230 歹毒枪手(魔)	歹毒枪手(魔),歹毒枪手(魔)歹毒枪手(魔),歹毒枪手(魔),歹毒枪手(魔),歹毒枪手(魔)	1061000023,1061000023,1061000023,1061000023,1061000023,1061000023	0	5000	0	1
74	Lv235 傲慢的夜猫子(物)	傲慢的夜猫子(物),傲慢的夜猫子(物),傲慢的夜猫子(物),傲慢的夜猫子(物),傲慢的夜猫子(物),傲慢的夜猫子(物)	1061001023,1061001023,1061001023,1061001023,1061001023,1061001023	0	5000	0	1
75	Lv235 傲慢的夜猫子(物)	傲慢的夜猫子(物),傲慢的夜猫子(物),傲慢的夜猫子(物),傲慢的夜猫子(物),超级鞭女(魔),超级鞭女(魔)	1061001023,1061001023,1061001023,1061001023,1061000024,1061000024	0	5000	0	1
76	Lv240 超级鞭女(魔)	超级鞭女(魔),超级鞭女(魔),超级鞭女(魔),超级鞭女(魔),超级鞭女(魔),傲慢的夜猫子(魔)	1061000024,1061000024,1061000024,1061000024,1061000024,1061001023	0	5000	0	1
77	Lv240 超级鞭女(魔)	超级鞭女(魔),超级鞭女(魔),超级鞭女(魔),超级鞭女(魔),超级鞭女(魔),超级鞭女(魔)	1061000024,1061000024,1061000024,1061000024,1061000024,1061000024	0	5000	0	1
78	★ 血红妖姬(魔)	血红妖姬(魔),歹毒枪手(魔),歹毒枪手(魔),黑暗枪手(物),黑暗枪手(物)	1062000004,1061000023,1061000023,1061001021,1061001021	0	5000	0	1
79	Lv250 霹雳树怪(物)	霹雳树怪(物),霹雳树怪(物),霹雳树怪(物),霹雳树怪(物),霹雳树怪(物)霹雳树怪(物)	1061001024,1061001024,1061001024,1061001024,1061001024,1061001024	0	5000	0	1
80	Lv250 霹雳树怪(物)	霹雳树怪(物),霹雳树怪(物),霹雳树怪(物)霹雳树怪(物),百年树精(魔),百年树精(魔)	1061001024,1061001024,1061001024,1061001024,1061000025,1061000025	0	5000	0	1
81	Lv255 魅惑女妖(魔)	魅惑女妖(魔),魅惑女妖(魔),魅惑女妖(魔),魅惑女妖(魔),魅惑女妖(魔),魅惑女妖(魔)	1061000025,1061000025,1061000025,1061000025,1061000025,1061000025	0	5000	0	1
82	Lv255 魅惑女妖(魔)	魅惑女妖(魔),魅惑女妖(魔),魅惑女妖(魔),魅惑女妖(魔),恐怖蟒怪(物),恐怖蟒怪(物)	1061000025,1061000025,1061000025,1061000025,1061001025,1061001025	0	5000	0	1
83	Lv260 恐怖蟒怪(物)	恐怖蟒怪(物),恐怖蟒怪(物),恐怖蟒怪(物),恐怖蟒怪(物),恐怖蟒怪(物),恐怖蟒怪(物)	1061001025,1061001025,1061001025,1061001025,1061001025,1061001025	0	5000	0	1
84	Lv260 恐怖蟒怪(物)	恐怖蟒怪(物),恐怖蟒怪(物),恐怖蟒怪(物),恐怖蟒怪(物),魅惑女妖(魔),魅惑女妖(魔)	1061001025,1061001025,1061001025,1061001025,1061000026,1061000026	0	5000	0	1
85	Lv265 百年树精(魔)	百年树精(魔),百年树精(魔),百年树精(魔),百年树精(魔),百年树精(魔),百年树精(魔)	1061000026,1061000026,1061000026,1061000026,1061000026,1061000026	0	5000	0	1
86	Lv265 百年树精(魔)	百年树精(魔),百年树精(魔),百年树精(魔),搏命妖精(物),搏命妖精(物),搏命妖精(物)	1061000026,1061000026,1061000026,1061001026,1061001026,1061001026	0	5000	0	1
87	Lv270 搏命妖精(物)	搏命妖精(物),搏命妖精(物),搏命妖精(物),搏命妖精(物),搏命妖精(物),搏命妖精(物)	1061001026,1061001026,1061001026,1061001026,1061001026,1061001026	0	5000	0	1
88	Lv270 搏命妖精(物)	搏命妖精(物),搏命妖精(物),搏命妖精(物),变异小蟒怪(魔),变异小蟒怪(魔),变异小蟒怪(魔)	1061001026,1061001026,1061001026,1061000027,1061000027,1061000027	0	5000	0	1
89	Lv275 变异小蟒怪(魔)	变异小蟒怪(魔),变异小蟒怪(魔),变异小蟒怪(魔),变异小蟒怪(魔),变异小蟒怪(魔),变异小蟒怪(魔)	1061000027,1061000027,1061000027,1061000027,1061000027,1061000027	0	5000	0	1
90	Lv275 变异小蟒怪(魔)	变异小蟒怪(魔),变异小蟒怪(魔),变异小蟒怪(魔),槐树精(物),槐树精(物),槐树精(物)	1061000027,1061000027,1061000027,1061001027,1061001027,1061001027	0	5000	0	1
91	Lv280 槐树精(物)	槐树精(物),槐树精(物),槐树精(物),槐树精(物),变异小蟒怪(魔),变异小蟒怪(魔)	1061001027,1061001027,1061001027,1061001027,1061000027,1061000027	0	5000	0	1
92	Lv280 槐树精(物)	槐树精(物),槐树精(物),槐树精(物),槐树精(物),槐树精(物),槐树精(物)	1061001027,1061001027,1061001027,1061001027,1061001027,1061001027	0	5000	0	1
93	Lv285 嗜血女妖(魔)	嗜血女妖(魔),嗜血女妖(魔),嗜血女妖(魔),嗜血女妖(魔),嗜血女妖(魔),嗜血女妖(魔)	1061000028,1061000028,1061000028,1061000028,1061000028,1061000028	0	5000	0	1
94	Lv285 嗜血女妖(魔)	嗜血女妖(魔),嗜血女妖(魔),嗜血女妖(魔),嗜血女妖(魔),毒牙巨蟒(物),毒牙巨蟒(物)	1061000028,1061000028,1061000028,1061000028,1061001028,1061001028	0	5000	0	1
95	Lv290 毒牙巨蟒(物)	毒牙巨蟒(物),毒牙巨蟒(物),毒牙巨蟒(物),毒牙巨蟒(物),嗜血女妖(魔),嗜血女妖(魔)	1061001028,1061001028,1061001028,1061001028,1061000028,1061000028	0	5000	0	1
96	Lv290 毒牙巨蟒(物)	毒牙巨蟒(物),毒牙巨蟒(物),毒牙巨蟒(物),毒牙巨蟒(物),毒牙巨蟒(物),毒牙巨蟒(物)	1061001028,1061001028,1061001028,1061001028,1061001028,1061001028	0	5000	0	1
97	★ 嗜睡地精王(物)	嗜睡地精王(物),嗜血女妖(魔),嗜血女妖(魔),槐树精(物),槐树精(物)	1062000005,1061000028,1061000028,1061001027,1061001027	0	5000	0	1
98	Lv300 红衣魅惑女(魔)	红衣魅惑女(魔),红衣魅惑女(魔),红衣魅惑女(魔),红衣魅惑女(魔),红衣魅惑女(魔),红衣魅惑女(魔)	1061000029,1061000029,1061000029,1061000029,1061000029,1061000029	0	5000	0	1
99	Lv300 红衣魅惑女(魔)	红衣魅惑女(魔),红衣魅惑女(魔),红衣魅惑女(魔),红衣魅惑女(魔),肮脏蟒怪(物),肮脏蟒怪(物)	1061000029,1061000029,1061000029,1061000029,1061001029,1061001029	0	5000	0	1
100	Lv305 肮脏蟒怪(物)	肮脏蟒怪(物),肮脏蟒怪(物),肮脏蟒怪(物),肮脏蟒怪(物),肮脏蟒怪(物),肮脏蟒怪(物)	1061001029,1061001029,1061001029,1061001029,1061001029,1061001029	0	5000	0	1
101	Lv305 肮脏蟒怪(物)	肮脏蟒怪(物),肮脏蟒怪(物),肮脏蟒怪(物),肮脏蟒怪(物),变身红衣女鬼(魔),变身红衣女鬼(魔)	1061001029,1061001029,1061001029,1061001029,1061000030,1061000030	0	5000	0	1
102	Lv310 变身红衣女鬼(魔)	变身红衣女鬼(魔),变身红衣女鬼(魔),变身红衣女鬼(魔),变身红衣女鬼(魔),变身红衣女鬼(魔),变身红衣女鬼(魔)	1061000030,1061000030,1061000030,1061000030,1061000030,1061000030	0	5000	0	1
103	Lv310 变身红衣女鬼(魔)	变身红衣女鬼(魔),变身红衣女鬼(魔),变身红衣女鬼(魔),变身红衣女鬼(魔),狡诈舞女(物),狡诈舞女(物)	1061000030,1061000030,1061000030,1061000030,1061001030,1061001030	0	5000	0	1
104	Lv315 狡诈舞女(物)	狡诈舞女(物),狡诈舞女(物),狡诈舞女(物),狡诈舞女(物),狡诈舞女(物),狡诈舞女(物)	1061001030,1061001030,1061001030,1061001030,1061001030,1061001030	0	5000	0	1
105	Lv315 狡诈舞女(物)	狡诈舞女(物),狡诈舞女(物),狡诈舞女(物),狡诈舞女(物),笨拙大蟒(魔),笨拙大蟒(魔)	1061001030,1061001030,1061001030,1061001030,1061000031,1061000031	0	5000	0	1
106	Lv320 笨拙大蟒(魔)	笨拙大蟒(魔),笨拙大蟒(魔),笨拙大蟒(魔),笨拙大蟒(魔),笨拙大蟒(魔),笨拙大蟒(魔)	1061000031,1061000031,1061000031,1061000031,1061000031,1061000031	0	5000	0	1
107	Lv320 笨拙大蟒(魔)	笨拙大蟒(魔),笨拙大蟒(魔),笨拙大蟒(魔),笨拙大蟒(魔),火鬼王(物),火鬼王(物)	1061000031,1061000031,1061000031,1061000031,1061000131,1061000131	0	5000	0	1
108	Lv325 火鬼王(物)	火鬼王(物),火鬼王(物),火鬼王(物),火鬼王(物),火鬼王(物),火鬼王(物)	1061000131,1061000131,1061000131,1061000131,1061000131,1061000131	0	5000	0	1
109	Lv325 火鬼王(物)	火鬼王(物),火鬼王(物),火鬼王(物),火鬼王(物),剧毒狂牙(魔),剧毒狂牙(魔)	1061000131,1061000131,1061000131,1061000131,1061000032,1061000032	0	5000	0	1
110	Lv330 剧毒狂牙(魔)	剧毒狂牙(魔),剧毒狂牙(魔),剧毒狂牙(魔),剧毒狂牙(魔),剧毒狂牙(魔),剧毒狂牙(魔)	1061000032,1061000032,1061000032,1061000032,1061000032,1061000032	0	5000	0	1
111	Lv330 剧毒狂牙(魔)	剧毒狂牙(魔),剧毒狂牙(魔),剧毒狂牙(魔),剧毒狂牙(魔),红衣邪使(物),红衣邪使(物)	1061000032,1061000032,1061000032,1061000032,1061000132,1061000132	0	5000	0	1
112	Lv335 红衣邪使(物)	红衣邪使(物),红衣邪使(物),红衣邪使(物),红衣邪使(物),红衣邪使(物),红衣邪使(物)	1061000132,1061000132,1061000132,1061000132,1061000132,1061000132	0	5000	0	1
113	Lv335 红衣邪使(物)	红衣邪使(物),红衣邪使(物),红衣邪使(物),红衣邪使(物),诡异红衣女(魔),诡异红衣女(魔)	1061000132,1061000132,1061000132,1061000132,1061000033,1061000033	0	5000	0	1
114	Lv340 诡异红衣女(魔)	诡异红衣女(魔),诡异红衣女(魔),诡异红衣女(魔),诡异红衣女(魔),红衣邪使(物),红衣邪使(物)	1061000033,1061000033,1061000033,1061000033,1061000033,1061000033	0	5000	0	1
115	Lv340 诡异红衣女(魔)	诡异红衣女(魔),诡异红衣女(魔),诡异红衣女(魔),诡异红衣女(魔),诡异红衣女(魔),诡异红衣女(魔)	1061000033,1061000033,1061000033,1061000033,1061000033,1061000033	0	5000	0	1
116	★ 千年蛇妖(魔)	千年蛇妖(魔),诡异红衣女(魔),诡异红衣女(魔),红衣邪使(物),红衣邪使(物)	1062000006,1061000033,1061000033,1061000132,1061000132	0	5000	0	1
117	Lv350 混乱发布者(物)	混乱发布者(物),混乱发布者(物),混乱发布者(物),混乱发布者(物),混乱发布者(物),混乱发布者(物)	1061000133,1061000133,1061000133,1061000133,1061000133,1061000133	0	5000	0	1
118	Lv350 混乱发布者(物)	混乱发布者(物),混乱发布者(物),混乱发布者(物),混乱发布者(物),邪恶医生(魔),邪恶医生(魔)	1061000133,1061000133,1061000133,1061000133,1061000134,1061000134	0	5000	0	1
119	Lv355 邪恶医生(魔)	邪恶医生(魔),邪恶医生(魔),邪恶医生(魔),邪恶医生(魔),邪恶医生(魔),邪恶医生(魔)	1061000134,1061000134,1061000134,1061000134,1061000134,1061000134	0	5000	0	1
