id	name	level	type	iconId	minQuality	maxQuality	point	token	money	repeatNumber	bindMode	remark	effect	useObject	propCDTime	hatred	skillId	expTimes	expMult	chatType	extLife	extMagic	addMoney	expPoint	intPoint	petId	dropId	gemAtt	isDel
1041010025	精致莲子	0	2	1141010021	2	2	50000	0	0	999	0	双击立即恢复生命1314000	1034010270	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041010026	精致喜糖	0	2	1141010022	2	2	50000	0	0	999	0	双击立即恢复生命1314000	1034010270	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041010027	五万生命荣誉药水	0	2	1141010027	1	1	3500	0	0	999	2	双击立即恢复生命50000	1034010247	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041010028	十万生命荣誉药水	0	2	1141010028	1	1	7000	0	0	999	2	双击立即恢复生命100000	1034010248	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041010029	二十万生命荣誉药水	0	2	1141010029	1	1	10000	0	0	999	2	双击立即恢复生命200000	1034010249	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041020001	超小型精力药水	0	2	1141020001	0	0	100	0	0	999	0	双击立即恢复精力2000	1034010218	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041020002	小型精力药水	0	2	1141020002	0	0	300	0	0	999	0	双击立即恢复精力4000	1034010219	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041020003	中型精力药水	0	2	1141020003	0	0	500	0	0	999	0	双击立即恢复精力8000	1034010220	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041020004	大型精力药水	0	2	1141020004	0	0	800	0	0	999	0	双击立即恢复精力12000	1034010221	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041020005	超大型精力药水	0	2	1141020005	0	0	1200	0	0	999	0	双击立即恢复精力16000	1034010222	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041020006	特效精力药水	0	2	1141020006	0	0	1600	0	0	999	0	双击立即恢复精力20000	1034010223	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041020007	巨型精力药水	0	2	1141020007	1	1	2000	0	0	999	0	双击立即恢复精力30000	1034010224	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041020008	超级蓝瓶	0	2	1141020008	1	1	2400	0	0	999	0	双击立即恢复精力40000	1034010225	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041020009	巨型蓝瓶	0	2	1141020009	1	1	2800	0	0	999	0	双击立即恢复精力45000	1034010226	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041020010	秘制蓝瓶	0	2	1141020010	1	1	3500	0	0	999	0	双击立即恢复精力50000	1034010227	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041020011	五万点精力药水	0	2	1141020010	1	1	3500	0	0	999	0	双击立即恢复精力50000	1034010250	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041020012	十万点精力药水	0	2	1141020010	1	1	7000	0	0	999	0	双击立即恢复精力100000	1034010251	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041020013	二十万点精力药水	0	2	1141020010	1	1	10000	0	0	999	0	双击立即恢复精力200000	1034010252	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041020014	五万精力荣誉药水	0	2	1141020014	1	1	3500	0	0	999	2	双击立即恢复精力50000	1034010250	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041020015	十万精力荣誉药水	0	2	1141020015	1	1	7000	0	0	999	2	双击立即恢复精力100000	1034010251	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041020016	二十万精力荣誉药水	0	2	1141020016	1	1	10000	0	0	999	2	双击立即恢复精力200000	1034010252	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041020017	五十万点精力药水	0	2	1141020017	1	1	15000	0	0	999	2	双击立即恢复精力500000	1034010294	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041020018	八十万点精力药水	0	2	1141020018	1	1	30000	0	0	999	2	双击立即恢复精力800000	1034010296	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041030001	紫药	0	2	1141030001	2	2	0	10	1	999	0	双击立即恢复全部生命精力	1034010235	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041030002	太阳水	0	2	1141030002	2	2	50000	0	0	999	0	双击立即恢复生命精力500000	1034010266	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041030003	糯米粽子	0	2	1141030003	2	2	30000	0	0	999	0	双击立即恢复生命精力300000	1034010293	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1041030004	玉液	0	2	1141030004	2	2	80000	0	0	999	2	双击立即恢复生命精力77万	1034010297	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041030005	金丹	0	2	1141030005	3	3	180000	0	0	999	2	双击立即恢复生命精力177万	1034010298	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041030006	月饼	0	2	1141030006	3	3	150000	0	0	999	2	双击立即恢复生命精力158万	1034010307	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1041000001	回城卷轴	0	7	1141000001	0	0	200	0	0	99	0	使用后回到最近的城镇	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1044070001	基础射门	3	8	1144070001	0	0	100	0	0	1	0	学会基础射门	0	1	0	0	1031020001	0	0	0	0	0	0	0	0	0	0	0	1
1044070402	流星火球（一级）	50	8	1144070001	0	0	100	0	0	1	0	学会流星火球一级	0	1	0	0	1031020201	0	0	0	0	0	0	0	0	0	0	0	1
1044070403	流星火球（二级）	150	8	1144070001	0	0	100	0	0	1	0	学会流星火球二级	0	1	0	0	1031020202	0	0	0	0	0	0	0	0	0	0	0	1
1044070401	流星火球（三级）	250	8	1144070001	0	0	100	0	0	1	0	学会流星火球三级	0	1	0	0	1031020203	0	0	0	0	0	0	0	0	0	0	0	1
1044070404	流星火球（四级）	350	8	1144070001	0	0	100	0	0	1	0	学会流星火球四级	0	1	0	0	1031020204	0	0	0	0	0	0	0	0	0	0	0	1
1044070405	流星火球（五级）	450	8	1144070001	0	0	100	0	0	1	0	学会流星火球五级	0	1	0	0	1031020205	0	0	0	0	0	0	0	0	0	0	0	1
1044070406	流星火球（六级）	550	8	1144070001	0	0	6600	0	0	1	0	学会流星火球六级	0	1	0	0	1031020206	0	0	0	0	0	0	0	0	0	0	0	1
1044070407	流星火球（七级）	650	8	1144070001	0	0	7800	0	0	1	0	学会流星火球七级	0	1	0	0	1031020207	0	0	0	0	0	0	0	0	0	0	0	1
1044070408	流星火球（八级）	750	8	1144070001	0	0	9000	0	0	1	0	学会流星火球八级	0	1	0	0	1031020208	0	0	0	0	0	0	0	0	0	0	0	1
1044070409	流星火球（九级）	850	8	1144070001	0	0	10200	0	0	1	0	学会流星火球九级	0	1	0	0	1031020209	0	0	0	0	0	0	0	0	0	0	0	1
1044070410	流星火球（十级）	950	8	1144070001	0	0	11400	0	0	1	0	学会流星火球十级	0	1	0	0	1031020210	0	0	0	0	0	0	0	0	0	0	0	1
1044070008	流星火球（八级）	400	8	1144070001	0	0	100	0	0	1	0	学会流星火球八级	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1044070207	回旋踢（一级）	100	8	1144070001	1	1	100	0	0	1	0	学会回旋踢一级	0	1	0	0	1031020101	0	0	0	0	0	0	0	0	0	0	0	1
1044070201	回旋踢（二级）	200	8	1144070001	1	1	100	0	0	1	0	学会回旋踢二级	0	1	0	0	1031020102	0	0	0	0	0	0	0	0	0	0	0	1
1044070202	回旋踢（三级）	300	8	1144070001	1	1	100	0	0	1	0	学会回旋踢三级	0	1	0	0	1031020103	0	0	0	0	0	0	0	0	0	0	0	1
1044070203	回旋踢（四级）	400	8	1144070001	1	1	100	0	0	1	0	学会回旋踢四级	0	1	0	0	1031020104	0	0	0	0	0	0	0	0	0	0	0	1
1044070204	回旋踢（五级）	500	8	1144070001	1	1	6000	0	0	1	0	学会回旋踢五级	0	1	0	0	1031020105	0	0	0	0	0	0	0	0	0	0	0	1
1044070205	回旋踢（六级）	600	8	1144070001	1	1	7200	0	0	1	0	学会回旋踢六级	0	1	0	0	1031020106	0	0	0	0	0	0	0	0	0	0	0	1
1044070206	回旋踢（七级）	700	8	1144070001	1	1	8400	0	0	1	0	学会回旋踢七级	0	1	0	0	1031020107	0	0	0	0	0	0	0	0	0	0	0	1
1044070208	回旋踢（八级）	800	8	1144070001	1	1	9600	0	0	1	0	学会回旋踢八级	0	1	0	0	1031020108	0	0	0	0	0	0	0	0	0	0	0	1
1044070209	回旋踢（九级）	900	8	1144070001	1	1	10800	0	0	1	0	学会回旋踢九级	0	1	0	0	1031020109	0	0	0	0	0	0	0	0	0	0	0	1
1044070210	回旋踢（十级）	1000	8	1144070001	1	1	12000	0	0	1	0	学会回旋踢十级	0	1	0	0	1031020110	0	0	0	0	0	0	0	0	0	0	0	1
1044070301	铲射（一级）	250	8	1144070001	2	2	100	0	0	1	0	学会铲射一级	0	1	0	0	1031020301	0	0	0	0	0	0	0	0	0	0	0	1
1044070302	铲射（二级）	400	8	1144070001	2	2	100	0	0	1	0	学会铲射二级	0	1	0	0	1031020302	0	0	0	0	0	0	0	0	0	0	0	1
1044070303	铲射（三级）	550	8	1144070001	2	2	6600	0	0	1	0	学会铲射三级	0	1	0	0	1031020303	0	0	0	0	0	0	0	0	0	0	0	1
1044070304	铲射（四级）	700	8	1144070001	2	2	8400	0	0	1	0	学会铲射四级	0	1	0	0	1031020304	0	0	0	0	0	0	0	0	0	0	0	1
1044070305	铲射（五级）	850	8	1144070001	2	2	10200	0	0	1	0	学会铲射五级	0	1	0	0	1031020305	0	0	0	0	0	0	0	0	0	0	0	1
1044070306	铲射（六级）	1000	8	1144070001	2	2	12000	0	0	1	0	学会铲射六级	0	1	0	0	1031020306	0	0	0	0	0	0	0	0	0	0	0	1
1044070501	曲线式射门（一级）	1100	8	1144070001	2	2	13200	0	0	1	0	学会曲线式射门一级	0	1	0	0	1031020401	0	0	0	0	0	0	0	0	0	0	0	1
1044070502	曲线式射门（二级）	1200	8	1144070001	2	2	14400	0	0	1	0	学会曲线式射门二级	0	1	0	0	1031020402	0	0	0	0	0	0	0	0	0	0	0	1
1044070503	曲线式射门（三级）	1300	8	1144070001	2	2	15600	0	0	1	0	学会曲线式射门三级	0	1	0	0	1031020403	0	0	0	0	0	0	0	0	0	0	0	1
1044070504	曲线式射门（四级）	1400	8	1144070001	2	2	16800	0	0	1	0	学会曲线式射门四级	0	1	0	0	1031020404	0	0	0	0	0	0	0	0	0	0	0	1
1044070505	曲线式射门（五级）	1500	8	1144070001	2	2	18000	0	0	1	0	学会曲线式射门五级	0	1	0	0	1031020405	0	0	0	0	0	0	0	0	0	0	0	1
1044070601	旋转霹雳球（一级）	1100	8	1144070001	2	2	13200	0	0	1	0	学会旋转霹雳球一级	0	1	0	0	1031020501	0	0	0	0	0	0	0	0	0	0	0	1
1044070602	旋转霹雳球（二级）	1200	8	1144070001	2	2	14400	0	0	1	0	学会旋转霹雳球二级	0	1	0	0	1031020502	0	0	0	0	0	0	0	0	0	0	0	1
1044070603	旋转霹雳球（三级）	1300	8	1144070001	2	2	15600	0	0	1	0	学会旋转霹雳球三级	0	1	0	0	1031020503	0	0	0	0	0	0	0	0	0	0	0	1
1044070604	旋转霹雳球（四级）	1400	8	1144070001	2	2	16800	0	0	1	0	学会旋转霹雳球四级	0	1	0	0	1031020504	0	0	0	0	0	0	0	0	0	0	0	1
1044070605	旋转霹雳球（五级）	1500	8	1144070001	2	2	18000	0	0	1	0	学会旋转霹雳球五级	0	1	0	0	1031020505	0	0	0	0	0	0	0	0	0	0	0	1
1044070606	旋转霹雳球（六级）	1600	8	1144070001	2	2	160000	0	0	1	0	学会旋转霹雳球六级	0	1	0	0	1031020506	0	0	0	0	0	0	0	0	0	0	0	1
1044070607	旋转霹雳球（七级）	1700	8	1144070001	2	2	170000	0	0	1	0	学会旋转霹雳球七级	0	1	0	0	1031020507	0	0	0	0	0	0	0	0	0	0	0	1
1044070608	旋转霹雳球（八级）	1800	8	1144070001	2	2	180000	0	0	1	0	学会旋转霹雳球八级	0	1	0	0	1031020508	0	0	0	0	0	0	0	0	0	0	0	1
1044070609	旋转霹雳球（九级）	1900	8	1144070001	2	2	190000	0	0	1	0	学会旋转霹雳球九级	0	1	0	0	1031020509	0	0	0	0	0	0	0	0	0	0	0	1
1044070610	旋转霹雳球（十级）	2000	8	1144070001	2	2	200000	0	0	1	0	学会旋转霹雳球十级	0	1	0	0	1031020510	0	0	0	0	0	0	0	0	0	0	0	1
1044070611	旋转霹雳球（十一级）	3000	8	1144070001	2	2	300000	0	0	1	0	学会旋转霹雳球十一级	0	1	0	0	1031020511	0	0	0	0	0	0	0	0	0	0	0	1
1044070612	旋转霹雳球（十二级）	3200	8	1144070001	2	2	320000	0	0	1	0	学会旋转霹雳球十二级	0	1	0	0	1031020512	0	0	0	0	0	0	0	0	0	0	0	1
1044070613	旋转霹雳球（十三级）	3400	8	1144070001	2	2	340000	0	0	1	0	学会旋转霹雳球十三级	0	1	0	0	1031020513	0	0	0	0	0	0	0	0	0	0	0	1
1044070614	旋转霹雳球（十四级）	3600	8	1144070001	2	2	360000	0	0	1	0	学会旋转霹雳球十四级	0	1	0	0	1031020514	0	0	0	0	0	0	0	0	0	0	0	1
1044070615	旋转霹雳球（十五级）	3800	8	1144070001	2	2	380000	0	0	1	0	学会旋转霹雳球十五级	0	1	0	0	1031020515	0	0	0	0	0	0	0	0	0	0	0	1
1044070616	旋转霹雳球（十六级）	4000	8	1144070001	2	2	400000	0	0	1	0	学会旋转霹雳球十六级	0	1	0	0	1031020516	0	0	0	0	0	0	0	0	0	0	0	1
1044070617	旋转霹雳球（十七级）	4800	8	1144070001	2	2	480000	0	0	1	0	旋转霹雳球（十七级）	0	1	0	0	1031020517	0	0	0	0	0	0	0	0	0	0	0	1
1044070618	旋转霹雳球（十八级）	5000	8	1144070001	2	2	500000	0	0	1	0	旋转霹雳球（十八级）	0	1	0	0	1031020518	0	0	0	0	0	0	0	0	0	0	0	1
1044070619	旋转霹雳球（十九级）	5200	8	1144070001	2	2	520000	0	0	1	0	旋转霹雳球（十九级）	0	1	0	0	1031020519	0	0	0	0	0	0	0	0	0	0	0	1
1044070620	旋转霹雳球（二十级）	5400	8	1144070001	2	2	540000	0	0	1	0	旋转霹雳球（二十级）	0	1	0	0	1031020520	0	0	0	0	0	0	0	0	0	0	0	1
1044070621	旋转霹雳球（二十一级）	5600	8	1144070001	2	2	560000	0	0	1	0	旋转霹雳球（二十一级）	0	1	0	0	1031020521	0	0	0	0	0	0	0	0	0	0	0	1
1044070801	猛虎式射门（一级）	3200	8	1144070001	2	2	320000	0	0	1	0	学会猛虎式射门一级	0	1	0	0	1031020601	0	0	0	0	0	0	0	0	0	0	0	1
1044070802	猛虎式射门（二级）	3500	8	1144070001	2	2	350000	0	0	1	0	学会猛虎式射门二级	0	1	0	0	1031020602	0	0	0	0	0	0	0	0	0	0	0	1
1044070803	猛虎式射门（三级）	3800	8	1144070001	2	2	380000	0	0	1	0	学会猛虎式射门三级	0	1	0	0	1031020603	0	0	0	0	0	0	0	0	0	0	0	1
1044070804	猛虎式射门（四级）	4100	8	1144070001	2	2	410000	0	0	1	0	学会猛虎式射门四级	0	1	0	0	1031020604	0	0	0	0	0	0	0	0	0	0	0	1
1044070805	猛虎式射门（五级）	4400	8	1144070001	2	2	440000	0	0	1	0	学会猛虎式射门五级	0	1	0	0	1031020605	0	0	0	0	0	0	0	0	0	0	0	1
1044080001	飞火流星（一级）	1	8	1144080001	1	1	500	0	0	1	0	学会飞火流星一级	0	1	0	0	1031160001	0	0	0	0	0	0	0	0	0	0	0	1
1044080002	飞火流星（二级）	200	8	1144080001	1	1	100000	0	0	1	0	学会飞火流星二级	0	1	0	0	1031160002	0	0	0	0	0	0	0	0	0	0	0	1
1044080003	飞火流星（三级）	400	8	1144080001	1	1	200000	0	0	1	0	学会飞火流星三级	0	1	0	0	1031160003	0	0	0	0	0	0	0	0	0	0	0	1
1044080004	飞火流星（四级）	600	8	1144080001	1	1	300000	0	0	1	0	学会飞火流星四级	0	1	0	0	1031160004	0	0	0	0	0	0	0	0	0	0	0	1
1044080005	飞火流星（五级）	800	8	1144080001	1	1	400000	0	0	1	0	学会飞火流星五级	0	1	0	0	1031160005	0	0	0	0	0	0	0	0	0	0	0	1
1044080006	飞火流星（六级）	1000	8	1144080001	1	1	500000	0	0	1	0	学会飞火流星六级	0	1	0	0	1031160006	0	0	0	0	0	0	0	0	0	0	0	1
1044080007	飞火流星（七级）	1200	8	1144080001	1	1	600000	0	0	1	0	学会飞火流星七级	0	1	0	0	1031160007	0	0	0	0	0	0	0	0	0	0	0	1
1044080008	飞火流星（八级）	1400	8	1144080001	1	1	700000	0	0	1	0	学会飞火流星八级	0	1	0	0	1031160008	0	0	0	0	0	0	0	0	0	0	0	1
1044080009	飞火流星（九级）	1600	8	1144080001	1	1	800000	0	0	1	0	学会飞火流星九级	0	1	0	0	1031160009	0	0	0	0	0	0	0	0	0	0	0	1
1044080010	飞火流星（十级）	1800	8	1144080001	1	1	900000	0	0	1	0	学会飞火流星十级	0	1	0	0	1031160010	0	0	0	0	0	0	0	0	0	0	0	1
1044080011	飞火流星（十一级）	2000	8	1144080001	1	1	1000000	0	0	1	0	学会飞火流星十一级	0	1	0	0	1031160011	0	0	0	0	0	0	0	0	0	0	0	1
1044080012	飞火流星（十二级）	2200	8	1144080001	1	1	1100000	0	0	1	0	学会飞火流星十二级	0	1	0	0	1031160012	0	0	0	0	0	0	0	0	0	0	0	1
1044080013	飞火流星（十三级）	2400	8	1144080001	1	1	1200000	0	0	1	0	学会飞火流星十三级	0	1	0	0	1031160013	0	0	0	0	0	0	0	0	0	0	0	1
1044080014	飞火流星（十四级）	2600	8	1144080001	1	1	1300000	0	0	1	0	学会飞火流星十四级	0	1	0	0	1031160014	0	0	0	0	0	0	0	0	0	0	0	1
1044080015	飞火流星（十五级）	2800	8	1144080001	1	1	1400000	0	0	1	0	学会飞火流星十五级	0	1	0	0	1031160015	0	0	0	0	0	0	0	0	0	0	0	1
1044080016	飞火流星（十六级）	3000	8	1144080001	1	1	1500000	0	0	1	0	学会飞火流星十六级	0	1	0	0	1031160016	0	0	0	0	0	0	0	0	0	0	0	1
1044080017	飞火流星（十七级）	3200	8	1144080001	1	1	1600000	0	0	1	0	学会飞火流星十七级	0	1	0	0	1031160017	0	0	0	0	0	0	0	0	0	0	0	1
1044080018	飞火流星（十八级）	3400	8	1144080001	1	1	1700000	0	0	1	0	学会飞火流星十八级	0	1	0	0	1031160018	0	0	0	0	0	0	0	0	0	0	0	1
1044080019	飞火流星（十九级）	3600	8	1144080001	1	1	1800000	0	0	1	0	学会飞火流星十九级	0	1	0	0	1031160019	0	0	0	0	0	0	0	0	0	0	0	1
1044080020	飞火流星（二十级）	3800	8	1144080001	1	1	1900000	0	0	1	0	学会飞火流星二十级	0	1	0	0	1031160020	0	0	0	0	0	0	0	0	0	0	0	1
1044080021	飞火流星（二十一级）	4000	8	1144080001	1	1	2000000	0	0	1	0	学会飞火流星二十一级	0	1	0	0	1031160021	0	0	0	0	0	0	0	0	0	0	0	1
1044080101	圆月弯刀（一级）	200	8	1144080001	2	2	100000	0	0	1	0	学会圆月弯刀一级	0	1	0	0	1031160101	0	0	0	0	0	0	0	0	0	0	0	1
1044080102	圆月弯刀（二级）	800	8	1144080001	2	2	400000	0	0	1	0	学会圆月弯刀二级	0	1	0	0	1031160102	0	0	0	0	0	0	0	0	0	0	0	1
1044080103	圆月弯刀（三级）	1400	8	1144080001	2	2	700000	0	0	1	0	学会圆月弯刀三级	0	1	0	0	1031160103	0	0	0	0	0	0	0	0	0	0	0	1
1044080104	圆月弯刀（四级）	2000	8	1144080001	2	2	1000000	0	0	1	0	学会圆月弯刀四级	0	1	0	0	1031160104	0	0	0	0	0	0	0	0	0	0	0	1
1044080105	圆月弯刀（五级）	2600	8	1144080001	2	2	1300000	0	0	1	0	学会圆月弯刀五级	0	1	0	0	1031160105	0	0	0	0	0	0	0	0	0	0	0	1
1044080106	圆月弯刀（六级）	3200	8	1144080001	2	2	1600000	0	0	1	0	学会圆月弯刀六级	0	1	0	0	1031160106	0	0	0	0	0	0	0	0	0	0	0	1
1044080107	圆月弯刀（七级）	3800	8	1144080001	2	2	1900000	0	0	1	0	学会圆月弯刀七级	0	1	0	0	1031160107	0	0	0	0	0	0	0	0	0	0	0	1
1044080108	圆月弯刀（八级）	4400	8	1144080001	2	2	2200000	0	0	1	0	学会圆月弯刀八级	0	1	0	0	1031160108	0	0	0	0	0	0	0	0	0	0	0	1
1044080109	圆月弯刀（九级）	5000	8	1144080001	2	2	2500000	0	0	1	0	学会圆月弯刀九级	0	1	0	0	1031160109	0	0	0	0	0	0	0	0	0	0	0	1
1044080110	圆月弯刀（十级）	5600	8	1144080001	2	2	2800000	0	0	1	0	学会圆月弯刀十级	0	1	0	0	1031160110	0	0	0	0	0	0	0	0	0	0	0	1
1044080111	圆月弯刀（十一级）	6200	8	1144080001	2	2	3100000	0	0	1	0	学会圆月弯刀十一级	0	1	0	0	1031160111	0	0	0	0	0	0	0	0	0	0	0	1
1044080112	圆月弯刀（十二级）	6800	8	1144080001	2	2	3400000	0	0	1	0	学会圆月弯刀十二级	0	1	0	0	1031160112	0	0	0	0	0	0	0	0	0	0	0	1
1044080301	飞龙在天（一级）	1900	8	1144080001	2	2	950000	0	0	1	0	学会飞龙在天一级	0	1	0	0	1031160201	0	0	0	0	0	0	0	0	0	0	0	1
1044080302	飞龙在天（二级）	2100	8	1144080001	2	2	1050000	0	0	1	0	学会飞龙在天二级	0	1	0	0	1031160202	0	0	0	0	0	0	0	0	0	0	0	1
1044080303	飞龙在天（三级）	2400	8	1144080001	2	2	1200000	0	0	1	0	学会飞龙在天三级	0	1	0	0	1031160203	0	0	0	0	0	0	0	0	0	0	0	1
1044080304	飞龙在天（四级）	2700	8	1144080001	2	2	1350000	0	0	1	0	学会飞龙在天四级	0	1	0	0	1031160204	0	0	0	0	0	0	0	0	0	0	0	1
1044080305	飞龙在天（五级）	3000	8	1144080001	2	2	1500000	0	0	1	0	学会飞龙在天五级	0	1	0	0	1031160205	0	0	0	0	0	0	0	0	0	0	0	1
1044080306	飞龙在天（六级）	3300	8	1144080001	2	2	1650000	0	0	1	0	学会飞龙在天六级	0	1	0	0	1031160206	0	0	0	0	0	0	0	0	0	0	0	1
1044080307	飞龙在天（七级）	3600	8	1144080001	2	2	1800000	0	0	1	0	学会飞龙在天七级	0	1	0	0	1031160207	0	0	0	0	0	0	0	0	0	0	0	1
1044080308	飞龙在天（八级）	3900	8	1144080001	2	2	1950000	0	0	1	0	学会飞龙在天八级	0	1	0	0	1031160208	0	0	0	0	0	0	0	0	0	0	0	1
