id	name	level	effectList	effectRangeList	targetType	profession	weaponType	CDTimer	rate2	rate3	magic	hate	iconId	order	type
1031020106	回旋踢	6	1034020127:0:0	2	2:0:0	7:0:0:0:0:0:0	0	0	0	0	1200	0	1131020201	3	0
1031020107	回旋踢	7	1034020128:0:0	2	2:0:0	7:0:0:0:0:0:0	0	0	0	0	1400	0	1131020201	3	0
1031020108	回旋踢	8	1034020121:0:0	2	2:0:0	7:0:0:0:0:0:0	0	0	0	0	1600	0	1131020201	3	0
1031020109	回旋踢	9	1034020134:0:0	2	2:0:0	7:0:0:0:0:0:0	0	0	0	0	1800	0	1131020201	3	0
1031020110	回旋踢	10	1034020132:0:0	2	2:0:0	7:0:0:0:0:0:0	0	0	0	0	2000	0	1131020201	3	0
1031020301	铲射	1	1034020101:1034020315:0	1	2:2:0	7:0:0:0:0:0:0	0	0	10000	0	600	0	1131070201	4	0
1031020302	铲射	2	1034020101:1034020322:0	1	2:2:0	7:0:0:0:0:0:0	0	0	10000	0	800	0	1131070201	4	0
1031020303	铲射	3	1034020101:1034020323:0	1	2:2:0	7:0:0:0:0:0:0	0	0	10000	0	1000	0	1131070201	4	0
1031020304	铲射	4	1034020101:1034020324:0	1	2:2:0	7:0:0:0:0:0:0	0	0	10000	0	1400	0	1131070201	4	0
1031020305	铲射	5	1034020101:1034020325:0	1	2:2:0	7:0:0:0:0:0:0	0	0	10000	0	1800	0	1131070201	4	0
1031020306	铲射	6	1034020101:1034020327:0	1	2:2:0	7:0:0:0:0:0:0	0	0	10000	0	2200	0	1131070201	4	0
1031020401	曲线式射门	1	1034020131:0:0	1	2:0:0	7:0:0:0:0:0:0	0	0	0	0	2500	0	1131070301	6	0
1031020402	曲线式射门	2	1034020143:0:0	1	2:0:0	7:0:0:0:0:0:0	0	0	0	0	3000	0	1131070301	6	0
1031020403	曲线式射门	3	1034020144:0:0	1	2:0:0	7:0:0:0:0:0:0	0	0	0	0	3500	0	1131070301	6	0
1031020404	曲线式射门	4	1034020145:0:0	1	2:0:0	7:0:0:0:0:0:0	0	0	0	0	4000	0	1131070301	6	0
1031020405	曲线式射门	5	1034020146:0:0	1	2:0:0	7:0:0:0:0:0:0	0	0	0	0	4500	0	1131070301	6	0
1031020501	旋转霹雳球	1	1034020120:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	3000	0	1131020501	7	0
1031020502	旋转霹雳球	2	1034020105:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	3200	0	1131020501	7	0
1031020503	旋转霹雳球	3	1034020126:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	3400	0	1131020501	7	0
1031020504	旋转霹雳球	4	1034020110:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	3600	0	1131020501	7	0
1031020505	旋转霹雳球	5	1034020127:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	3800	0	1131020501	7	0
1031020506	旋转霹雳球	6	1034020111:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	4000	0	1131020501	7	0
1031020507	旋转霹雳球	7	1034020128:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	4200	0	1131020501	7	0
1031020508	旋转霹雳球	8	1034020113:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	4400	0	1131020501	7	0
1031020509	旋转霹雳球	9	1034020121:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	4600	0	1131020501	7	0
1031020510	旋转霹雳球	10	1034020114:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	4800	0	1131020501	7	0
1031020511	旋转霹雳球	11	1034020160:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	6100	0	1131020501	7	0
1031020512	旋转霹雳球	12	1034020161:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	7400	0	1131020501	7	0
1031020513	旋转霹雳球	13	1034020162:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	8700	0	1131020501	7	0
1031020514	旋转霹雳球	14	1034020163:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	10000	0	1131020501	7	0
1031020515	旋转霹雳球	15	1034020151:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	11300	0	1131020501	7	0
1031020516	旋转霹雳球	16	1034020164:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	12600	0	1131020501	7	0
1031020517	旋转霹雳球	17	1034020170:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	13900	0	1131020501	7	0
1031020518	旋转霹雳球	18	1034020171:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	15200	0	1131020501	7	0
1031020519	旋转霹雳球	19	1034020172:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	16500	0	1131020501	7	0
1031020520	旋转霹雳球	20	1034020147:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	17800	0	1131020501	7	0
1031020521	旋转霹雳球	21	1034020173:0:0	3	2:0:0	7:0:0:0:0:0:0	0	0	0	0	19100	0	1131020501	7	0
1031020601	猛虎式射门	1	1034020132:1034020329:0	1	2:2:0	7:0:0:0:0:0:0	0	0	10000	0	8000	0	1131070401	10	0
1031020602	猛虎式射门	2	1034020151:1034020330:0	1	2:2:0	7:0:0:0:0:0:0	0	0	10000	0	12000	0	1131070401	10	0
1031020603	猛虎式射门	3	1034020135:1034020331:0	1	2:2:0	7:0:0:0:0:0:0	0	0	10000	0	16000	0	1131070401	10	0
1031020604	猛虎式射门	4	1034020156:1034020332:0	1	2:2:0	7:0:0:0:0:0:0	0	0	10000	0	20000	0	1131070401	10	0
1031020605	猛虎式射门	5	1034020136:1034020339:0	1	2:2:0	7:0:0:0:0:0:0	0	0	10000	0	24000	0	1131070401	10	0
1031010001	生锈火箭筒射击	1	1034020107:1034020301:0	1	2:2:0	5:0:0:0:0:0:0	0	0	10000	0	50	0	1131010001	1	0
1031010002	生锈火箭筒射击	2	1034020108:1034020303:0	1	2:2:0	5:0:0:0:0:0:0	0	0	10000	0	200	0	1131010001	1	0
1031010003	生锈火箭筒射击	3	1034020119:1034020305:0	1	2:2:0	5:0:0:0:0:0:0	0	0	10000	0	300	0	1131010001	1	0
1031010004	生锈火箭筒射击	4	1034020125:1034020307:0	1	2:2:0	5:0:0:0:0:0:0	0	0	10000	0	400	0	1131010001	1	0
1031010005	生锈火箭筒射击	5	1034020105:1034020309:0	1	2:2:0	5:0:0:0:0:0:0	0	0	10000	0	500	0	1131010001	1	0
1031010006	生锈火箭筒射击	6	1034020110:1034020308:0	1	2:2:0	5:0:0:0:0:0:0	0	0	10000	0	600	0	1131010001	1	0
1031010007	生锈火箭筒射击	7	1034020111:1034020317:0	1	2:2:0	5:0:0:0:0:0:0	0	0	10000	0	700	0	1131010001	1	0
1031010008	生锈火箭筒射击	8	1034020113:1034020318:0	1	2:2:0	5:0:0:0:0:0:0	0	0	10000	0	800	0	1131010001	1	0
1031010009	生锈火箭筒射击	9	1034020114:1034020319:0	1	2:2:0	5:0:0:0:0:0:0	0	0	10000	0	900	0	1131010001	1	0
1031010010	生锈火箭筒射击	10	1034020133:1034020320:0	1	2:2:0	5:0:0:0:0:0:0	0	0	10000	0	1000	0	1131010001	1	0
1031010011	生锈火箭筒射击	11	1034020132:1034020315:0	1	2:2:0	5:0:0:0:0:0:0	0	0	10000	0	1200	0	1131010001	1	0
1031010012	生锈火箭筒射击	12	1034020151:1034020316:0	1	2:2:0	5:0:0:0:0:0:0	0	0	10000	0	1400	0	1131010001	1	0
1031010013	生锈火箭筒射击	13	1034020135:1034020321:0	1	2:2:0	5:0:0:0:0:0:0	0	0	10000	0	1600	0	1131010001	1	0
1031010014	生锈火箭筒射击	14	1034020156:1034020322:0	1	2:2:0	5:0:0:0:0:0:0	0	0	10000	0	1800	0	1131010001	1	0
1031010015	生锈火箭筒射击	15	1034020136:1034020341:0	1	2:2:0	5:0:0:0:0:0:0	0	0	10000	0	2000	0	1131010001	1	0
1031050006	战斗号角	1	1033010801:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	100	0	1131050001	2	0
1031050007	战斗号角	2	1033010802:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	200	0	1131050001	2	0
1031050001	战斗号角	3	1033010803:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	300	0	1131050001	2	0
1031050002	战斗号角	4	1033010804:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	400	0	1131050001	2	0
1031050003	战斗号角	5	1033010805:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	500	0	1131050001	2	0
1031050004	战斗号角	6	1033010806:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	600	0	1131050001	2	0
1031050005	战斗号角	7	1033010807:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	700	0	1131050001	2	0
1031050008	战斗号角	8	1033010808:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	800	0	1131050001	2	0
1031050009	战斗号角	9	1033010809:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	900	0	1131050001	2	0
1031050010	战斗号角	10	1033010810:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	1000	0	1131050001	2	0
1031050101	导弹追踪	1	1034020333:0:0	1	2:0:0	5:0:0:0:0:0:0	0	30000	0	0	1000	0	1131120101	3	0
1031050102	导弹追踪	2	1034020334:0:0	1	2:0:0	5:0:0:0:0:0:0	0	30000	0	0	2000	0	1131120101	3	0
1031050103	导弹追踪	3	1034020335:0:0	1	2:0:0	5:0:0:0:0:0:0	0	30000	0	0	3000	0	1131120101	3	0
1031050104	导弹追踪	4	1034020336:0:0	1	2:0:0	5:0:0:0:0:0:0	0	30000	0	0	4000	0	1131120101	3	0
1031050105	导弹追踪	5	1034020337:0:0	1	2:0:0	5:0:0:0:0:0:0	0	30000	0	0	5000	0	1131120101	3	0
1031050106	导弹追踪	6	1034020338:0:0	1	2:0:0	5:0:0:0:0:0:0	0	30000	0	0	6000	0	1131120101	3	0
1031050201	格斗技巧	1	1033011001:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	500	0	1131050601	5	0
1031050202	格斗技巧	2	1033011002:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	1000	0	1131050601	5	0
1031050203	格斗技巧	3	1033011003:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	1500	0	1131050601	5	0
1031050204	格斗技巧	4	1033011004:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	2000	0	1131050601	5	0
1031050301	爆炸汽油弹	1	1034020101:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	1000	0	1131050302	4	0
1031050302	爆炸汽油弹	2	1034020103:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	1200	0	1131050302	4	0
1031050303	爆炸汽油弹	3	1034020104:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	1400	0	1131050302	4	0
1031050304	爆炸汽油弹	4	1034020122:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	1600	0	1131050302	4	0
1031050305	爆炸汽油弹	5	1034020120:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	1800	0	1131050302	4	0
1031050306	爆炸汽油弹	6	1034020126:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	2000	0	1131050302	4	0
1031050307	爆炸汽油弹	7	1034020127:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	2200	0	1131050302	4	0
1031050308	爆炸汽油弹	8	1034020128:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	2400	0	1131050302	4	0
1031050309	爆炸汽油弹	9	1034020114:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	2800	0	1131050302	4	0
1031050310	爆炸汽油弹	10	1034020132:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	3200	0	1131050302	4	0
1031050311	爆炸汽油弹	11	1034020151:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	5050	0	1131050302	4	0
1031050312	爆炸汽油弹	12	1034020135:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	6100	0	1131050302	4	0
1031050313	爆炸汽油弹	13	1034020156:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	7150	0	1131050302	4	0
1031050314	爆炸汽油弹	14	1034020136:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	8200	0	1131050302	4	0
1031050315	爆炸汽油弹	15	1034020147:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	9250	0	1131050302	4	0
1031050316	爆炸汽油弹	16	1034020139:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	10300	0	1131050302	4	0
1031050317	爆炸汽油弹	17	1034020148:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	11350	0	1131050302	4	0
1031050318	爆炸汽油弹	18	1034020137:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	12400	0	1131050302	4	0
1031050319	爆炸汽油弹	19	1034020149:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	13450	0	1131050302	4	0
1031050320	爆炸汽油弹	20	1034020140:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	14500	0	1131050302	4	0
1031050321	爆炸汽油弹	21	1034020150:0:0	2	2:0:0	5:0:0:0:0:0:0	0	0	0	0	15550	0	1131050302	4	0
1031050401	特种兵体能训练	1	1033010901:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	3000	0	1131050801	7	0
1031050402	特种兵体能训练	2	1033010902:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	4000	0	1131050801	7	0
1031050403	特种兵体能训练	3	1033010903:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	5000	0	1131050801	7	0
1031050404	特种兵体能训练	4	1033010904:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	6000	0	1131050801	7	0
1031050405	特种兵体能训练	5	1033010905:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	7000	0	1131050801	7	0
1031050501	野性激发	1	1033012901:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	2200	0	1131110301	8	0
1031050502	野性激发	2	1033012902:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	2400	0	1131110301	8	0
1031050503	野性激发	3	1033012903:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	2600	0	1131110301	8	0
1031050504	野性激发	4	1033012904:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	2800	0	1131110301	8	0
1031050505	野性激发	5	1033012905:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	3000	0	1131110301	8	0
1031050506	野性激发	6	1033012906:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	3200	0	1131110301	8	0
1031050507	野性激发	7	1033012907:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	3400	0	1131110301	8	0
1031050508	野性激发	8	1033012908:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	3600	0	1131110301	8	0
1031050509	野性激发	9	1033012909:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	3800	0	1131110301	8	0
1031050510	野性激发	10	1033012910:0:0	5	1:0:0	5:0:0:0:0:0:0	0	0	0	0	4000	0	1131110301	8	0
1031050601	瓦解意志	1	1033021001:0:0	5	2:0:0	-1:0:0:0:0:0:0	0	0	0	0	4000	0	1131050701	10	0
1031050602	瓦解意志	2	1033021002:0:0	5	2:0:0	-1:0:0:0:0:0:0	0	0	0	0	4500	0	1131050701	10	0
1031050603	瓦解意志	3	1033021003:0:0	5	2:0:0	-1:0:0:0:0:0:0	0	0	0	0	5000	0	1131050701	10	0
1031050701	穿甲弹	1	1034020132:1034020340:0	1	2:2:0	5:0:0:0:0:0:0	0	0	10000	0	8000	0	1131060601	12	0
1031050702	穿甲弹	2	1034020151:1034020329:0	1	2:2:0	5:0:0:0:0:0:0	0	0	10000	0	12000	0	1131060601	12	0
1031050703	穿甲弹	3	1034020135:1034020330:0	1	2:2:0	5:0:0:0:0:0:0	0	0	10000	0	16000	0	1131060601	12	0
1031050704	穿甲弹	4	1034020156:1034020331:0	1	2:2:0	5:0:0:0:0:0:0	0	0	10000	0	20000	0	1131060601	12	0
1031050705	穿甲弹	5	1034020136:1034020332:0	1	2:2:0	5:0:0:0:0:0:0	0	0	10000	0	24000	0	1131060601	12	0
1031030301	飞针	1	1034020103:0:0	1	2:0:0	10:0:0:0:0:0:0	0	0	0	0	200	0	1131030101	3	0
1031030302	飞针	2	1034020122:0:0	1	2:0:0	10:0:0:0:0:0:0	0	0	0	0	400	0	1131030101	3	0
1031030303	飞针	3	1034020126:0:0	1	2:0:0	10:0:0:0:0:0:0	0	0	0	0	600	0	1131030101	3	0
1031030304	飞针	4	1034020128:0:0	1	2:0:0	10:0:0:0:0:0:0	0	0	0	0	800	0	1131030101	3	0
1031030305	飞针	5	1034020134:0:0	1	2:0:0	10:0:0:0:0:0:0	0	0	0	0	1000	0	1131030101	3	0
1031030306	飞针	6	1034020135:0:0	1	2:0:0	10:0:0:0:0:0:0	0	0	0	0	1200	0	1131030101	3	0
1031030307	飞针	7	1034020136:0:0	1	2:0:0	10:0:0:0:0:0:0	0	0	0	0	1400	0	1131030101	3	0
1031030308	飞针	8	1034020139:0:0	1	2:0:0	10:0:0:0:0:0:0	0	0	0	0	1600	0	1131030101	3	0
1031030309	飞针	9	1034020137:0:0	1	2:0:0	10:0:0:0:0:0:0	0	0	0	0	1800	0	1131030101	3	0
1031030310	飞针	10	1034020140:0:0	1	2:0:0	10:0:0:0:0:0:0	0	0	0	0	2000	0	1131030101	3	0
1031030201	急救	1	1034010228:0:0	1	1:0:0	10:0:0:0:0:0:0	0	10000	0	0	200	0	1131030201	1	0
1031030202	急救	2	1034010206:0:0	1	1:0:0	10:0:0:0:0:0:0	0	10000	0	0	400	0	1131030201	1	0
1031030203	急救	3	1034010229:0:0	1	1:0:0	10:0:0:0:0:0:0	0	10000	0	0	600	0	1131030201	1	0
1031030204	急救	4	1034010233:0:0	1	1:0:0	10:0:0:0:0:0:0	0	10000	0	0	800	0	1131030201	1	0
1031030205	急救	5	1034010234:0:0	1	1:0:0	10:0:0:0:0:0:0	0	10000	0	0	1000	0	1131030201	1	0
1031030206	急救	6	1034010236:0:0	1	1:0:0	10:0:0:0:0:0:0	0	10000	0	0	1200	0	1131030201	1	0
1031030207	急救	7	1034010237:0:0	1	1:0:0	10:0:0:0:0:0:0	0	10000	0	0	1400	0	1131030201	1	0
1031030208	急救	8	1034010238:0:0	1	1:0:0	10:0:0:0:0:0:0	0	10000	0	0	1600	0	1131030201	1	0
1031030209	急救	9	1034010239:0:0	1	1:0:0	10:0:0:0:0:0:0	0	10000	0	0	1800	0	1131030201	1	0
1031030210	急救	10	1034010240:0:0	1	1:0:0	10:0:0:0:0:0:0	0	10000	0	0	2000	0	1131030201	1	0
1031030101	人体学	1	1033012601:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	100	0	1131060201	2	0
1031030102	人体学	2	1033012602:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	200	0	1131060201	2	0
1031030103	人体学	3	1033012603:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	300	0	1131060201	2	0
1031030104	人体学	4	1033012604:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	400	0	1131060201	2	0
1031030105	人体学	5	1033012605:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	500	0	1131060201	2	0
1031030106	人体学	6	1033012606:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	600	0	1131060201	2	0
1031030107	人体学	7	1033012607:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	700	0	1131060201	2	0
1031030108	人体学	8	1033012608:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	800	0	1131060201	2	0
1031030109	人体学	9	1033012609:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	900	0	1131060201	2	0
1031030110	人体学	10	1033012610:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	1000	0	1131060201	2	0
1031100101	静脉注射	1	1033011801:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	1000	0	1131100101	4	0
1031100102	静脉注射	2	1033011802:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	1500	0	1131100101	4	0
1031100103	静脉注射	3	1033011803:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	2000	0	1131100101	4	0
1031100104	静脉注射	4	1033011804:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	2500	0	1131100101	4	0
1031100105	静脉注射	5	1033011805:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	3000	0	1131100101	4	0
1031100106	静脉注射	6	1033011806:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	3500	0	1131100101	4	0
1031100201	连锁注射	1	1034010201:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	1500	0	1131100201	6	0
1031100202	连锁注射	2	1034010202:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	2500	0	1131100201	6	0
1031100203	连锁注射	3	1034010203:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	3500	0	1131100201	6	0
1031100204	连锁注射	4	1034010204:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	4500	0	1131100201	6	0
1031100301	浪漫飞刀	1	1034020101:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	1400	0	1131030001	5	0
1031100302	浪漫飞刀	2	1034020108:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	1600	0	1131030001	5	0
1031100303	浪漫飞刀	3	1034020122:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	1800	0	1131030001	5	0
1031100304	浪漫飞刀	4	1034020105:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	2000	0	1131030001	5	0
1031100305	浪漫飞刀	5	1034020127:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	2200	0	1131030001	5	0
1031100306	浪漫飞刀	6	1034020113:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	2400	0	1131030001	5	0
1031100307	浪漫飞刀	7	1034020134:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	2600	0	1131030001	5	0
1031100308	浪漫飞刀	8	1034020151:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	2800	0	1131030001	5	0
1031100309	浪漫飞刀	9	1034020136:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	3200	0	1131030001	5	0
1031100310	浪漫飞刀	10	1034020148:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	3600	0	1131030001	5	0
1031100311	浪漫飞刀	11	1034020137:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	5300	0	1131030001	5	0
1031100312	浪漫飞刀	12	1034020149:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	7000	0	1131030001	5	0
1031100313	浪漫飞刀	13	1034020140:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	8700	0	1131030001	5	0
1031100314	浪漫飞刀	14	1034020150:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	10400	0	1131030001	5	0
1031100315	浪漫飞刀	15	1034020138:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	12100	0	1131030001	5	0
1031100316	浪漫飞刀	16	1034020152:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	13800	0	1131030001	5	0
1031100317	浪漫飞刀	17	1034020141:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	15500	0	1131030001	5	0
1031100318	浪漫飞刀	18	1034020153:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	17200	0	1131030001	5	0
1031100319	浪漫飞刀	19	1034020154:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	18900	0	1131030001	5	0
1031100320	浪漫飞刀	20	1034020155:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	20600	0	1131030001	5	0
1031100321	浪漫飞刀	21	1034020142:0:0	2	2:0:0	10:0:0:0:0:0:0	0	0	0	0	22300	0	1131030001	5	0
1031100401	心灵启示	1	1033011101:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	3000	0	1131100301	8	0
1031100402	心灵启示	2	1033011102:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	4000	0	1131100301	8	0
1031100403	心灵启示	3	1033011103:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	5000	0	1131100301	8	0
1031100404	心灵启示	4	1033011104:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	6000	0	1131100301	8	0
1031100405	心灵启示	5	1033011105:0:0	5	1:0:0	10:0:0:0:0:0:0	0	0	0	0	7000	0	1131100301	8	0
