goodsId	name	saleRate	buyRate
1050311118	上古玄裤·火	30	100
1050411124	上古之鞋·火	30	100
1050611130	上古之手·火	30	100
1050011106	山寨辣椒水·火	30	100
1050211113	奇妙之衣·火	30	100
1050311119	秒秒之裤·火	30	100
1050411125	秒秒皮鞋·火	30	100
1050611131	秒秒手套·火	30	100
1050011107	苍蝇拍·火	30	100
1050211114	王者圣衣·火	30	100
1050311120	王者圣裤·火	30	100
1050411126	王者圣靴·火	30	100
1050611132	王者之手·火	30	100
1050011109	YOYO的泡椒凤爪·火	30	100
1050211115	YOYO的防弹背心·火	30	100
1050311121	YOYO的迷你短裙·火	30	100
1050411127	YOYO的玻璃拖鞋·火	30	100
1050611126	YOYO的白丝长手套·火	30	100
1050011110	生者必灭之刃·火	30	100
1050211116	生者必灭之铠·火	30	100
1050311122	生者必灭之光·火	30	100
1050411128	生者必灭之翼·火	30	100
1050611125	生者必灭之痕·火	30	100
1050010102	女王鞭·林	30	100
1050210109	蓝魔铁衣·林	30	100
1050310115	蓝魔之裤·林	30	100
1050410121	蓝魔之靴·林	30	100
1050610127	蓝魔手套·林	30	100
1050010103	MX扫把·林	30	100
1050210110	梦幻缕衣·林	30	100
1050310116	梦幻丝裤·林	30	100
1050410122	梦幻皮鞋·林	30	100
1050610128	梦幻之手·林	30	100
1050010104	流氓板砖·林	30	100
1050210111	百变神衣·林	30	100
1050310117	百变短裤·林	30	100
1050410123	百变灵靴·林	30	100
1050610129	百变魔手·林	30	100
1050010105	甜心冰激凌·林	30	100
1050210112	上古玄衣·林	30	100
1050310118	上古玄裤·林	30	100
1050410124	上古之鞋·林	30	100
1050610130	上古之手·林	30	100
1050010106	山寨辣椒水·林	30	100
1050210113	奇妙之衣·林	30	100
1050310119	秒秒之裤·林	30	100
1050410125	秒秒皮鞋·林	30	100
1050610131	秒秒手套·林	30	100
1050010107	苍蝇拍·林	30	100
1050210114	王者圣衣·林	30	100
1050310120	王者圣裤·林	30	100
1050410126	王者圣靴·林	30	100
1050610132	王者之手·林	30	100
1050010109	YOYO的泡椒凤爪·林	30	100
1050210115	YOYO的防弹背心·林	30	100
1050310121	YOYO的迷你短裙·林	30	100
1050410127	YOYO的玻璃拖鞋·林	30	100
1050610126	YOYO的白丝长手套·林	30	100
1050010110	生者必灭之刃·林	30	100
1050210116	生者必灭之铠·林	30	100
1050310122	生者必灭之光·林	30	100
1050410128	生者必灭之翼·林	30	100
1050610125	生者必灭之痕·林	30	100
1050005102	女王鞭·山	30	100
1050205109	蓝魔铁衣·山	30	100
1050305115	蓝魔之裤·山	30	100
1050405121	蓝魔之靴·山	30	100
1050605127	蓝魔手套·山	30	100
1050005103	MX扫把·山	30	100
1050205110	梦幻缕衣·山	30	100
1050305116	梦幻丝裤·山	30	100
1050405122	梦幻皮鞋·山	30	100
1050605128	梦幻之手·山	30	100
1050005104	流氓板砖·山	30	100
1050205111	百变神衣·山	30	100
1050305117	百变短裤·山	30	100
1050405123	百变灵靴·山	30	100
1050605129	百变魔手·山	30	100
1050005105	甜心冰激凌·山	30	100
1050205112	上古玄衣·山	30	100
1050305118	上古玄裤·山	30	100
1050405124	上古之鞋·山	30	100
1050605130	上古之手·山	30	100
1050005106	山寨辣椒水·山	30	100
1050205113	奇妙之衣·山	30	100
1050305119	秒秒之裤·山	30	100
1050405125	秒秒皮鞋·山	30	100
1050605131	秒秒手套·山	30	100
1050005107	苍蝇拍·山	30	100
1050205114	王者圣衣·山	30	100
1050305120	王者圣裤·山	30	100
1050405126	王者圣靴·山	30	100
1050605132	王者之手·山	30	100
1050005109	YOYO的泡椒凤爪·山	30	100
1050205115	YOYO的防弹背心·山	30	100
1050305121	YOYO的迷你短裙·山	30	100
1050405127	YOYO的玻璃拖鞋·山	30	100
1050605126	YOYO的白丝长手套·山	30	100
1050005110	生者必灭之刃·山	30	100
1050205116	生者必灭之铠·山	30	100
1050305122	生者必灭之光·山	30	100
1050405128	生者必灭之翼·山	30	100
1050605125	生者必灭之痕·山	30	100
1050900035	晚安宝贝	30	100
1050900036	王者宝座	30	100
1050900037	幸福时刻	30	100
1050900038	雪映月	30	100
1050900039	樱花飘落	30	100
1045013113	运动员蓝魔套装礼包	30	100
1045013117	运动员梦幻套装礼包	30	100
1045013121	运动员百变套装礼包	30	100
1045013125	运动员上古套装礼包	30	100
1045013129	运动员秒秒套装礼包	30	100
1045013133	运动员王者套装礼包	30	100
1045013137	运动员YOYO套装礼包	30	100
1045013141	运动员生者必灭套装礼包	30	100
1045013114	超能力蓝魔套装礼包	30	100
1045013118	超能力梦幻套装礼包	30	100
1045013122	超能力百变套装礼包	30	100
1045013126	超能力上古套装礼包	30	100
1045013130	超能力秒秒套装礼包	30	100
1045013134	超能力王者套装礼包	30	100
1045013138	超能力YOYO套装礼包	30	100
1045013142	超能力生者必灭套装礼包	30	100
1045013115	军官蓝魔套装礼包	30	100
1045013119	军官梦幻套装礼包	30	100
1045013123	军官百变套装礼包	30	100
1045013127	军官上古套装礼包	30	100
1045013131	军官秒秒套装礼包	30	100
1045013135	军官王者套装礼包	30	100
1045013139	军官YOYO套装礼包	30	100
1045013143	军官生者必灭套装礼包	30	100
1045013116	护士蓝魔套装礼包	30	100
1045013120	护士梦幻套装礼包	30	100
1045013124	护士百变套装礼包	30	100
1045013128	护士上古套装礼包	30	100
1045013132	护士秒秒套装礼包	30	100
1045013136	护士王者套装礼包	30	100
1045013140	护士YOYO套装礼包	30	100
1045013144	护士生者必灭套装礼包	30	100
