goodsId	name	saleRate	buyRate
1044020101	呼吸节奏（一级）	30	100
1044020102	呼吸节奏（二级）	30	100
1044020103	呼吸节奏（三级）	30	100
1044020104	呼吸节奏（四级）	30	100
1044070501	曲线式射门（一级）	30	100
1044070502	曲线式射门（二级）	30	100
1044070503	曲线式射门（三级）	30	100
1044070504	曲线式射门（四级）	30	100
1044070505	曲线式射门（五级）	30	100
1044070601	旋转霹雳球（一级）	30	100
1044070602	旋转霹雳球（二级）	30	100
1044070603	旋转霹雳球（三级）	30	100
1044070604	旋转霹雳球（四级）	30	100
1044070605	旋转霹雳球（五级）	30	100
1044070606	旋转霹雳球（六级）	30	100
1044070607	旋转霹雳球（七级）	30	100
1044070608	旋转霹雳球（八级）	30	100
1044070609	旋转霹雳球（九级）	30	100
1044070610	旋转霹雳球（十级）	30	100
1044070611	旋转霹雳球（十一级）	30	100
1044070612	旋转霹雳球（十二级）	30	100
1044070613	旋转霹雳球（十三级）	30	100
1044070614	旋转霹雳球（十四级）	30	100
1044070615	旋转霹雳球（十五级）	30	100
1044070616	旋转霹雳球（十六级）	30	100
1044070617	旋转霹雳球（十七级）	30	100
1044070618	旋转霹雳球（十八级）	30	100
1044070619	旋转霹雳球（十九级）	30	100
1044070620	旋转霹雳球（二十级）	30	100
1044070621	旋转霹雳球（二十一级）	30	100
1044020001	基础体能训练（一级）	30	100
1044020002	基础体能训练（二级）	30	100
1044020003	基础体能训练（三级）	30	100
1044020004	基础体能训练（四级）	30	100
1044020005	基础体能训练（五级）	30	100
1044020006	基础体能训练（六级）	30	100
1044020007	基础体能训练（七级）	30	100
1044020008	基础体能训练（八级）	30	100
1044070801	猛虎式射门（一级）	30	100
1044070802	猛虎式射门（二级）	30	100
1044070803	猛虎式射门（三级）	30	100
1044070804	猛虎式射门（四级）	30	100
1044070805	猛虎式射门（五级）	30	100
1044050001	生锈火箭筒射击（一级）	30	100
1044050002	生锈火箭筒射击（二级）	30	100
1044050003	生锈火箭筒射击（三级）	30	100
1044050004	生锈火箭筒射击（四级）	30	100
1044050005	生锈火箭筒射击（五级）	30	100
1044050006	生锈火箭筒射击（六级）	30	100
1044050007	生锈火箭筒射击（七级）	30	100
1044050008	生锈火箭筒射击（八级）	30	100
1044050009	生锈火箭筒射击（九级）	30	100
1044050010	生锈火箭筒射击（十级）	30	100
1044050011	生锈火箭筒射击（十一级）	30	100
1044050012	生锈火箭筒射击（十二级）	30	100
1044050013	生锈火箭筒射击（十三级）	30	100
1044050014	生锈火箭筒射击（十四级）	30	100
1044050015	生锈火箭筒射击（十五级）	30	100
1044050106	战斗号角（一级）	30	100
1044050107	战斗号角（二级）	30	100
1044050101	战斗号角（三级）	30	100
1044050102	战斗号角（四级）	30	100
1044050103	战斗号角（五级）	30	100
1044050104	战斗号角（六级）	30	100
1044050105	战斗号角（七级）	30	100
1044050108	战斗号角（八级）	30	100
1044050109	战斗号角（九级）	30	100
1044050110	战斗号角（十级）	30	100
1044050301	导弹追踪（一级）	30	100
1044050302	导弹追踪（二级）	30	100
1044050303	导弹追踪（三级）	30	100
1044050304	导弹追踪（四级）	30	100
1044050305	导弹追踪（五级）	30	100
1044050306	导弹追踪（六级）	30	100
1044060001	爆炸汽油弹（一级）	30	100
1044060002	爆炸汽油弹（二级）	30	100
1044060003	爆炸汽油弹（三级）	30	100
1044060004	爆炸汽油弹（四级）	30	100
1044060005	爆炸汽油弹（五级）	30	100
1044060006	爆炸汽油弹（六级）	30	100
1044060007	爆炸汽油弹（七级）	30	100
1044060008	爆炸汽油弹（八级）	30	100
1044060009	爆炸汽油弹（九级）	30	100
1044060010	爆炸汽油弹（十级）	30	100
1044060011	爆炸汽油弹（十一级）	30	100
1044060012	爆炸汽油弹（十二级）	30	100
1044060013	爆炸汽油弹（十三级）	30	100
1044060014	爆炸汽油弹（十四级）	30	100
1044060015	爆炸汽油弹（十五级）	30	100
1044060016	爆炸汽油弹（十六级）	30	100
1044060017	爆炸汽油弹（十七级）	30	100
1044060018	爆炸汽油弹（十八级）	30	100
1044060019	爆炸汽油弹（十九级）	30	100
1044060020	爆炸汽油弹（二十级）	30	100
1044060021	爆炸汽油弹（二十一级）	30	100
1044050201	格斗技巧（一级）	30	100
1044050202	格斗技巧（二级）	30	100
1044050203	格斗技巧（三级）	30	100
1044050204	格斗技巧（四级）	30	100
1044010301	爆破科技（一级）	30	100
1044010302	爆破科技（二级）	30	100
1044010303	爆破科技（三级）	30	100
1044060101	特种兵体能训练（一级）	30	100
1044060102	特种兵体能训练（二级）	30	100
1044060103	特种兵体能训练（三级）	30	100
1044060104	特种兵体能训练（四级）	30	100
1044060105	特种兵体能训练（五级）	30	100
1044060401	野性激发（一级）	30	100
1044060402	野性激发（二级）	30	100
1044060403	野性激发（三级）	30	100
1044060404	野性激发（四级）	30	100
1044060405	野性激发（五级）	30	100
1044060406	野性激发（六级）	30	100
1044060407	野性激发（七级）	30	100
1044060408	野性激发（八级）	30	100
1044060409	野性激发（九级）	30	100
1044060410	野性激发（十级）	30	100
1044010401	国防身体（一级）	30	100
1044010402	国防身体（二级）	30	100
1044010403	国防身体（三级）	30	100
1044010404	国防身体（四级）	30	100
1044010405	国防身体（五级）	30	100
1044010406	国防身体（六级）	30	100
1044010407	国防身体（七级）	30	100
1044010408	国防身体（八级）	30	100
1044060701	穿甲弹（一级）	30	100
1044060702	穿甲弹（二级）	30	100
1044060703	穿甲弹（三级）	30	100
1044060704	穿甲弹（四级）	30	100
1044060705	穿甲弹（五级）	30	100
1044030001	急救（一级）	30	100
1044030002	急救（二级）	30	100
1044030003	急救（三级）	30	100
1044030004	急救（四级）	30	100
1044030005	急救（五级）	30	100
1044030006	急救（六级）	30	100
1044030007	急救（七级）	30	100
1044030008	急救（八级）	30	100
1044030009	急救（九级）	30	100
1044030010	急救（十级）	30	100
1044030701	人体学（一级）	30	100
1044030702	人体学（二级）	30	100
1044030703	人体学（三级）	30	100
1044030704	人体学（四级）	30	100
1044030705	人体学（五级）	30	100
1044030706	人体学（六级）	30	100
1044030707	人体学（七级）	30	100
1044030708	人体学（八级）	30	100
1044030709	人体学（九级）	30	100
1044030710	人体学（十级）	30	100
1044100001	飞针（一级）	30	100
1044100002	飞针（二级）	30	100
1044100003	飞针（三级）	30	100
1044100004	飞针（四级）	30	100
1044100005	飞针（五级）	30	100
1044100006	飞针（六级）	30	100
1044100007	飞针（七级）	30	100
1044100008	飞针（八级）	30	100
1044100009	飞针（九级）	30	100
1044100010	飞针（十级）	30	100
1044100201	静脉注射（一级）	30	100
1044100202	静脉注射（二级）	30	100
1044100203	静脉注射（三级）	30	100
1044100204	静脉注射（四级）	30	100
1044100205	静脉注射（五级）	30	100
1044100206	静脉注射（六级）	30	100
1044100401	浪漫飞刀（一级）	30	100
1044100402	浪漫飞刀（二级）	30	100
1044100403	浪漫飞刀（三级）	30	100
1044100404	浪漫飞刀（四级）	30	100
1044100405	浪漫飞刀（五级）	30	100
1044100406	浪漫飞刀（六级）	30	100
1044100407	浪漫飞刀（七级）	30	100
1044100408	浪漫飞刀（八级）	30	100
1044100409	浪漫飞刀（九级）	30	100
1044100410	浪漫飞刀（十级）	30	100
1044100411	浪漫飞刀（十一级）	30	100
1044100412	浪漫飞刀（十二级）	30	100
1044100413	浪漫飞刀（十三级）	30	100
1044100414	浪漫飞刀（十四级）	30	100
1044100415	浪漫飞刀（十五级）	30	100
1044100416	浪漫飞刀（十六级）	30	100
1044100417	浪漫飞刀（十七级）	30	100
1044100418	浪漫飞刀（十八级）	30	100
1044100419	浪漫飞刀（十九级）	30	100
1044100420	浪漫飞刀（二十级）	30	100
1044100421	浪漫飞刀（二十一级）	30	100
1044100301	连锁注射（一级）	30	100
1044100302	连锁注射（二级）	30	100
1044100303	连锁注射（三级）	30	100
1044100304	连锁注射（四级）	30	100
1044031001	潜能激发（一级）	30	100
1044031002	潜能激发（二级）	30	100
1044031003	潜能激发（三级）	30	100
1044110101	心灵启示（一级）	30	100
1044110102	心灵启示（二级）	30	100
1044110103	心灵启示（三级）	30	100
1044110104	心灵启示（四级）	30	100
1044110105	心灵启示（五级）	30	100
1044030101	高级急救（一级）	30	100
1044030102	高级急救（二级）	30	100
1044030103	高级急救（三级）	30	100
1044030104	高级急救（四级）	30	100
1044030105	高级急救（五级）	30	100
1044030106	高级急救（六级）	30	100
1044030107	高级急救（七级）	30	100
1044030108	高级急救（八级）	30	100
1044030109	高级急救（九级）	30	100
1044030110	高级急救（十级）	30	100
1044100101	高级连锁注射（一级）	30	100
1044100102	高级连锁注射（二级）	30	100
1044100103	高级连锁注射（三级）	30	100
1044100104	高级连锁注射（四级）	30	100
1044100105	高级连锁注射（五级）	30	100
1044100106	高级连锁注射（六级）	30	100
1044100107	高级连锁注射（七级）	30	100
1044100108	高级连锁注射（八级）	30	100
1044100109	高级连锁注射（九级）	30	100
1044100110	高级连锁注射（十级）	30	100
1044030601	营养学（一级）	30	100
1044030602	营养学（二级）	30	100
1044030603	营养学（三级）	30	100
1044030604	营养学（四级）	30	100
1044030605	营养学（五级）	30	100
1044030606	营养学（六级）	30	100
1044030607	营养学（七级）	30	100
1044030608	营养学（八级）	30	100
1044030801	强心针（一级）	30	100
1044030802	强心针（二级）	30	100
1044030803	强心针（三级）	30	100
1044030804	强心针（四级）	30	100
1044030805	强心针（五级）	30	100
1044030901	闪电针（一级）	30	100
1044030902	闪电针（二级）	30	100
1044030903	闪电针（三级）	30	100
1044030904	闪电针（四级）	30	100
1044030905	闪电针（五级）	30	100
1044110001	动感光波	30	100
1044110207	魔幻飞牌（一级）	30	100
1044110201	魔幻飞牌（二级）	30	100
1044110202	魔幻飞牌（三级）	30	100
1044110203	魔幻飞牌（四级）	30	100
1044110204	魔幻飞牌（五级）	30	100
1044110205	魔幻飞牌（六级）	30	100
1044110206	魔幻飞牌（七级）	30	100
1044110208	魔幻飞牌（八级）	30	100
1044110209	魔幻飞牌（九级）	30	100
1044110210	魔幻飞牌（十级）	30	100
1044110501	意识流（一级）	30	100
1044110502	意识流（二级）	30	100
1044110503	意识流（三级）	30	100
1044110504	意识流（四级）	30	100
1044110505	意识流（五级）	30	100
1044110506	意识流（六级）	30	100
1044110507	意识流（七级）	30	100
1044110508	意识流（八级）	30	100
1044110509	意识流（九级）	30	100
1044110510	意识流（十级）	30	100
1044110601	飞骰冲击（一级）	30	100
1044110602	飞骰冲击（二级）	30	100
1044110603	飞骰冲击（三级）	30	100
1044110604	飞骰冲击（四级）	30	100
1044110605	飞骰冲击（五级）	30	100
1044110606	飞骰冲击（六级）	30	100
1044040201	超能力觉醒（一级）	30	100
1044040202	超能力觉醒（二级）	30	100
1044040203	超能力觉醒（三级）	30	100
1044040204	超能力觉醒（四级）	30	100
1044040301	能量聚合（一级）	30	100
1044040302	能量聚合（二级）	30	100
1044040303	能量聚合（三级）	30	100
1044120207	纸牌旋涡（一级）	30	100
1044120201	纸牌旋涡（二级）	30	100
1044120202	纸牌旋涡（三级）	30	100
1044120203	纸牌旋涡（四级）	30	100
1044120204	纸牌旋涡（五级）	30	100
1044120205	纸牌旋涡（六级）	30	100
1044120206	纸牌旋涡（七级）	30	100
1044120208	纸牌旋涡（八级）	30	100
1044120209	纸牌旋涡（九级）	30	100
1044120210	纸牌旋涡（十级）	30	100
1044120301	纸牌风暴（一级）	30	100
1044120302	纸牌风暴（二级）	30	100
1044120303	纸牌风暴（三级）	30	100
1044120304	纸牌风暴（四级）	30	100
1044120305	纸牌风暴（五级）	30	100
1044120306	纸牌风暴（六级）	30	100
1044120307	纸牌风暴（七级）	30	100
1044120308	纸牌风暴（八级）	30	100
1044120309	纸牌风暴（九级）	30	100
1044120310	纸牌风暴（十级）	30	100
1044120311	纸牌风暴（十一级）	30	100
1044120312	纸牌风暴（十二级）	30	100
1044120313	纸牌风暴（十三级）	30	100
1044120314	纸牌风暴（十四级）	30	100
1044120315	纸牌风暴（十五级）	30	100
1044120316	纸牌风暴（十六级）	30	100
1044120801	异体体能（一级）	30	100
1044120802	异体体能（二级）	30	100
1044120803	异体体能（三级）	30	100
1044120804	异体体能（四级）	30	100
1044120805	异体体能（五级）	30	100
1044120806	异体体能（六级）	30	100
1044120807	异体体能（七级）	30	100
1044120808	异体体能（八级）	30	100
1044120501	爆炸飞牌（一级）	30	100
1044120502	爆炸飞牌（二级）	30	100
1044120503	爆炸飞牌（三级）	30	100
1044120504	爆炸飞牌（四级）	30	100
1044120505	爆炸飞牌（五级）	30	100
1044080001	飞火流星（一级）	30	100
1044080002	飞火流星（二级）	30	100
1044080003	飞火流星（三级）	30	100
1044080004	飞火流星（四级）	30	100
1044080005	飞火流星（五级）	30	100
1044080006	飞火流星（六级）	30	100
1044080007	飞火流星（七级）	30	100
1044080008	飞火流星（八级）	30	100
1044080009	飞火流星（九级）	30	100
1044080010	飞火流星（十级）	30	100
1044080011	飞火流星（十一级）	30	100
1044080012	飞火流星（十二级）	30	100
1044080013	飞火流星（十三级）	30	100
1044080014	飞火流星（十四级）	30	100
1044080015	飞火流星（十五级）	30	100
1044080016	飞火流星（十六级）	30	100
1044080017	飞火流星（十七级）	30	100
1044080018	飞火流星（十八级）	30	100
1044080019	飞火流星（十九级）	30	100
1044080020	飞火流星（二十级）	30	100
1044080021	飞火流星（二十一级）	30	100
1044080101	圆月弯刀（一级）	30	100
1044080102	圆月弯刀（二级）	30	100
1044080103	圆月弯刀（三级）	30	100
1044080104	圆月弯刀（四级）	30	100
1044080105	圆月弯刀（五级）	30	100
1044080106	圆月弯刀（六级）	30	100
1044080107	圆月弯刀（七级）	30	100
1044080108	圆月弯刀（八级）	30	100
1044080109	圆月弯刀（九级）	30	100
1044080110	圆月弯刀（十级）	30	100
1044080111	圆月弯刀（十一级）	30	100
1044080112	圆月弯刀（十二级）	30	100
1044080301	飞龙在天（一级）	30	100
1044080302	飞龙在天（二级）	30	100
1044080303	飞龙在天（三级）	30	100
1044080304	飞龙在天（四级）	30	100
1044080305	飞龙在天（五级）	30	100
1044080306	飞龙在天（六级）	30	100
1044080307	飞龙在天（七级）	30	100
1044080308	飞龙在天（八级）	30	100
1044080309	飞龙在天（九级）	30	100
1044080310	飞龙在天（十级）	30	100
1044080311	飞龙在天（十一级）	30	100
1044080312	飞龙在天（十二级）	30	100
1044080313	飞龙在天（十三级）	30	100
1044080314	飞龙在天（十四级）	30	100
1044080315	飞龙在天（十五级）	30	100
1044020201	超级呼吸节奏（一级）	30	100
1044020401	超级体能训练（一级）	30	100
1044020402	超级体能训练（二级）	30	100
1044020403	超级体能训练（三级）	30	100
1044020404	超级体能训练（四级）	30	100
1044020405	超级体能训练（五级）	30	100
1044020406	超级体能训练（六级）	30	100
1044020407	超级体能训练（七级）	30	100
1044020408	超级体能训练（八级）	30	100
1044020409	超级体能训练（九级）	30	100
1044020410	超级体能训练（十级）	30	100
1044060601	高爆炸药（一级）	30	100
1044060602	高爆炸药（二级）	30	100
1044060603	高爆炸药（三级）	30	100
1044060604	高爆炸药（四级）	30	100
1044060605	高爆炸药（五级）	30	100
1044060606	高爆炸药（六级）	30	100
1044060607	高爆炸药（七级）	30	100
1044060608	高爆炸药（八级）	30	100
1044060609	高爆炸药（九级）	30	100
1044060610	高爆炸药（十级）	30	100
1044060611	高爆炸药（十一级）	30	100
1044060612	高爆炸药（十二级）	30	100
1044060613	高爆炸药（十三级）	30	100
1044060614	高爆炸药（十四级）	30	100
1044060615	高爆炸药（十五级）	30	100
1044060616	高爆炸药（十六级）	30	100
1044060617	高爆炸药（十七级）	30	100
1044060618	高爆炸药（十八级）	30	100
1044060619	高爆炸药（十九级）	30	100
1044060620	高爆炸药（二十级）	30	100
1044060621	高爆炸药（二十一级）	30	100
1044060801	超级格斗技巧（一级）	30	100
1044061201	超级野性激发（一级）	30	100
1044061202	超级野性激发（二级）	30	100
1044061301	原子弹（一级）	30	100
1044061401	超级特种兵（一级）	30	100
1044061501	破甲弹（一级）	30	100
1044061502	破甲弹（二级）	30	100
1044061503	破甲弹（三级）	30	100
1044061504	破甲弹（四级）	30	100
1044061505	破甲弹（五级）	30	100
1044061506	破甲弹（六级）	30	100
1044061507	破甲弹（七级）	30	100
1044061508	破甲弹（八级）	30	100
1044061509	破甲弹（九级）	30	100
1044061510	破甲弹（十级）	30	100
1044061511	破甲弹（十一级）	30	100
1044061512	破甲弹（十二级）	30	100
1044061513	破甲弹（十三级）	30	100
1044061514	破甲弹（十四级）	30	100
1044061515	破甲弹（十五级）	30	100
1044010501	超级爆破科技（一级）	30	100
1044061101	超级国防身体（一级）	30	100
1044061102	超级国防身体（二级）	30	100
1044061103	超级国防身体（三级）	30	100
1044061104	超级国防身体（四级）	30	100
1044061105	超级国防身体（五级）	30	100
1044061106	超级国防身体（六级）	30	100
1044061107	超级国防身体（七级）	30	100
1044061108	超级国防身体（八级）	30	100
1044061109	超级国防身体（九级）	30	100
1044061110	超级国防身体（十级）	30	100
1044090101	神经刀（一级）	30	100
1044090102	神经刀（二级）	30	100
1044090103	神经刀（三级）	30	100
1044090104	神经刀（四级）	30	100
1044090105	神经刀（五级）	30	100
1044090106	神经刀（六级）	30	100
1044090107	神经刀（七级）	30	100
1044090108	神经刀（八级）	30	100
1044090109	神经刀（九级）	30	100
1044090110	神经刀（十级）	30	100
1044090111	神经刀（十一级）	30	100
1044090112	神经刀（十二级）	30	100
1044090113	神经刀（十三级）	30	100
1044090114	神经刀（十四级）	30	100
1044090115	神经刀（十五级）	30	100
1044090116	神经刀（十六级）	30	100
1044090117	神经刀（十七级）	30	100
1044090118	神经刀（十八级）	30	100
1044090119	神经刀（十九级）	30	100
1044090120	神经刀（二十级）	30	100
1044090121	神经刀（二十一级）	30	100
1044090201	超级急救（一级）	30	100
1044090202	超级急救（二级）	30	100
1044090203	超级急救（三级）	30	100
1044090204	超级急救（四级）	30	100
1044090205	超级急救（五级）	30	100
1044090206	超级急救（六级）	30	100
1044090207	超级急救（七级）	30	100
1044090208	超级急救（八级）	30	100
1044090209	超级急救（九级）	30	100
1044090210	超级急救（十级）	30	100
1044090211	超级急救（十一级）	30	100
1044090212	超级急救（十二级）	30	100
1044090213	超级急救（十三级）	30	100
1044090214	超级急救（十四级）	30	100
1044090215	超级急救（十五级）	30	100
1044090216	超级急救（十六级）	30	100
1044090401	超级强心针（一级）	30	100
1044090402	超级强心针（二级）	30	100
1044090403	超级强心针（三级）	30	100
1044090404	超级强心针（四级）	30	100
1044090405	超级强心针（五级）	30	100
1044090501	超级人体学（一级）	30	100
1044090601	超级心灵启示（一级）	30	100
1044090701	超级连锁注射（一级）	30	100
1044090702	超级连锁注射（二级）	30	100
1044090703	超级连锁注射（三级）	30	100
1044090704	超级连锁注射（四级）	30	100
1044090705	超级连锁注射（五级）	30	100
1044090706	超级连锁注射（六级）	30	100
1044090801	致死毒药（一级）	30	100
1044090802	致死毒药（二级）	30	100
1044090803	致死毒药（三级）	30	100
1044090804	致死毒药（四级）	30	100
1044090805	致死毒药（五级）	30	100
1044090806	致死毒药（六级）	30	100
1044090807	致死毒药（七级）	30	100
1044090808	致死毒药（八级）	30	100
1044090809	致死毒药（九级）	30	100
1044090810	致死毒药（十级）	30	100
1044090811	致死毒药（十一级）	30	100
1044090812	致死毒药（十二级）	30	100
1044090813	致死毒药（十三级）	30	100
1044090814	致死毒药（十四级）	30	100
1044090815	致死毒药（十五级）	30	100
1044031101	超级潜能激发（一级）	30	100
1044030501	超级营养学（一级）	30	100
1044030502	超级营养学（二级）	30	100
1044030503	超级营养学（三级）	30	100
1044030504	超级营养学（四级）	30	100
1044030505	超级营养学（五级）	30	100
1044030506	超级营养学（六级）	30	100
1044030507	超级营养学（七级）	30	100
1044030508	超级营养学（八级）	30	100
1044030509	超级营养学（九级）	30	100
1044030510	超级营养学（十级）	30	100
1044120401	精神波（一级）	30	100
1044120402	精神波（二级）	30	100
1044120403	精神波（三级）	30	100
1044120404	精神波（四级）	30	100
1044120405	精神波（五级）	30	100
1044120406	精神波（六级）	30	100
1044120407	精神波（七级）	30	100
1044120408	精神波（八级）	30	100
1044120409	精神波（九级）	30	100
1044120410	精神波（十级）	30	100
1044120411	精神波（十一级）	30	100
1044120412	精神波（十二级）	30	100
1044120413	精神波（十三级）	30	100
1044120414	精神波（十四级）	30	100
1044120415	精神波（十五级）	30	100
1044120416	精神波（十六级）	30	100
1044120417	精神波（十七级）	30	100
1044120418	精神波（十八级）	30	100
1044120419	精神波（十九级）	30	100
1044120420	精神波（二十级）	30	100
1044120421	精神波（二十一级）	30	100
1044120601	闪电球（一级）	30	100
1044120602	闪电球（二级）	30	100
1044120603	闪电球（三级）	30	100
1044120604	闪电球（四级）	30	100
1044120605	闪电球（五级）	30	100
1044120606	闪电球（六级）	30	100
1044120607	闪电球（七级）	30	100
1044120608	闪电球（八级）	30	100
1044120609	闪电球（九级）	30	100
1044120610	闪电球（十级）	30	100
1044120611	闪电球（十一级）	30	100
1044120612	闪电球（十二级）	30	100
1044120701	脉冲突击（一级）	30	100
1044120702	脉冲突击（二级）	30	100
1044120703	脉冲突击（三级）	30	100
1044120704	脉冲突击（四级）	30	100
1044120705	脉冲突击（五级）	30	100
1044120706	脉冲突击（六级）	30	100
1044120707	脉冲突击（七级）	30	100
1044120708	脉冲突击（八级）	30	100
1044120709	脉冲突击（九级）	30	100
1044120710	脉冲突击（十级）	30	100
1044120711	脉冲突击（十一级）	30	100
1044120712	脉冲突击（十二级）	30	100
1044120713	脉冲突击（十三级）	30	100
1044120714	脉冲突击（十四级）	30	100
1044120715	脉冲突击（十五级）	30	100
1044120901	超级能量聚合（一级）	30	100
1044121001	超级异体体能（一级）	30	100
1044121002	超级异体体能（二级）	30	100
1044121003	超级异体体能（三级）	30	100
1044121004	超级异体体能（四级）	30	100
1044121005	超级异体体能（五级）	30	100
1044121006	超级异体体能（六级）	30	100
1044121007	超级异体体能（七级）	30	100
1044121008	超级异体体能（八级）	30	100
1044121009	超级异体体能（九级）	30	100
1044121010	超级异体体能（十级）	30	100
1044180001	超级飞火流星(一级)	30	100
1044180002	超级飞火流星(二级)	30	100
1044180003	超级飞火流星(三级)	30	100
1044180004	超级飞火流星(四级)	30	100
1044180005	超级飞火流星(五级)	30	100
1044180006	超级飞火流星(六级)	30	100
1044180007	超级飞火流星(七级)	30	100
1044180008	超级飞火流星(八级)	30	100
1044180009	超级飞火流星(九级)	30	100
1044180101	超级圆月弯刀（一级）	30	100
1044180102	超级圆月弯刀（二级）	30	100
1044180103	超级圆月弯刀（三级）	30	100
1044180104	超级圆月弯刀（四级）	30	100
1044180105	超级圆月弯刀（五级）	30	100
1044180106	超级圆月弯刀（六级）	30	100
1044180107	超级圆月弯刀（七级）	30	100
1044180108	超级圆月弯刀（八级）	30	100
1044180109	超级圆月弯刀（九级）	30	100
1044180110	超级圆月弯刀（十级）	30	100
1044180111	超级圆月弯刀（十一级）	30	100
1044180201	超级飞龙在天（一级）	30	100
1044180202	超级飞龙在天（二级）	30	100
1044180203	超级飞龙在天（三级）	30	100
1044180204	超级飞龙在天（四级）	30	100
1044180205	超级飞龙在天（五级）	30	100
1044180206	超级飞龙在天（六级）	30	100
1044180207	超级飞龙在天（七级）	30	100
1044180208	超级飞龙在天（八级）	30	100
1044180209	超级飞龙在天（九级）	30	100
1044180210	超级飞龙在天（十级）	30	100
1044180301	超级呼吸锻炼（一级）	30	100
1044180401	超级体育精神（一级）	30	100
1044180402	超级体育精神（二级）	30	100
1044180501	超级体能锻炼（一级）	30	100
1044180502	超级体能锻炼（二级）	30	100
1044180503	超级体能锻炼（三级）	30	100
1044180504	超级体能锻炼（四级）	30	100
1044180505	超级体能锻炼（五级）	30	100
1044180506	超级体能锻炼（六级）	30	100
1044180507	超级体能锻炼（七级）	30	100
1044180508	超级体能锻炼（八级）	30	100
1044180509	超级体能锻炼（九级）	30	100
1044180510	超级体能锻炼（十级）	30	100
1044180511	超级体能锻炼（十一级）	30	100
1044200001	超级精神波（一级）	30	100
1044200002	超级精神波（二级）	30	100
1044200003	超级精神波（三级）	30	100
1044200004	超级精神波（四级）	30	100
1044200005	超级精神波（五级）	30	100
1044200006	超级精神波（六级）	30	100
1044200007	超级精神波（七级）	30	100
1044200008	超级精神波（八级）	30	100
1044200009	超级精神波（九级）	30	100
1044200101	超级闪电球（一级）	30	100
1044200102	超级闪电球（二级）	30	100
1044200103	超级闪电球（三级）	30	100
1044200104	超级闪电球（四级）	30	100
1044200105	超级闪电球（五级）	30	100
1044200106	超级闪电球（六级）	30	100
1044200107	超级闪电球（七级）	30	100
1044200108	超级闪电球（八级）	30	100
1044200109	超级闪电球（九级）	30	100
1044200110	超级闪电球（十级）	30	100
1044200111	超级闪电球（十一级）	30	100
1044200201	超级脉冲突击（一级）	30	100
1044200202	超级脉冲突击（二级）	30	100
1044200203	超级脉冲突击（三级）	30	100
1044200204	超级脉冲突击（四级）	30	100
1044200205	超级脉冲突击（五级）	30	100
1044200206	超级脉冲突击（六级）	30	100
1044200207	超级脉冲突击（七级）	30	100
1044200208	超级脉冲突击（八级）	30	100
1044200209	超级脉冲突击（九级）	30	100
1044200210	超级脉冲突击（十级）	30	100
1044200301	超级精神聚合（一级）	30	100
1044200401	超级精神屏障（一级）	30	100
1044200402	超级精神屏障（二级）	30	100
1044200501	超级异体体能（一级）	30	100
1044200502	超级异体体能（二级）	30	100
1044200503	超级异体体能（三级）	30	100
1044200504	超级异体体能（四级）	30	100
1044200505	超级异体体能（五级）	30	100
1044200506	超级异体体能（六级）	30	100
1044200507	超级异体体能（七级）	30	100
1044200508	超级异体体能（八级）	30	100
1044200509	超级异体体能（九级）	30	100
1044200510	超级异体体能（十级）	30	100
