time	account	name	data
2010-12-02-09:20:51	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从7变为6
2010-12-02-09:20:54	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为5
2010-12-02-09:20:57	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为4
2010-12-02-09:21:00	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为5
2010-12-02-09:21:03	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为4
2010-12-02-09:21:06	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为5
2010-12-02-09:21:09	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:21:12	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为7
2010-12-02-09:21:15	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从7变为8
2010-12-02-09:21:18	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从8变为9
2010-12-02-09:21:21	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从9变为1
2010-12-02-09:21:24	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从1变为2
2010-12-02-09:21:27	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从2变为3
2010-12-02-09:21:30	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从3变为4
2010-12-02-09:21:33	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为5
2010-12-02-09:21:36	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:21:39	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为7
2010-12-02-09:21:42	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从7变为8
2010-12-02-09:21:51	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从8变为9
2010-12-02-09:21:55	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从9变为1
2010-12-02-09:21:58	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从1变为2
2010-12-02-09:22:01	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从2变为3
2010-12-02-09:22:04	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从3变为4
2010-12-02-09:16:17	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:16:19	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为7
2010-12-02-09:16:22	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从7变为6
2010-12-02-09:16:25	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为7
2010-12-02-09:16:28	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从7变为6
2010-12-02-09:16:31	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为5
2010-12-02-09:16:33	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:16:36	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为7
2010-12-02-09:16:39	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从7变为8
2010-12-02-09:16:42	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从8变为9
2010-12-02-09:16:45	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从9变为10
2010-12-02-09:16:55	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从10变为1
2010-12-02-09:17:03	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从1变为2
2010-12-02-09:17:06	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从2变为3
2010-12-02-09:17:09	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从3变为4
2010-12-02-09:17:12	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为5
2010-12-02-09:17:15	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为4
2010-12-02-09:17:18	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为5
2010-12-02-09:17:21	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为4
2010-12-02-09:17:24	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为5
2010-12-02-09:17:26	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:17:29	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为5
2010-12-02-09:17:32	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:17:35	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为5
2010-12-02-09:17:37	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:17:40	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为7
2010-12-02-09:17:43	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从7变为8
2010-12-02-09:17:48	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从8变为1
2010-12-02-09:17:51	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从1变为2
2010-12-02-09:17:54	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从2变为3
2010-12-02-09:17:57	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从3变为4
2010-12-02-09:18:00	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为5
2010-12-02-09:18:21	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:18:24	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为7
2010-12-02-09:18:27	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从7变为6
2010-12-02-09:18:30	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为7
2010-12-02-09:18:32	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从7变为6
2010-12-02-09:18:35	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为7
2010-12-02-09:18:38	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从7变为8
2010-12-02-09:18:41	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从8变为1
2010-12-02-09:18:44	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从1变为0
2010-12-02-09:18:47	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从0变为1
2010-12-02-09:18:50	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从1变为2
2010-12-02-09:18:53	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从2变为3
2010-12-02-09:18:57	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从3变为4
2010-12-02-09:18:59	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为5
2010-12-02-09:19:02	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:19:05	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为7
2010-12-02-09:19:08	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从7变为6
2010-12-02-09:19:11	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为7
2010-12-02-09:19:13	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从7变为6
2010-12-02-09:13:27	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为4
2010-12-02-09:13:29	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为5
2010-12-02-09:13:32	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为4
2010-12-02-09:13:35	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为5
2010-12-02-09:13:38	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:13:41	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为7
2010-12-02-09:13:44	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从7变为6
2010-12-02-09:13:47	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为5
2010-12-02-09:13:49	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:13:52	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为5
2010-12-02-09:13:55	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:13:57	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为7
2010-12-02-09:14:00	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从7变为8
2010-12-02-09:14:06	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从8变为9
2010-12-02-09:14:12	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从9变为1
2010-12-02-09:14:17	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从1变为2
2010-12-02-09:14:20	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从2变为3
2010-12-02-09:14:23	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从3变为4
2010-12-02-09:14:26	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为3
2010-12-02-09:14:28	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从3变为4
2010-12-02-09:14:31	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为3
2010-12-02-09:14:35	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从3变为4
2010-12-02-09:14:38	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为5
2010-12-02-09:14:40	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:14:43	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为5
2010-12-02-09:14:46	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为4
2010-12-02-09:14:49	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为5
2010-12-02-09:14:52	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:14:55	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为5
2010-12-02-09:14:59	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:15:03	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为7
2010-12-02-09:15:06	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从7变为8
2010-12-02-09:15:10	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从8变为1
2010-12-02-09:15:13	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从1变为2
2010-12-02-09:15:16	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从2变为3
2010-12-02-09:15:19	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从3变为2
2010-12-02-09:15:22	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从2变为3
2010-12-02-09:15:25	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从3变为2
2010-12-02-09:15:28	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从2变为1
2010-12-02-09:16:05	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从1变为2
2010-12-02-09:16:08	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从2变为3
2010-12-02-09:16:11	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从3变为4
2010-12-02-09:16:14	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为5
2010-12-02-09:12:40	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为4
2010-12-02-09:12:43	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为5
2010-12-02-09:12:46	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:12:50	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为5
2010-12-02-09:06:20	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:06:24	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为5
2010-12-02-08:59:45	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为7
2010-12-02-08:59:49	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从7变为6
2010-12-02-08:59:53	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为5
2010-12-02-08:59:56	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:00:00	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为7
2010-12-02-09:00:02	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从7变为6
2010-12-02-09:00:05	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为5
2010-12-02-09:00:08	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:00:10	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为5
2010-12-02-09:00:13	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为4
2010-12-02-09:00:16	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为3
2010-12-02-09:00:19	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从3变为4
2010-12-02-09:00:22	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为5
2010-12-02-09:00:24	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:00:27	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为7
2010-12-02-09:00:30	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从7变为6
2010-12-02-09:00:33	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为5
2010-12-02-09:00:35	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为4
2010-12-02-09:00:38	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为5
2010-12-02-09:00:41	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为4
2010-12-02-09:00:44	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为3
2010-12-02-09:00:46	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从3变为4
2010-12-02-09:00:49	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从4变为5
2010-12-02-09:00:52	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从5变为6
2010-12-02-09:00:54	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为7
2010-12-02-09:00:57	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从7变为6
2010-12-02-09:01:00	twh11	dfs	精炼守护装备1级黄金铃铛（魔）,装备精炼值从6变为5
