time	account	name	level	data
2011-01-21-16:11:30	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从8变为9.
2011-01-21-16:08:04	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从0变为1.
2011-01-21-16:08:08	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从1变为2.
2011-01-21-16:08:10	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从2变为3.
2011-01-21-16:08:13	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从3变为2.
2011-01-21-16:08:16	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从2变为3.
2011-01-21-16:08:19	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从3变为4.
2011-01-21-16:08:21	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从4变为3.
2011-01-21-16:08:24	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从3变为2.
2011-01-21-16:08:26	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从2变为3.
2011-01-21-16:08:30	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从3变为4.
2011-01-21-16:08:32	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从4变为5.
2011-01-21-16:08:35	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从5变为6.
2011-01-21-16:08:38	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从6变为7.
2011-01-21-16:08:40	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从7变为8.
2011-01-21-16:08:43	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从8变为1.
2011-01-21-16:08:45	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从1变为0.
2011-01-21-16:08:48	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从0变为1.
2011-01-21-16:08:51	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从1变为2.
2011-01-21-16:08:53	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从2变为3.
2011-01-21-16:08:56	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从3变为2.
2011-01-21-16:08:58	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从2变为3.
2011-01-21-16:09:01	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从3变为4.
2011-01-21-16:09:04	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从4变为3.
2011-01-21-16:09:06	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从3变为4.
2011-01-21-16:09:09	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从4变为5.
2011-01-21-16:09:12	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从5变为6.
2011-01-21-16:09:14	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从6变为5.
2011-01-21-16:09:17	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从5变为4.
2011-01-21-16:09:20	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从4变为5.
2011-01-21-16:09:23	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从5变为6.
2011-01-21-16:09:25	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从6变为5.
2011-01-21-16:09:28	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从5变为4.
2011-01-21-16:09:31	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从4变为5.
2011-01-21-16:09:34	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从5变为4.
2011-01-21-16:09:37	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从4变为3.
2011-01-21-16:09:39	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从3变为4.
2011-01-21-16:09:42	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从4变为5.
2011-01-21-16:09:45	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从5变为6.
2011-01-21-16:09:47	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从6变为5.
2011-01-21-16:09:50	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从5变为4.
2011-01-21-16:09:53	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从4变为5.
2011-01-21-16:09:56	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从5变为6.
2011-01-21-16:09:59	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从6变为7.
2011-01-21-16:10:03	shouhu	超人	6000	精炼守护装备1级寒冰之盾（暗）,装备精炼值从7变为8.
2011-01-21-16:06:11	shouhu	超人	6000	进化寒冰之盾碎片（暗）,消耗[寒冰之盾碎片（暗）x1寒冰之盾碎片（暗）x6进化元宝x6金砂x666素材之星·无双x1],消耗1级寒冰之盾（暗）
2011-01-21-16:01:57	shouhu	超人	6000	丢弃素材之星·天地x1
2011-01-21-15:59:17	shouhu	超人	6000	丢弃形象进化宝石x17
2011-01-21-15:55:51	shouhu	超人	6000	丢弃寒冰之盾碎片（光）x1
2011-01-21-15:55:53	shouhu	超人	6000	丢弃岩石之盾碎片（暗）x1
2011-01-21-15:55:55	shouhu	超人	6000	丢弃星星石x1
2011-01-21-15:57:03	shouhu	超人	6000	丢弃初级免伤宝石x5
2011-01-21-15:57:04	shouhu	超人	6000	丢弃爆击伤害宝石·地x48
2011-01-21-15:57:09	shouhu	超人	6000	丢弃追鸡令x1
2011-01-21-15:57:58	shouhu	超人	6000	丢弃影进化原石x6
2011-01-21-15:38:16	shouhu	超人	6000	丢弃王国之心碎片x1
2011-01-21-15:38:18	shouhu	超人	6000	丢弃五十万点生命药水x6
2011-01-21-15:38:22	shouhu	超人	6000	丢弃两千万精力宝石x1
2011-01-21-15:39:01	twh11	TWh11	6000	丢弃无双鸡蛋x1
2011-01-21-15:39:14	shouhu	超人	6000	丢弃蛋壳x2
2011-01-21-15:39:37	twh11	TWh11	6000	丢弃Boss之星宝箱-熟练x1
2011-01-21-15:39:39	twh11	TWh11	6000	丢弃Boss之星宝箱-熟练x1
2011-01-21-15:39:41	twh11	TWh11	6000	丢弃上古邪树宝箱x1
2011-01-21-15:39:43	twh11	TWh11	6000	丢弃邪恶月亮使者宝箱x1
2011-01-21-15:32:38	shouhu	超人	6000	丢弃神秘鸡蛋x1
2011-01-21-15:32:40	shouhu	超人	6000	丢弃神秘鸡蛋x1
2011-01-21-15:32:43	shouhu	超人	6000	丢弃神秘鸡蛋x1
2011-01-21-15:28:21	shouhu	超人	6000	进化无双鸡蛋,消耗[无双鸡蛋x1金砂x40],消耗无双金蛋
2011-01-21-15:28:25	shouhu	超人	6000	进化无双鸡蛋,消耗[无双鸡蛋x1金砂x40],消耗无双金蛋
2011-01-21-15:28:29	shouhu	超人	6000	进化无双鸡蛋,消耗[无双鸡蛋x1金砂x40],消耗无双金蛋
2011-01-21-15:25:58	shouhu	超人	6000	进化神秘鸡蛋,消耗[神秘鸡蛋x1王国之心碎片x2奇妙之花x4素材之星·天地x6],消耗超级金蛋
2011-01-21-15:26:08	shouhu	超人	6000	丢弃两千万生命宝石x1
2011-01-21-15:26:10	shouhu	超人	6000	丢弃初心墨镜x1
2011-01-21-15:26:21	shouhu	超人	6000	丢弃太阳水x1
2011-01-21-15:26:27	shouhu	超人	6000	出售寂寞钻石x1,得到[daijin:20]
2011-01-21-15:26:49	shouhu	超人	6000	出售小妖牛仔衣x1,得到[daijin:250]
2011-01-21-15:21:00	shouhu	超人	6000	进化无双鸡蛋,消耗[无双鸡蛋x1金砂x40],消耗无双金蛋
2011-01-21-15:20:35	shouhu	超人	6000	进化神秘鸡蛋,消耗[神秘鸡蛋x1王国之心碎片x2奇妙之花x4素材之星·天地x6],消耗超级金蛋
2011-01-21-15:20:45	shouhu	超人	6000	丢弃进化原石x1
2011-01-21-15:07:26	shouhu	超人	6000	丢弃巨星之石·天x1
2011-01-21-11:16:15	shouhu01	守护2	1504	打造熟练板鞋,消耗初心板鞋x1,素材之星·天上x20,素材之星·天下x10,奇妙宝石x2,魅魔幻象之星x1,money:0,point:300000
2011-01-21-09:51:41	twh11	TWh11	6000	进化无双鸡蛋,消耗[无双鸡蛋x1金砂x40],消耗无双金蛋
