time	account	name	data
2010-11-08-15:19:45	twh11	TWh11	进化2级袖珍荷叶球（物）,消耗[2级袖珍荷叶球（物）x1月亮石x2奇妙之心x4王国之心x2真时之沙x1金条x1000],得到3级袖珍荷叶球（物）
2010-11-08-15:14:27	twh11	TWh11	丢弃炼化砂石x1
2010-11-08-15:14:34	twh11	TWh11	进化3级手绢（物）,消耗[3级手绢（物）x1太阳石x2奇妙之心x8王国之心x4真时之沙x3金条x2000],得到4级手绢（物）
2010-11-08-15:15:14	twh11	TWh11	进化1级手绢（物）,消耗[1级手绢（物）x1星星石x2奇妙之心x2王国之心x1金条x200],得到2级手绢（物）
2010-11-08-15:15:23	twh11	TWh11	进化2级手绢（物）,消耗[2级手绢（物）x1月亮石x2奇妙之心x4王国之心x2真时之沙x1金条x1000],得到3级手绢（物）
2010-11-08-15:15:57	twh11	TWh11	进化3级手绢（物）,消耗[3级手绢（物）x1太阳石x2奇妙之心x8王国之心x4真时之沙x3金条x2000],得到4级手绢（物）
2010-11-08-15:11:11	twh11	TWh11	进化1级手绢（物）,消耗[1级手绢（物）x1星星石x2奇妙之心x2王国之心x1金条x200],得到2级手绢（物）
2010-11-08-15:12:05	twh11	TWh11	进化2级手绢（物）,消耗[2级手绢（物）x1月亮石x2奇妙之心x4王国之心x2真时之沙x1金条x1000],得到3级手绢（物）
2010-11-08-15:08:11	twh11	TWh11	进化1级黄金铃铛（魔）,消耗[1级黄金铃铛（魔）x1星星石x2奇妙之心x2王国之心x1金条x200],得到2级黄金铃铛（魔）
2010-11-08-15:09:30	twh11	TWh11	进化2级黄金铃铛（魔）,消耗[2级黄金铃铛（魔）x1月亮石x2奇妙之心x4王国之心x2真时之沙x1金条x1000],得到3级黄金铃铛（魔）
2010-11-08-15:09:41	twh11	TWh11	进化3级黄金铃铛（魔）,消耗[3级黄金铃铛（魔）x1太阳石x2奇妙之心x8王国之心x4真时之沙x3金条x2000],得到4级黄金铃铛（魔）
2010-11-08-15:06:12	twh11	TWh11	进化3级小花头饰（物）,消耗[3级小花头饰（物）x1太阳石x2奇妙之心x8王国之心x4真时之沙x3金条x2000],得到4级小花头饰（物）
2010-11-08-15:03:44	twh11	TWh11	进化2级小花头饰（物）,消耗[2级小花头饰（物）x1月亮石x2奇妙之心x4王国之心x2真时之沙x1金条x1000],得到3级小花头饰（物）
2010-11-08-14:54:31	twh11	TWh11	进化1级小花头饰（物）,消耗[1级小花头饰（物）x1星星石x2奇妙之心x2王国之心x1金条x200],得到2级小花头饰（物）
2010-11-08-14:53:15	twh11	TWh11	精炼守护装备1级小花头饰（物）,装备精炼值从0变为1
2010-11-08-14:53:18	twh11	TWh11	精炼守护装备1级小花头饰（物）,装备精炼值从1变为2
2010-11-08-14:53:20	twh11	TWh11	精炼守护装备1级小花头饰（物）,装备精炼值从2变为3
2010-11-08-14:53:23	twh11	TWh11	精炼守护装备1级小花头饰（物）,装备精炼值从3变为4
2010-11-08-14:49:18	twh11	TWh11	进化3级黄金铃铛（物）,消耗[3级黄金铃铛（物）x1太阳石x2奇妙之心x8王国之心x4真时之沙x3金条x2000],得到4级黄金铃铛（物）
2010-11-08-14:46:49	zhongyukaishi	123456	丢弃金砂x89
2010-11-08-14:44:05	twh11	TWh11	进化2级黄金铃铛（物）,消耗[2级黄金铃铛（物）x1月亮石x2奇妙之心x4王国之心x2真时之沙x1金条x1000],得到3级黄金铃铛（物）
2010-11-08-14:38:21	zhongyukaishi	123456	丢弃金砂x99
2010-11-08-14:33:59	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从1变为2
2010-11-08-14:34:02	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从2变为3
2010-11-08-14:34:10	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从3变为4
2010-11-08-14:34:15	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从4变为3
2010-11-08-14:34:15	zhongyukaishi	123456	丢弃四千万精力宝石x1
2010-11-08-14:34:17	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从3变为4
2010-11-08-14:34:21	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从4变为5
2010-11-08-14:34:25	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从5变为6
2010-11-08-14:34:30	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从6变为5
2010-11-08-14:34:34	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从5变为6
2010-11-08-14:34:37	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从6变为7
2010-11-08-14:34:42	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从7变为6
2010-11-08-14:34:45	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从6变为5
2010-11-08-14:34:46	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从5变为6
2010-11-08-14:34:49	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从6变为5
2010-11-08-14:34:52	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从5变为6
2010-11-08-14:34:56	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从6变为7
2010-11-08-14:35:01	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从7变为8
2010-11-08-14:31:38	twh11	TWh11	进化3级小花头饰（魔）,消耗[3级小花头饰（魔）x1太阳石x2奇妙之心x8王国之心x4真时之沙x3金条x2000],得到4级小花头饰（魔）
2010-11-08-14:33:04	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从1变为2
2010-11-08-14:33:12	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从2变为3
2010-11-08-14:33:19	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从3变为4
2010-11-08-14:33:24	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从4变为5
2010-11-08-14:33:27	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从5变为6
2010-11-08-14:33:33	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从6变为7
2010-11-08-14:33:46	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从7变为8
2010-11-08-14:33:51	twh11	TWh11	精炼守护装备4级小花头饰（魔）,装备精炼值从8变为1
2010-11-08-13:55:20	twh11	TWh11	进化1级黄金铃铛（物）,消耗[1级黄金铃铛（物）x1星星石x2奇妙之心x2王国之心x1金条x200],得到2级黄金铃铛（物）
2010-11-08-11:35:03	twh11	TWh11	进化2级小花头饰（魔）,消耗[2级小花头饰（魔）x1月亮石x2奇妙之心x4王国之心x2真时之沙x1金条x1000],得到3级小花头饰（魔）
2010-11-08-11:27:04	twh11	TWh11	进化1级小花头饰（魔）,消耗[1级小花头饰（魔）x1星星石x2奇妙之心x2王国之心x1金条x200],得到2级小花头饰（魔）
2010-11-08-10:36:24	twh11	TWh11	精炼守护装备1级小花头饰（魔）,装备精炼值从0变为1
2010-11-08-10:37:52	twh11	TWh11	丢弃1级小花头饰（魔）x1
2010-11-08-10:36:03	twh11	TWh11	丢弃1级小花头饰（魔）x1
2010-11-08-10:25:45	bean01	bean01	精炼守护装备1级黄金铃铛（物）,装备精炼值从0变为1
2010-11-08-10:25:48	bean01	bean01	精炼守护装备1级黄金铃铛（物）,装备精炼值从1变为2
2010-11-08-10:25:51	bean01	bean01	精炼守护装备1级黄金铃铛（物）,装备精炼值从2变为3
2010-11-08-10:25:54	bean01	bean01	精炼守护装备1级黄金铃铛（物）,装备精炼值从3变为4
2010-11-08-10:25:57	bean01	bean01	精炼守护装备1级黄金铃铛（物）,装备精炼值从4变为5
2010-11-08-10:26:00	bean01	bean01	精炼守护装备1级黄金铃铛（物）,装备精炼值从5变为6
2010-11-08-10:26:02	bean01	bean01	精炼守护装备1级黄金铃铛（物）,装备精炼值从6变为7
